,客户编号,基金交易频率,最大交易金额,混合型占比,债券指数或债券型占比,货币型占比,股票指数或股票型占比,其他型占比,客户类别
611,611,2.7,5511.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
612,612,2.7,5569.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
613,613,2.7,5574.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
614,614,2.75,5574.0,0.9818181818181818,0.0,0.0,0.0,0.01818181818181818,0
615,615,2.8,5577.0,0.9107142857142857,0.08928571428571429,0.0,0.0,0.0,0
616,616,2.7,5582.0,1.0,0.0,0.0,0.0,0.0,0
617,617,2.8,5580.0,0.9821428571428571,0.0,0.0,0.0,0.017857142857142856,0
618,618,2.7,5588.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
619,619,2.8,5588.0,0.8928571428571429,0.07142857142857142,0.0,0.0,0.03571428571428571,0
620,620,2.65,5590.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
621,621,2.85,5591.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
622,622,2.75,5575.0,0.9454545454545454,0.05454545454545454,0.0,0.0,0.0,0
623,623,2.9,5591.0,0.9137931034482759,0.034482758620689655,0.0,0.0,0.05172413793103448,0
624,624,2.75,5582.0,0.9636363636363636,0.0,0.0,0.0,0.03636363636363636,0
625,625,2.7,5544.0,1.0,0.0,0.0,0.0,0.0,0
626,626,2.85,5582.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
627,627,2.85,5580.0,0.9122807017543859,0.07017543859649122,0.0,0.0,0.017543859649122806,0
628,628,2.9,5583.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
629,629,2.75,5591.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
630,630,2.7,5563.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
631,631,2.85,5591.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
632,632,2.75,5581.0,0.9454545454545454,0.05454545454545454,0.0,0.0,0.0,0
633,633,2.7,5584.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
634,634,2.9,5576.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
635,635,2.7,5553.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
636,636,2.8,5581.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
637,637,2.8,5578.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
638,638,2.8,5589.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
639,639,2.8,5566.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
640,640,2.9,5525.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
641,641,2.9,5552.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
642,642,2.9,5586.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
643,643,2.75,5552.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
644,644,2.7,5590.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
645,645,2.75,5576.0,1.0,0.0,0.0,0.0,0.0,0
646,646,2.7,5581.0,0.9444444444444444,0.018518518518518517,0.0,0.0,0.037037037037037035,0
647,647,2.65,5590.0,0.9622641509433962,0.018867924528301886,0.0,0.0,0.018867924528301886,0
648,648,2.7,5588.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
649,649,2.75,5571.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
650,650,2.9,5583.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
651,651,2.85,5589.0,0.8947368421052632,0.08771929824561403,0.0,0.0,0.017543859649122806,0
652,652,2.75,5578.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
653,653,2.65,5585.0,0.9245283018867925,0.03773584905660377,0.0,0.0,0.03773584905660377,0
654,654,2.8,5591.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
655,655,2.9,5581.0,1.0,0.0,0.0,0.0,0.0,0
656,656,2.85,5583.0,0.9298245614035088,0.07017543859649122,0.0,0.0,0.0,0
657,657,2.9,5573.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
658,658,2.9,5565.0,0.9482758620689655,0.0,0.0,0.0,0.05172413793103448,0
659,659,2.7,5542.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
660,660,2.75,5580.0,1.0,0.0,0.0,0.0,0.0,0
661,661,2.85,5585.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
662,662,2.7,5590.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
663,663,2.75,5555.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
664,664,2.85,5532.0,0.9298245614035088,0.05263157894736842,0.0,0.0,0.017543859649122806,0
665,665,2.7,5583.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
666,666,2.7,5586.0,0.9259259259259259,0.018518518518518517,0.0,0.0,0.05555555555555555,0
667,667,2.7,5591.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
668,668,2.9,5589.0,0.9137931034482759,0.06896551724137931,0.0,0.0,0.017241379310344827,0
669,669,2.8,5574.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
670,670,2.75,5587.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
671,671,2.65,5580.0,0.9056603773584906,0.07547169811320754,0.0,0.0,0.018867924528301886,0
672,672,2.8,5556.0,1.0,0.0,0.0,0.0,0.0,0
673,673,2.85,5587.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
674,674,2.9,5559.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
675,675,2.8,5570.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
676,676,2.85,5574.0,0.9298245614035088,0.03508771929824561,0.0,0.0,0.03508771929824561,0
677,677,2.8,5570.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
678,678,2.85,5585.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
679,679,2.9,5582.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
680,680,2.7,5588.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
681,681,2.7,5549.0,0.9074074074074074,0.07407407407407407,0.0,0.0,0.018518518518518517,0
682,682,2.85,5586.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
683,683,2.9,5580.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
684,684,2.75,5565.0,0.8727272727272727,0.10909090909090909,0.0,0.0,0.01818181818181818,0
685,685,2.9,5543.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
686,686,2.7,5583.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
687,687,2.7,5566.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
688,688,2.75,5544.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
689,689,2.75,5571.0,0.9272727272727272,0.03636363636363636,0.0,0.0,0.03636363636363636,0
690,690,2.65,5546.0,0.8867924528301887,0.11320754716981132,0.0,0.0,0.0,0
691,691,2.85,5571.0,1.0,0.0,0.0,0.0,0.0,0
692,692,2.7,5589.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
693,693,2.9,5590.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
694,694,2.75,5578.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
695,695,2.8,5565.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
696,696,2.8,5587.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
697,697,2.9,5581.0,0.9482758620689655,0.017241379310344827,0.0,0.0,0.034482758620689655,0
698,698,2.9,5582.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
699,699,2.8,5563.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
700,700,2.65,5552.0,0.9245283018867925,0.05660377358490566,0.0,0.0,0.018867924528301886,0
701,701,2.75,5575.0,0.9090909090909091,0.07272727272727272,0.0,0.0,0.01818181818181818,0
702,702,2.75,5570.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
703,703,2.65,5576.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
704,704,2.85,5563.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
705,705,2.85,5584.0,0.8771929824561403,0.10526315789473684,0.0,0.0,0.017543859649122806,0
706,706,2.75,5554.0,0.8727272727272727,0.12727272727272726,0.0,0.0,0.0,0
707,707,2.85,5592.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
708,708,2.65,5590.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
709,709,2.85,5582.0,0.9298245614035088,0.03508771929824561,0.0,0.0,0.03508771929824561,0
710,710,2.8,5567.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
711,711,2.9,5586.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
712,712,2.85,5570.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
713,713,2.85,5590.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
714,714,2.85,5585.0,1.0,0.0,0.0,0.0,0.0,0
715,715,2.75,5548.0,0.9454545454545454,0.05454545454545454,0.0,0.0,0.0,0
716,716,2.75,5590.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
717,717,2.65,5556.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
718,718,2.75,5555.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
719,719,2.7,5584.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
720,720,2.7,5589.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
721,721,2.7,5571.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
722,722,2.85,5571.0,0.9298245614035088,0.07017543859649122,0.0,0.0,0.0,0
723,723,2.85,5568.0,0.8947368421052632,0.10526315789473684,0.0,0.0,0.0,0
724,724,2.75,5579.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
725,725,2.9,5575.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
726,726,2.9,5575.0,1.0,0.0,0.0,0.0,0.0,0
727,727,2.75,5558.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
728,728,2.8,5589.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
729,729,2.9,5584.0,1.0,0.0,0.0,0.0,0.0,0
730,730,2.7,5585.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
731,731,2.7,5581.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
732,732,2.65,5576.0,0.9433962264150944,0.03773584905660377,0.0,0.0,0.018867924528301886,0
733,733,2.9,5538.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
734,734,2.7,5584.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
735,735,2.85,5590.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
736,736,2.85,5590.0,0.8947368421052632,0.08771929824561403,0.0,0.0,0.017543859649122806,0
737,737,2.9,5543.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
738,738,2.85,5588.0,1.0,0.0,0.0,0.0,0.0,0
739,739,2.65,5587.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
740,740,2.7,5549.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
741,741,2.7,5589.0,0.8703703703703703,0.1111111111111111,0.0,0.0,0.018518518518518517,0
742,742,2.9,5578.0,1.0,0.0,0.0,0.0,0.0,0
743,743,2.7,5582.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
744,744,2.85,5582.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
745,745,2.8,5575.0,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0
746,746,2.85,5566.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
747,747,2.75,5590.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
748,748,2.8,5582.0,0.9107142857142857,0.08928571428571429,0.0,0.0,0.0,0
749,749,2.85,5579.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
750,750,2.85,5581.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
751,751,2.65,5583.0,0.8867924528301887,0.09433962264150944,0.0,0.0,0.018867924528301886,0
752,752,2.75,5570.0,0.9272727272727272,0.05454545454545454,0.0,0.0,0.01818181818181818,0
753,753,2.7,5543.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
754,754,2.9,5592.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
755,755,2.8,5584.0,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0
756,756,2.75,5591.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
757,757,2.65,5585.0,0.9245283018867925,0.03773584905660377,0.0,0.0,0.03773584905660377,0
758,758,2.65,5581.0,0.9056603773584906,0.05660377358490566,0.0,0.0,0.03773584905660377,0
759,759,2.7,5565.0,0.9629629629629629,0.018518518518518517,0.0,0.0,0.018518518518518517,0
760,760,2.8,5582.0,0.9464285714285714,0.0,0.0,0.0,0.05357142857142857,0
761,761,2.7,5553.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
762,762,2.85,5583.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
763,763,2.8,5587.0,0.9642857142857143,0.0,0.0,0.0,0.03571428571428571,0
764,764,2.65,5568.0,0.9622641509433962,0.018867924528301886,0.0,0.0,0.018867924528301886,0
765,765,2.9,5577.0,0.8793103448275862,0.1206896551724138,0.0,0.0,0.0,0
766,766,2.7,5571.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
767,767,2.85,5591.0,1.0,0.0,0.0,0.0,0.0,0
768,768,2.75,5558.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
769,769,2.8,5591.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
770,770,2.9,5586.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
771,771,2.7,5555.0,1.0,0.0,0.0,0.0,0.0,0
772,772,2.7,5578.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
773,773,2.65,5577.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
774,774,2.9,5584.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
775,775,2.85,5579.0,0.9298245614035088,0.07017543859649122,0.0,0.0,0.0,0
776,776,2.85,5571.0,0.9824561403508771,0.0,0.0,0.0,0.017543859649122806,0
777,777,2.9,5586.0,0.896551724137931,0.10344827586206896,0.0,0.0,0.0,0
778,778,2.65,5570.0,0.9433962264150944,0.03773584905660377,0.0,0.0,0.018867924528301886,0
779,779,2.8,5591.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
780,780,2.8,5581.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
781,781,2.75,5525.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
782,782,2.9,5541.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
783,783,2.7,5524.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
784,784,2.9,5583.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
785,785,2.8,5540.0,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0
786,786,2.9,5570.0,0.9482758620689655,0.017241379310344827,0.0,0.0,0.034482758620689655,0
787,787,2.75,5580.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
788,788,2.9,5585.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
789,789,2.7,5583.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
790,790,2.75,5576.0,0.9090909090909091,0.07272727272727272,0.0,0.0,0.01818181818181818,0
791,791,2.9,5586.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
792,792,2.75,5588.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
793,793,2.85,5589.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
794,794,2.7,5583.0,0.9444444444444444,0.018518518518518517,0.0,0.0,0.037037037037037035,0
795,795,2.8,5560.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
796,796,2.75,5582.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
797,797,2.7,5566.0,0.9074074074074074,0.05555555555555555,0.0,0.0,0.037037037037037035,0
798,798,2.75,5551.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
799,799,2.7,5580.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
800,800,2.9,5590.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
801,801,2.65,5582.0,0.9056603773584906,0.09433962264150944,0.0,0.0,0.0,0
802,802,2.8,5586.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
803,803,2.8,5588.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
804,804,2.7,5563.0,0.9629629629629629,0.018518518518518517,0.0,0.0,0.018518518518518517,0
805,805,2.65,5587.0,0.9811320754716981,0.0,0.0,0.0,0.018867924528301886,0
806,806,2.8,5589.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
807,807,2.75,5558.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
808,808,2.9,5567.0,0.896551724137931,0.08620689655172414,0.0,0.0,0.017241379310344827,0
809,809,2.7,5525.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
810,810,2.9,5562.0,0.9482758620689655,0.017241379310344827,0.0,0.0,0.034482758620689655,0
811,811,2.7,5571.0,1.0,0.0,0.0,0.0,0.0,0
812,812,2.9,5576.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
813,813,2.75,5585.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
814,814,2.8,5581.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
815,815,2.8,5529.0,1.0,0.0,0.0,0.0,0.0,0
816,816,2.7,5572.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
817,817,2.85,5563.0,0.9122807017543859,0.07017543859649122,0.0,0.0,0.017543859649122806,0
818,818,2.75,5558.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
819,819,2.8,5588.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
820,820,2.65,5590.0,0.9056603773584906,0.05660377358490566,0.0,0.0,0.03773584905660377,0
821,821,2.7,5590.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
822,822,2.9,5590.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
823,823,2.65,5588.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
824,824,2.75,5580.0,0.9090909090909091,0.07272727272727272,0.0,0.0,0.01818181818181818,0
825,825,2.85,5574.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
826,826,2.85,5591.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
827,827,2.9,5587.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
828,828,2.85,5583.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
829,829,2.85,5549.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
830,830,2.75,5555.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
831,831,2.9,5589.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
832,832,2.9,5563.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
833,833,2.7,5584.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
834,834,2.9,5460.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
835,835,2.65,5544.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
836,836,2.9,5580.0,0.9137931034482759,0.06896551724137931,0.0,0.0,0.017241379310344827,0
837,837,2.75,5572.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
838,838,2.7,5587.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
839,839,2.85,5573.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
840,840,2.9,5576.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
841,841,2.9,5588.0,0.9655172413793104,0.0,0.0,0.0,0.034482758620689655,0
842,842,2.75,5572.0,0.8909090909090909,0.10909090909090909,0.0,0.0,0.0,0
843,843,2.7,5589.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
844,844,2.7,5580.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
845,845,2.9,5589.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0
846,846,2.9,5583.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
847,847,2.9,5565.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
848,848,2.85,5574.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
849,849,2.7,5591.0,0.8888888888888888,0.07407407407407407,0.0,0.0,0.037037037037037035,0
850,850,2.85,5570.0,0.9122807017543859,0.05263157894736842,0.0,0.0,0.03508771929824561,0
851,851,2.75,5573.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
852,852,2.8,5550.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
853,853,2.8,5575.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
854,854,2.65,5589.0,0.9056603773584906,0.07547169811320754,0.0,0.0,0.018867924528301886,0
855,855,2.8,5574.0,0.8928571428571429,0.07142857142857142,0.0,0.0,0.03571428571428571,0
856,856,2.85,5535.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
857,857,2.8,5547.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
858,858,2.7,5576.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
859,859,2.8,5586.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
860,860,2.7,5554.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
861,861,2.9,5580.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
862,862,2.7,5512.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
863,863,2.8,5569.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
864,864,2.7,5562.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
865,865,2.75,5592.0,0.9636363636363636,0.0,0.0,0.0,0.03636363636363636,0
866,866,2.9,5588.0,0.9310344827586207,0.034482758620689655,0.0,0.0,0.034482758620689655,0
867,867,2.7,5572.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
868,868,2.75,5583.0,0.9272727272727272,0.03636363636363636,0.0,0.0,0.03636363636363636,0
869,869,2.65,5565.0,1.0,0.0,0.0,0.0,0.0,0
870,870,2.85,5586.0,0.8947368421052632,0.07017543859649122,0.0,0.0,0.03508771929824561,0
871,871,2.8,5573.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
872,872,2.85,5528.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
873,873,2.7,5552.0,1.0,0.0,0.0,0.0,0.0,0
874,874,2.75,5569.0,0.8545454545454545,0.12727272727272726,0.0,0.0,0.01818181818181818,0
875,875,2.75,5573.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
876,876,2.7,5582.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
877,877,2.7,5589.0,0.9074074074074074,0.07407407407407407,0.0,0.0,0.018518518518518517,0
878,878,2.9,5576.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
879,879,2.8,5582.0,0.8928571428571429,0.08928571428571429,0.0,0.0,0.017857142857142856,0
880,880,2.8,5591.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
881,881,2.85,5520.0,1.0,0.0,0.0,0.0,0.0,0
882,882,2.85,5562.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
883,883,2.85,5575.0,0.9298245614035088,0.05263157894736842,0.0,0.0,0.017543859649122806,0
884,884,2.8,5574.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
885,885,2.9,5565.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0
886,886,2.85,5584.0,0.9298245614035088,0.07017543859649122,0.0,0.0,0.0,0
887,887,2.7,5578.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
888,888,2.85,5591.0,0.8771929824561403,0.10526315789473684,0.0,0.0,0.017543859649122806,0
889,889,2.85,5564.0,1.0,0.0,0.0,0.0,0.0,0
890,890,2.7,5575.0,0.9074074074074074,0.09259259259259259,0.0,0.0,0.0,0
891,891,2.75,5587.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
892,892,2.7,5562.0,1.0,0.0,0.0,0.0,0.0,0
893,893,2.65,5577.0,0.8867924528301887,0.09433962264150944,0.0,0.0,0.018867924528301886,0
894,894,2.8,5587.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
895,895,2.9,5577.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
896,896,2.8,5513.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
897,897,2.75,5574.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
898,898,2.8,5590.0,1.0,0.0,0.0,0.0,0.0,0
899,899,2.9,5588.0,1.0,0.0,0.0,0.0,0.0,0
900,900,2.7,5591.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
901,901,2.65,5565.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
902,902,2.7,5588.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
903,903,2.9,5568.0,1.0,0.0,0.0,0.0,0.0,0
904,904,2.7,5570.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
905,905,2.75,5575.0,1.0,0.0,0.0,0.0,0.0,0
906,906,2.75,5578.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0
907,907,2.7,5588.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
908,908,2.8,5587.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
909,909,2.7,5581.0,0.9074074074074074,0.09259259259259259,0.0,0.0,0.0,0
910,910,2.85,5580.0,1.0,0.0,0.0,0.0,0.0,0
911,911,2.75,5585.0,0.9454545454545454,0.01818181818181818,0.0,0.0,0.03636363636363636,0
912,912,2.9,5588.0,1.0,0.0,0.0,0.0,0.0,0
913,913,2.85,5591.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
