,客户编号,交易时间,交易金额,基金类型,基金编号
459,9790,2016-04-07 10:25:09,3982,货币型,4261.0
460,9790,2016-04-07 10:25:09,3496,QDII-指数,110031.0
461,9790,2016-04-07 10:25:09,3423,分级杠杆,676.0
462,9790,2016-04-27 10:25:09,3938,混合-FOF,5758.0
463,9790,2016-04-27 10:25:09,3794,货币型,260102.0
464,9790,2016-04-07 10:25:09,3749,货币型,159006.0
465,9791,2016-04-27 10:25:09,3971,联接基金,2963.0
466,9791,2016-04-07 10:25:09,4015,定开债券,1860.0
467,9791,2016-04-07 10:25:09,3537,货币型,519505.0
468,9791,2016-04-27 10:25:09,3863,定开债券,115.0
469,9791,2016-04-27 10:25:09,3800,联接基金,307.0
470,9792,2016-04-27 10:25:09,3457,定开债券,3071.0
471,9792,2016-04-07 10:25:09,3714,货币型,4749.0
472,9792,2016-04-07 10:25:09,3624,货币型,210012.0
473,9792,2016-04-07 10:25:09,3964,QDII,934.0
474,9792,2016-04-27 10:25:09,3971,定开债券,3310.0
475,9793,2016-04-27 10:25:09,3872,理财型,485118.0
476,9793,2016-04-07 10:25:09,3538,联接基金,4342.0
477,9793,2016-04-27 10:25:09,3492,QDII,163813.0
478,9793,2016-04-27 10:25:09,3461,定开债券,3683.0
479,9793,2016-04-27 10:25:09,3523,联接基金,110021.0
480,9794,2016-04-07 10:25:09,3831,货币型,690010.0
481,9794,2016-04-07 10:25:09,3845,QDII,486002.0
482,9794,2016-04-27 10:25:09,3515,联接基金,160706.0
483,9794,2016-04-07 10:25:09,3990,QDII,40021.0
484,9794,2016-04-07 10:25:09,3818,QDII,50015.0
485,9795,2016-04-07 10:25:09,3918,联接基金,481012.0
486,9795,2016-04-27 10:25:09,3765,定开债券,245.0
487,9795,2016-04-07 10:25:09,3537,定开债券,372.0
488,9795,2016-04-07 10:25:09,3976,货币型,647.0
489,9795,2016-04-07 10:25:09,3767,债券型,6325.0
490,9795,2016-04-07 10:25:09,3654,联接基金,240019.0
491,9796,2016-04-27 10:25:09,3826,联接基金,4753.0
492,9796,2016-04-07 10:25:09,3916,其他型,929.0
493,9796,2016-04-27 10:25:09,4055,QDII,100050.0
494,9796,2016-04-07 10:25:09,3809,货币型,493.0
495,9796,2016-04-07 10:25:09,3416,理财型,322.0
496,9797,2016-04-27 10:25:09,3440,联接基金,2903.0
497,9797,2016-04-07 10:25:09,3616,联接基金,217017.0
498,9797,2016-04-27 10:25:09,3787,货币型,1621.0
499,9797,2016-04-27 10:25:09,3547,货币型,602.0
500,9797,2016-04-07 10:25:09,3432,QDII-指数,160717.0
501,9797,2016-04-07 10:25:09,3582,货币型,2918.0
502,9798,2016-04-07 10:25:09,3691,混合-FOF,5976.0
503,9798,2016-04-27 10:25:09,3663,货币型,3460.0
504,9798,2016-04-27 10:25:09,3377,QDII,378006.0
505,9798,2016-04-27 10:25:09,3546,定开债券,111.0
506,9798,2016-04-07 10:25:09,4033,联接基金,4343.0
507,9799,2016-04-27 10:25:09,3643,定开债券,106.0
508,9799,2016-04-27 10:25:09,3384,QDII-指数,160141.0
509,9799,2016-04-27 10:25:09,3905,联接基金,6098.0
510,9799,2016-04-27 10:25:09,3590,联接基金,5748.0
511,9799,2016-04-27 10:25:09,4028,理财型,485118.0
512,9799,2016-04-27 10:25:09,3836,货币型,569.0
513,9800,2016-04-27 10:25:09,3842,联接基金,2656.0
514,9800,2016-04-27 10:25:09,3457,QDII,163208.0
515,9800,2016-04-07 10:25:09,3361,货币型,1973.0
516,9800,2016-04-27 10:25:09,3718,混合-FOF,5957.0
517,9800,2016-04-07 10:25:09,3943,联接基金,70023.0
518,9800,2016-04-27 10:25:09,3465,联接基金,50024.0
519,9801,2016-04-27 10:25:09,3561,QDII-指数,110031.0
520,9801,2016-04-07 10:25:09,3676,QDII,3972.0
521,9801,2016-04-07 10:25:09,3679,联接基金,950.0
522,9801,2016-04-27 10:25:09,4062,联接基金,110026.0
523,9801,2016-04-07 10:25:09,3652,其他型,3430.0
524,9802,2016-04-07 10:25:09,3526,QDII,274.0
525,9802,2016-04-27 10:25:09,3895,货币型,724.0
526,9802,2016-04-27 10:25:09,3995,定开债券,160523.0
527,9802,2016-04-07 10:25:09,4003,理财型,360019.0
528,9802,2016-04-07 10:25:09,3408,QDII,5534.0
529,9803,2016-04-27 10:25:09,3924,QDII,486002.0
530,9803,2016-04-27 10:25:09,3711,定开债券,1860.0
531,9803,2016-04-27 10:25:09,3566,定开债券,166903.0
532,9803,2016-04-07 10:25:09,4050,定开债券,360.0
533,9803,2016-04-27 10:25:09,3918,定开债券,5713.0
534,9803,2016-04-27 10:25:09,3711,QDII,2891.0
535,9804,2016-04-07 10:25:09,3456,定开债券,166904.0
536,9804,2016-04-27 10:25:09,3459,QDII-指数,49.0
537,9804,2016-04-07 10:25:09,3471,定开债券,5327.0
538,9804,2016-04-07 10:25:09,3872,定开债券,4804.0
539,9804,2016-04-07 10:25:09,3537,货币型,3171.0
540,9805,2016-04-07 10:25:09,3868,定开债券,415.0
541,9805,2016-04-27 10:25:09,3608,定开债券,400.0
542,9805,2016-04-27 10:25:09,3471,货币型,901.0
543,9805,2016-04-27 10:25:09,3904,货币型,213009.0
544,9805,2016-04-27 10:25:09,3823,QDII-指数,40046.0
545,9806,2016-04-27 10:25:09,3665,联接基金,3194.0
546,9806,2016-04-07 10:25:09,3393,QDII,103.0
547,9806,2016-04-07 10:25:09,3548,货币型,3391.0
548,9806,2016-04-27 10:25:09,3737,联接基金,248.0
549,9806,2016-04-27 10:25:09,3433,联接基金,376.0
550,9807,2016-04-27 10:25:09,3700,QDII,50030.0
551,9807,2016-04-27 10:25:09,3703,理财型,270046.0
552,9807,2016-04-07 10:25:09,4038,理财型,37.0
553,9807,2016-04-27 10:25:09,3638,联接基金,270010.0
554,9807,2016-04-27 10:25:09,3621,理财型,660016.0
555,9808,2016-04-27 10:25:09,4021,QDII,5243.0
556,9808,2016-04-07 10:25:09,3638,货币型,4368.0
557,9808,2016-04-07 10:25:09,3382,联接基金,216.0
558,9808,2016-04-27 10:25:09,3523,联接基金,5869.0
559,9808,2016-04-27 10:25:09,3548,联接基金,40190.0
560,9809,2016-04-27 10:25:09,3661,定开债券,4254.0
561,9809,2016-04-27 10:25:09,3595,货币型,3525.0
562,9809,2016-04-07 10:25:09,3969,联接基金,257060.0
563,9809,2016-04-27 10:25:09,4008,货币型,626.0
564,9809,2016-04-27 10:25:09,3995,混合-FOF,6297.0
565,9809,2016-04-07 10:25:09,3804,货币型,724.0
566,9810,2016-04-07 10:25:09,4038,QDII,4164.0
567,9810,2016-04-27 10:25:09,3591,联接基金,5881.0
568,9810,2016-04-27 10:25:09,3898,货币型,161608.0
569,9810,2016-04-27 10:25:09,3931,货币型,3042.0
570,9810,2016-04-27 10:25:09,4024,货币型,677.0
571,9811,2016-04-27 10:25:09,3578,货币型,3467.0
572,9811,2016-04-27 10:25:09,3989,货币型,4796.0
573,9811,2016-04-27 10:25:09,3883,定开债券,1860.0
574,9811,2016-04-27 10:25:09,3674,定开债券,164810.0
575,9811,2016-04-27 10:25:09,3426,联接基金,4597.0
576,9811,2016-04-27 10:25:09,3893,货币型,650.0
577,9812,2016-04-27 10:25:09,3545,QDII-指数,110031.0
578,9812,2016-04-27 10:25:09,3606,联接基金,4598.0
579,9812,2016-04-27 10:25:09,3709,定开债券,3051.0
580,9812,2016-04-27 10:25:09,3962,定开债券,345.0
581,9812,2016-04-27 10:25:09,3619,联接基金,1214.0
582,9812,2016-04-07 10:25:09,3593,联接基金,4744.0
583,9813,2016-04-27 10:25:09,3417,联接基金,100053.0
584,9813,2016-04-27 10:25:09,3871,QDII,3463.0
585,9813,2016-04-27 10:25:09,3638,QDII,262001.0
586,9813,2016-04-07 10:25:09,3810,定开债券,3530.0
587,9813,2016-04-07 10:25:09,3498,理财型,40029.0
588,9814,2016-04-07 10:25:09,3408,联接基金,206005.0
589,9814,2016-04-27 10:25:09,3943,定开债券,100072.0
590,9814,2016-04-27 10:25:09,4019,QDII,3972.0
591,9814,2016-04-27 10:25:09,3561,QDII,183001.0
592,9814,2016-04-27 10:25:09,4048,货币型,675031.0
593,9814,2016-04-07 10:25:09,3530,定开债券,240.0
594,9815,2016-04-07 10:25:09,4086,混合型,1201.0
595,9815,2016-04-07 10:25:09,3636,联接基金,4342.0
596,9815,2016-04-27 10:25:09,3787,联接基金,5813.0
597,9815,2016-04-27 10:25:09,3716,理财型,487.0
598,9815,2016-04-07 10:25:09,3778,定开债券,166903.0
599,9815,2016-04-07 10:25:09,4051,其他型,6480.0
600,9816,2016-04-27 10:25:09,3564,货币型,712.0
601,9816,2016-04-07 10:25:09,3586,混合型,2434.0
602,9816,2016-04-07 10:25:09,3917,定开债券,3200.0
603,9816,2016-04-27 10:25:09,3929,债券型,233012.0
604,9816,2016-04-07 10:25:09,3354,QDII,161620.0
605,9817,2016-04-27 10:25:09,3596,联接基金,70030.0
606,9817,2016-04-27 10:25:09,3580,混合-FOF,6292.0
607,9817,2016-04-07 10:25:09,3727,定开债券,161014.0
608,9817,2016-04-07 10:25:09,3420,定开债券,400.0
609,9817,2016-04-27 10:25:09,3676,QDII,165513.0
610,9818,2016-04-27 10:25:09,3639,其他型,3430.0
611,9818,2016-04-27 10:25:09,3473,定开债券,1546.0
612,9818,2016-04-07 10:25:09,3485,定开债券,163211.0
613,9818,2016-04-27 10:25:09,3750,货币型,907.0
614,9818,2016-04-07 10:25:09,3439,QDII,2379.0
615,9818,2016-04-07 10:25:09,3646,联接基金,1180.0
616,9819,2016-04-07 10:25:09,4033,理财型,799.0
617,9819,2016-04-27 10:25:09,3451,QDII,160125.0
618,9819,2016-04-27 10:25:09,3443,QDII,486002.0
619,9819,2016-04-07 10:25:09,3371,QDII-指数,270042.0
620,9819,2016-04-27 10:25:09,3698,货币型,4198.0
621,9819,2016-04-27 10:25:09,3978,联接基金,6293.0
622,9820,2016-04-27 10:25:09,4076,理财型,40028.0
623,9820,2016-04-27 10:25:09,3710,QDII,6308.0
624,9820,2016-04-27 10:25:09,3902,货币型,660.0
625,9820,2016-04-07 10:25:09,3867,货币型,4330.0
626,9820,2016-04-27 10:25:09,3394,货币型,836.0
627,9820,2016-04-27 10:25:09,3366,QDII,2401.0
628,9821,2016-04-27 10:25:09,3388,定开债券,3471.0
629,9821,2016-04-07 10:25:09,4038,货币型,3363.0
630,9821,2016-04-27 10:25:09,3800,股票型,5310.0
631,9821,2016-04-07 10:25:09,3795,QDII,5441.0
632,9821,2016-04-07 10:25:09,3649,QDII,519602.0
633,9822,2016-04-07 10:25:09,3422,QDII,3321.0
634,9822,2016-04-27 10:25:09,3453,货币型,2646.0
635,9822,2016-04-27 10:25:09,3672,货币型,2646.0
636,9822,2016-04-07 10:25:09,3349,定开债券,1859.0
637,9822,2016-04-07 10:25:09,3465,货币型,1624.0
638,9823,2016-04-07 10:25:09,3702,联接基金,373.0
639,9823,2016-04-07 10:25:09,3651,定开债券,2704.0
640,9823,2016-04-07 10:25:09,3804,定开债券,160134.0
641,9823,2016-04-07 10:25:09,3617,货币型,4983.0
642,9823,2016-04-07 10:25:09,3454,股票指数,164304.0
643,9824,2016-04-27 10:25:09,3612,联接基金,6248.0
644,9824,2016-04-07 10:25:09,3482,定开债券,4063.0
645,9824,2016-04-27 10:25:09,4031,QDII,6282.0
646,9824,2016-04-27 10:25:09,3632,定开债券,2904.0
647,9824,2016-04-27 10:25:09,3647,定开债券,5714.0
648,9824,2016-04-27 10:25:09,3520,混合-FOF,6292.0
649,9825,2016-04-07 10:25:09,4024,其他型,1693.0
650,9825,2016-04-27 10:25:09,3789,货币型,210.0
651,9825,2016-04-27 10:25:09,3925,联接基金,6748.0
652,9825,2016-04-07 10:25:09,4044,混合-FOF,5219.0
653,9825,2016-04-27 10:25:09,3372,QDII,6309.0
654,9826,2016-04-27 10:25:09,3995,QDII,934.0
655,9826,2016-04-07 10:25:09,4077,货币型,650.0
656,9826,2016-04-27 10:25:09,4079,定开债券,161911.0
657,9826,2016-04-27 10:25:09,3589,联接基金,1214.0
658,9826,2016-04-27 10:25:09,3850,货币型,530002.0
659,9827,2016-04-07 10:25:09,3645,QDII-指数,118002.0
660,9827,2016-04-27 10:25:09,3766,联接基金,202017.0
661,9827,2016-04-27 10:25:09,3438,股票型,206012.0
662,9827,2016-04-27 10:25:09,3885,QDII,160644.0
663,9827,2016-04-27 10:25:09,3472,QDII-指数,164906.0
664,9828,2016-04-07 10:25:09,3914,理财型,40030.0
665,9828,2016-04-07 10:25:09,3671,其他型,501300.0
666,9828,2016-04-07 10:25:09,3488,货币型,599.0
667,9828,2016-04-07 10:25:09,3809,QDII-指数,179.0
668,9828,2016-04-27 10:25:09,3459,定开债券,470088.0
669,9828,2016-04-07 10:25:09,3982,联接基金,88.0
670,9829,2016-04-07 10:25:09,3825,联接基金,6197.0
671,9829,2016-04-07 10:25:09,3508,货币型,4796.0
672,9829,2016-04-07 10:25:09,3445,联接基金,6286.0
673,9829,2016-04-27 10:25:09,3915,混合-FOF,6289.0
674,9829,2016-04-27 10:25:09,3677,QDII,103.0
675,9830,2016-04-27 10:25:09,3394,混合型,5769.0
676,9830,2016-04-27 10:25:09,3434,货币型,2847.0
677,9830,2016-04-27 10:25:09,3727,定开债券,372.0
678,9830,2016-04-07 10:25:09,3489,货币型,650.0
679,9830,2016-04-27 10:25:09,3698,货币型,724.0
680,9830,2016-04-07 10:25:09,4030,联接基金,2900.0
681,9831,2016-04-27 10:25:09,3870,股票型,628.0
682,9831,2016-04-27 10:25:09,4039,定开债券,160523.0
683,9831,2016-04-27 10:25:09,3763,联接基金,5814.0
684,9831,2016-04-27 10:25:09,3906,QDII,70031.0
685,9831,2016-04-27 10:25:09,3957,QDII,5912.0
686,9831,2016-04-27 10:25:09,4029,QDII-指数,118002.0
687,9832,2016-04-07 10:25:09,3707,联接基金,87.0
688,9832,2016-04-27 10:25:09,3726,其他型,1041.0
689,9832,2016-04-07 10:25:09,3475,混合型,519069.0
690,9832,2016-04-27 10:25:09,3973,联接基金,5737.0
691,9832,2016-04-07 10:25:09,3352,货币型,677.0
692,9832,2016-04-07 10:25:09,3712,货币型,519501.0
693,9833,2016-04-07 10:25:09,3720,QDII-指数,40046.0
694,9833,2016-04-27 10:25:09,3532,联接基金,6196.0
695,9833,2016-04-27 10:25:09,3371,QDII-指数,49.0
696,9833,2016-04-27 10:25:09,3708,理财型,3880.0
697,9833,2016-04-27 10:25:09,3641,货币型,343.0
698,9834,2016-04-07 10:25:09,3955,货币型,2758.0
699,9834,2016-04-07 10:25:09,3509,定开债券,5995.0
700,9834,2016-04-07 10:25:09,3756,货币型,2247.0
701,9834,2016-04-07 10:25:09,3363,货币型,4216.0
702,9834,2016-04-07 10:25:09,3367,货币型,681.0
703,9834,2016-04-07 10:25:09,4045,定开债券,100072.0
704,9835,2016-04-07 10:25:09,4058,其他型,44.0
705,9835,2016-04-07 10:25:09,3789,QDII,2391.0
706,9835,2016-04-07 10:25:09,3363,货币型,2646.0
707,9835,2016-04-07 10:25:09,3823,货币型,1842.0
708,9835,2016-04-07 10:25:09,3784,货币型,1981.0
709,9836,2016-04-27 10:25:09,3397,QDII,539001.0
710,9836,2016-04-27 10:25:09,3358,理财型,89.0
711,9836,2016-04-27 10:25:09,3377,联接基金,2978.0
712,9836,2016-04-27 10:25:09,3487,货币型,2077.0
713,9836,2016-04-27 10:25:09,3541,理财型,470014.0
714,9837,2016-04-07 10:25:09,3845,联接基金,5813.0
715,9837,2016-04-27 10:25:09,3819,股票型,5961.0
716,9837,2016-04-07 10:25:09,3682,QDII-指数,160924.0
717,9837,2016-04-27 10:25:09,3851,联接基金,5830.0
718,9837,2016-04-07 10:25:09,3584,理财型,951.0
719,9838,2016-04-27 10:25:09,3962,货币型,758.0
720,9838,2016-04-27 10:25:09,3441,定开债券,2806.0
721,9838,2016-04-07 10:25:09,3793,联接基金,2900.0
722,9838,2016-04-07 10:25:09,3709,联接基金,4342.0
723,9838,2016-04-27 10:25:09,3948,定开债券,246.0
724,9839,2016-04-07 10:25:09,3563,货币型,907.0
725,9839,2016-04-27 10:25:09,3663,理财型,485122.0
726,9839,2016-04-07 10:25:09,4056,定开债券,329.0
727,9839,2016-04-07 10:25:09,3948,定开债券,197.0
728,9839,2016-04-27 10:25:09,4084,货币型,2325.0
729,9840,2016-04-07 10:25:09,3473,货币型,1669.0
730,9840,2016-04-07 10:25:09,3722,固定收益,317.0
731,9840,2016-04-27 10:25:09,3385,货币型,370011.0
732,9840,2016-04-27 10:25:09,3872,QDII-指数,96001.0
733,9840,2016-04-07 10:25:09,3413,联接基金,4642.0
734,9841,2016-04-27 10:25:09,3677,货币型,542.0
735,9841,2016-04-27 10:25:09,3391,其他型,5100.0
736,9841,2016-04-27 10:25:09,3755,QDII,5440.0
737,9841,2016-04-07 10:25:09,4018,其他型,6381.0
738,9841,2016-04-07 10:25:09,3467,定开债券,3051.0
739,9842,2016-04-07 10:25:09,3685,QDII-指数,164705.0
740,9842,2016-04-27 10:25:09,3654,联接基金,180033.0
741,9842,2016-04-07 10:25:09,3367,联接基金,70030.0
742,9842,2016-04-27 10:25:09,3492,定开债券,2924.0
743,9842,2016-04-07 10:25:09,3366,QDII,183001.0
744,9842,2016-04-27 10:25:09,3601,定开债券,2905.0
745,9843,2016-04-07 10:25:09,3862,联接基金,1133.0
746,9843,2016-04-07 10:25:09,3567,定开债券,161618.0
747,9843,2016-04-07 10:25:09,3959,股票指数,160616.0
748,9843,2016-04-27 10:25:09,3991,定开债券,360.0
749,9843,2016-04-07 10:25:09,3600,联接基金,5999.0
750,9844,2016-04-27 10:25:09,3725,定开债券,2946.0
751,9844,2016-04-27 10:25:09,3835,货币型,50003.0
752,9844,2016-04-07 10:25:09,3852,货币型,550010.0
753,9844,2016-04-07 10:25:09,3986,定开债券,197.0
754,9844,2016-04-27 10:25:09,3752,联接基金,530015.0
755,9844,2016-04-27 10:25:09,3890,QDII,5913.0
756,9845,2016-04-27 10:25:09,3383,理财型,4663.0
757,9845,2016-04-27 10:25:09,3915,其他型,76.0
758,9845,2016-04-27 10:25:09,3928,联接基金,1344.0
759,9845,2016-04-07 10:25:09,3594,联接基金,110026.0
760,9845,2016-04-27 10:25:09,3517,理财型,89.0
761,9845,2016-04-07 10:25:09,3459,货币型,662.0
762,9846,2016-04-07 10:25:09,3717,QDII-指数,50025.0
763,9846,2016-04-27 10:25:09,4046,联接基金,5693.0
764,9846,2016-04-07 10:25:09,4024,定开债券,3309.0
765,9846,2016-04-07 10:25:09,3935,货币型,4178.0
766,9846,2016-04-27 10:25:09,3890,QDII,163208.0
767,9846,2016-04-27 10:25:09,4057,定开债券,3309.0
768,9847,2016-04-27 10:25:09,4078,货币型,434.0
769,9847,2016-04-27 10:25:09,3959,QDII,43.0
770,9847,2016-04-27 10:25:09,3844,QDII,3321.0
771,9847,2016-04-27 10:25:09,3710,货币型,359.0
772,9847,2016-04-07 10:25:09,3393,混合-FOF,5219.0
773,9847,2016-04-07 10:25:09,3677,联接基金,5555.0
774,9848,2016-04-07 10:25:09,3675,货币型,2960.0
775,9848,2016-04-27 10:25:09,3581,定开债券,5694.0
776,9848,2016-04-27 10:25:09,3543,联接基金,6248.0
777,9848,2016-04-07 10:25:09,3493,QDII,100050.0
778,9848,2016-04-07 10:25:09,3606,联接基金,1214.0
779,9848,2016-04-27 10:25:09,4039,QDII,6308.0
780,9849,2016-04-27 10:25:09,3907,定开债券,212.0
781,9849,2016-04-07 10:25:09,3352,混合-FOF,6291.0
782,9849,2016-04-27 10:25:09,3449,定开债券,624.0
783,9849,2016-04-27 10:25:09,3445,联接基金,206005.0
784,9849,2016-04-07 10:25:09,3355,定开债券,238.0
785,9850,2016-04-27 10:25:09,4014,定开债券,1546.0
786,9850,2016-04-07 10:25:09,3786,QDII-指数,160141.0
787,9850,2016-04-07 10:25:09,3400,债券型,6077.0
788,9850,2016-04-07 10:25:09,3856,货币型,4185.0
789,9850,2016-04-07 10:25:09,3456,定开债券,5.0
790,9851,2016-04-27 10:25:09,3473,QDII,2391.0
791,9851,2016-04-07 10:25:09,3873,货币型,690010.0
792,9851,2016-04-27 10:25:09,3964,QDII,100055.0
793,9851,2016-04-07 10:25:09,4077,QDII-指数,519981.0
794,9851,2016-04-07 10:25:09,3891,联接基金,1180.0
795,9851,2016-04-07 10:25:09,3546,定开债券,137.0
796,9852,2016-04-27 10:25:09,3850,货币型,4060.0
797,9852,2016-04-27 10:25:09,3662,其他型,3430.0
798,9852,2016-04-07 10:25:09,3629,QDII-指数,948.0
799,9852,2016-04-27 10:25:09,3618,定开债券,113.0
800,9852,2016-04-27 10:25:09,4049,定开债券,351.0
801,9852,2016-04-07 10:25:09,4029,定开债券,3530.0
802,9853,2016-04-27 10:25:09,4084,其他型,3323.0
803,9853,2016-04-07 10:25:09,3482,货币型,4060.0
804,9853,2016-04-07 10:25:09,3737,混合型,160642.0
805,9853,2016-04-07 10:25:09,3766,定开债券,2048.0
806,9853,2016-04-07 10:25:09,4043,股票指数,6165.0
807,9853,2016-04-07 10:25:09,3999,货币型,360003.0
808,9854,2016-04-07 10:25:09,3659,货币型,4169.0
809,9854,2016-04-07 10:25:09,3395,定开债券,277.0
810,9854,2016-04-27 10:25:09,3985,货币型,202307.0
811,9854,2016-04-07 10:25:09,3917,定开债券,246.0
812,9854,2016-04-07 10:25:09,3787,货币型,1529.0
813,9854,2016-04-27 10:25:09,3847,联接基金,942.0
814,9855,2016-04-07 10:25:09,3447,混合-FOF,6321.0
815,9855,2016-04-07 10:25:09,3362,混合-FOF,6296.0
816,9855,2016-04-07 10:25:09,3562,QDII,2393.0
817,9855,2016-04-07 10:25:09,3731,定开债券,5995.0
818,9855,2016-04-07 10:25:09,3934,货币型,550010.0
819,9855,2016-04-27 10:25:09,4006,理财型,40033.0
820,9856,2016-04-27 10:25:09,3662,债券型,320004.0
821,9856,2016-04-07 10:25:09,4072,定开债券,225.0
822,9856,2016-04-07 10:25:09,3808,货币型,2733.0
823,9856,2016-04-27 10:25:09,3731,混合-FOF,6291.0
824,9856,2016-04-07 10:25:09,3584,货币型,548.0
825,9856,2016-04-07 10:25:09,4006,联接基金,4643.0
826,9857,2016-04-27 10:25:09,3575,货币型,600.0
827,9857,2016-04-07 10:25:09,3920,货币型,370011.0
828,9857,2016-04-27 10:25:09,3374,QDII,539001.0
829,9857,2016-04-07 10:25:09,4058,定开债券,201.0
830,9857,2016-04-07 10:25:09,3474,联接基金,6748.0
831,9858,2016-04-27 10:25:09,3482,定开债券,160515.0
832,9858,2016-04-07 10:25:09,3351,QDII-指数,5613.0
833,9858,2016-04-07 10:25:09,3381,联接基金,1469.0
834,9858,2016-04-27 10:25:09,3632,联接基金,160706.0
835,9858,2016-04-27 10:25:09,3753,QDII,290.0
836,9859,2016-04-07 10:25:09,4010,其他型,76.0
837,9859,2016-04-07 10:25:09,3662,QDII,4420.0
838,9859,2016-04-27 10:25:09,3477,货币型,331.0
839,9859,2016-04-27 10:25:09,3879,定开债券,3274.0
840,9859,2016-04-27 10:25:09,3584,定开债券,137.0
841,9859,2016-04-27 10:25:09,3692,固定收益,317.0
842,9860,2016-04-27 10:25:09,3514,混合-FOF,6322.0
843,9860,2016-04-07 10:25:09,3584,联接基金,530015.0
844,9860,2016-04-27 10:25:09,3909,联接基金,90012.0
845,9860,2016-04-07 10:25:09,3761,定开债券,3526.0
846,9860,2016-04-07 10:25:09,3996,货币型,4251.0
847,9860,2016-04-27 10:25:09,4065,联接基金,2610.0
848,9861,2016-04-27 10:25:09,3721,联接基金,5804.0
849,9861,2016-04-07 10:25:09,3918,其他型,808.0
850,9861,2016-04-27 10:25:09,3579,定开债券,3200.0
851,9861,2016-04-27 10:25:09,3648,货币型,581.0
852,9861,2016-04-07 10:25:09,3715,混合-FOF,6295.0
853,9861,2016-04-27 10:25:09,3402,QDII-指数,71.0
854,9862,2016-04-07 10:25:09,3940,联接基金,2610.0
855,9862,2016-04-27 10:25:09,3557,混合-FOF,5222.0
856,9862,2016-04-27 10:25:09,3866,分级杠杆,676.0
857,9862,2016-04-07 10:25:09,3563,混合-FOF,6322.0
858,9862,2016-04-27 10:25:09,3579,货币型,3398.0
859,9863,2016-04-27 10:25:09,3507,债券型,530008.0
860,9863,2016-04-07 10:25:09,3484,理财型,783.0
861,9863,2016-04-07 10:25:09,4061,QDII,501018.0
862,9863,2016-04-07 10:25:09,3809,定开债券,212.0
863,9863,2016-04-07 10:25:09,3657,混合型,360016.0
864,9864,2016-04-07 10:25:09,4058,定开债券,3324.0
865,9864,2016-04-07 10:25:09,3478,联接基金,519706.0
866,9864,2016-04-07 10:25:09,3544,货币型,202308.0
867,9864,2016-04-27 10:25:09,3571,货币型,3164.0
868,9864,2016-04-07 10:25:09,3861,QDII,3387.0
869,9864,2016-04-07 10:25:09,3766,货币型,4903.0
870,9865,2016-04-27 10:25:09,4033,货币型,300.0
871,9865,2016-04-07 10:25:09,4017,其他型,808.0
872,9865,2016-04-07 10:25:09,3383,联接基金,110026.0
873,9865,2016-04-27 10:25:09,3432,定开债券,2904.0
874,9865,2016-04-07 10:25:09,3637,定开债券,3325.0
875,9865,2016-04-27 10:25:09,3420,货币型,424.0
876,9866,2016-04-27 10:25:09,3790,理财型,134.0
877,9866,2016-04-07 10:25:09,3448,QDII-指数,160213.0
878,9866,2016-04-27 10:25:09,3914,联接基金,1361.0
879,9866,2016-04-07 10:25:09,3668,联接基金,4345.0
880,9866,2016-04-27 10:25:09,3717,联接基金,270026.0
881,9867,2016-04-27 10:25:09,3408,定开债券,105.0
882,9867,2016-04-07 10:25:09,4087,定开债券,163824.0
883,9867,2016-04-07 10:25:09,3485,其他型,4422.0
884,9867,2016-04-07 10:25:09,3751,定开债券,161014.0
885,9867,2016-04-07 10:25:09,3502,定开债券,267.0
886,9867,2016-04-27 10:25:09,4033,QDII,5440.0
887,9868,2016-04-27 10:25:09,3384,混合-FOF,5221.0
888,9868,2016-04-07 10:25:09,3509,混合型,823.0
889,9868,2016-04-27 10:25:09,3635,货币型,290001.0
890,9868,2016-04-07 10:25:09,3493,定开债券,2109.0
891,9868,2016-04-07 10:25:09,3969,货币型,4133.0
892,9868,2016-04-07 10:25:09,3639,定开债券,4803.0
893,9869,2016-04-27 10:25:09,3366,理财型,485120.0
894,9869,2016-04-07 10:25:09,3561,股票指数,501019.0
895,9869,2016-04-27 10:25:09,3461,联接基金,4345.0
896,9869,2016-04-07 10:25:09,3417,定开债券,100072.0
897,9869,2016-04-07 10:25:09,3441,QDII,70031.0
898,9869,2016-04-27 10:25:09,3735,货币型,3365.0
899,9870,2016-04-27 10:25:09,3421,联接基金,50024.0
900,9870,2016-04-27 10:25:09,3618,QDII,160216.0
901,9870,2016-04-27 10:25:09,3705,货币型,548.0
902,9870,2016-04-27 10:25:09,3614,理财型,380001.0
903,9870,2016-04-07 10:25:09,3968,定开债券,2985.0
904,9870,2016-04-07 10:25:09,3998,QDII-指数,160416.0
905,9871,2016-04-07 10:25:09,3381,货币型,1699.0
906,9871,2016-04-27 10:25:09,3872,货币型,4151.0
907,9871,2016-04-27 10:25:09,3392,货币型,5194.0
908,9871,2016-04-07 10:25:09,3432,理财型,798.0
909,9871,2016-04-27 10:25:09,4035,QDII,2286.0
910,9871,2016-04-27 10:25:09,3757,联接基金,6131.0
911,9872,2016-04-07 10:25:09,3572,货币型,5107.0
912,9872,2016-04-27 10:25:09,3621,混合型,3144.0
913,9872,2016-04-07 10:25:09,3911,QDII,4161.0
914,9872,2016-04-27 10:25:09,3446,混合-FOF,5156.0
915,9872,2016-04-27 10:25:09,3887,混合型,519212.0
916,9873,2016-04-07 10:25:09,3840,联接基金,5554.0
