,用户编码,用户类型,性别,开户时长,帐户余额,年龄,基金代码,基金类型,投资时间,投资金额,投资方式,手续费
6495,1291,C3,男,35,48000,41,001345,混合型,2018-08-22,2623,其他,862
6496,1292,C3,男,31,41594,43,001424,混合型,2018-08-01,1780,定投,381
6497,1292,C3,男,31,41594,43,000527,混合型,2018-07-23,3530,申购,561
6498,1292,C3,男,31,41594,43,000414,混合型,2018-08-21,1715,申购,840
6499,1292,C3,男,31,41594,43,001511,混合型,2018-08-23,1841,其他,536
6500,1293,C3,男,33,53161,43,002194,混合型,2018-07-04,2277,申购,802
6501,1293,C3,男,33,53161,43,001323,混合型,2018-07-04,2420,定投,520
6502,1293,C3,男,33,53161,43,005236,股票型,2018-08-19,2210,其他,563
6503,1293,C3,男,33,53161,43,005516,股票型,2018-07-08,1667,定投,750
6504,1294,C2,女,34,95233,42,001437,混合型,2018-08-06,8124,认购,627
6505,1294,C2,女,34,95233,42,001874,混合型,2018-07-26,7371,认购,893
6506,1294,C2,女,34,95233,42,001482,股票型,2018-08-14,7952,认购,649
6507,1294,C2,女,34,95233,42,002454,混合型,2018-08-08,5933,认购,464
6508,1295,C3,男,34,57144,41,001223,股票型,2018-07-01,3347,其他,859
6509,1295,C3,男,34,57144,41,001499,混合型,2018-07-31,2896,其他,625
6510,1295,C3,男,34,57144,41,001335,混合型,2018-08-19,1759,其他,403
6511,1295,C3,男,34,57144,41,001268,混合型,2018-07-08,3405,其他,874
6512,1296,C1,男,23,57638,41,002333,股票型,2018-08-16,3471,认购,826
6513,1296,C1,男,23,57638,41,002137,混合型,2018-07-29,4466,其他,778
6514,1296,C1,男,23,57638,41,004997,股票型,2018-07-27,2549,认购,815
6515,1296,C1,男,23,57638,41,001189,混合型,2018-08-14,2835,认购,1095
6516,1296,C1,男,23,57638,41,005663,股票型,2018-08-27,4930,申购,793
6517,1296,C1,男,23,57638,41,006803,股票型,2018-08-19,3099,定投,888
6518,1296,C1,男,23,57638,41,007130,股票型,2018-08-04,4069,认购,650
6519,1297,C1,男,26,43020,41,001696,股票型,2018-08-10,4157,认购,1049
6520,1297,C1,男,26,43020,41,001105,股票型,2018-08-15,4112,申购,1086
6521,1297,C1,男,26,43020,41,002335,股票型,2018-07-09,3765,申购,813
6522,1297,C1,男,26,43020,41,006002,股票型,2018-08-20,4532,认购,632
6523,1297,C1,男,26,43020,41,004098,股票型,2018-08-11,4801,认购,1119
6524,1297,C1,男,26,43020,41,005628,股票型,2018-07-16,2772,定投,966
6525,1297,C1,男,26,43020,41,002296,混合型,2018-07-03,2754,申购,663
6526,1298,C1,男,23,40783,41,001790,股票型,2018-08-01,4235,认购,715
6527,1298,C1,男,23,40783,41,006347,股票型,2018-07-30,3758,认购,1097
6528,1298,C1,男,23,40783,41,000867,股票型,2018-07-19,4954,定投,830
6529,1298,C1,男,23,40783,41,540010,股票型,2018-08-27,4635,认购,1047
6530,1298,C1,男,23,40783,41,002514,混合型,2018-07-12,3668,认购,886
6531,1299,C1,女,26,58189,40,001313,股票型,2018-07-12,4904,其他,1040
6532,1299,C1,女,26,58189,40,005237,股票型,2018-08-08,3249,认购,1025
6533,1299,C1,女,26,58189,40,002895,其他,2018-08-11,2598,认购,952
6534,1299,C1,女,26,58189,40,001167,股票型,2018-08-13,2639,申购,637
6535,1299,C1,女,26,58189,40,004485,股票型,2018-08-25,5064,认购,693
6536,1299,C1,女,26,58189,40,005235,股票型,2018-08-22,4825,认购,1141
6537,1299,C1,女,26,58189,40,004098,股票型,2018-08-22,4487,认购,1047
6538,1300,C1,女,26,54496,44,519606,股票型,2018-07-30,3077,其他,1028
6539,1300,C1,女,26,54496,44,002168,股票型,2018-08-08,2918,认购,877
6540,1300,C1,女,26,54496,44,003231,股票型,2018-08-04,4397,认购,1161
6541,1300,C1,女,26,54496,44,001163,股票型,2018-08-15,4739,定投,840
6542,1300,C1,女,26,54496,44,000594,股票型,2018-07-30,4047,定投,1147
6543,1300,C1,女,26,54496,44,001915,股票型,2018-07-14,3002,认购,981
6544,1300,C1,女,26,54496,44,320022,股票型,2018-07-14,5033,定投,872
6545,1301,C1,女,25,41604,40,005663,股票型,2018-07-10,4692,认购,676
6546,1301,C1,女,25,41604,40,000577,股票型,2018-08-31,4921,其他,604
6547,1301,C1,女,25,41604,40,005763,股票型,2018-07-07,2905,定投,835
6548,1301,C1,女,25,41604,40,006957,股票型,2018-08-06,2751,申购,1155
6549,1301,C1,女,25,41604,40,001688,混合型,2018-07-20,3713,申购,769
6550,1301,C1,女,25,41604,40,006080,股票型,2018-07-01,3592,申购,632
6551,1301,C1,女,25,41604,40,006957,股票型,2018-08-06,5038,认购,1078
6552,1302,C1,男,27,59503,40,004483,股票型,2018-08-02,3646,认购,603
6553,1302,C1,男,27,59503,40,007130,股票型,2018-07-07,4066,认购,954
6554,1302,C1,男,27,59503,40,160322,股票型,2018-08-26,3962,其他,971
6555,1302,C1,男,27,59503,40,004273,股票型,2018-07-11,4563,申购,670
6556,1302,C1,男,27,59503,40,005237,股票型,2018-08-03,2819,定投,915
6557,1302,C1,男,27,59503,40,005629,股票型,2018-08-18,3128,申购,890
6558,1303,C3,男,31,49132,41,002952,股票型,2018-08-06,2345,定投,503
6559,1303,C3,男,31,49132,41,001797,混合型,2018-07-22,3556,定投,606
6560,1303,C3,男,31,49132,41,002212,混合型,2018-07-24,1549,认购,671
6561,1303,C3,男,31,49132,41,000159,混合型,2018-07-30,3473,申购,794
6562,1303,C3,男,31,49132,41,000549,股票型,2018-08-24,2410,定投,732
6563,1304,C3,女,33,47238,43,005033,股票型,2018-07-03,2236,申购,619
6564,1304,C3,女,33,47238,43,001123,混合型,2018-08-02,2317,定投,354
6565,1304,C3,女,33,47238,43,006605,股票型,2018-08-04,3407,定投,883
6566,1304,C3,女,33,47238,43,005037,股票型,2018-07-19,2369,申购,434
6567,1305,C1,男,27,54023,40,000996,股票型,2018-08-08,3954,申购,940
6568,1305,C1,男,27,54023,40,000729,股票型,2018-07-12,3299,认购,706
6569,1305,C1,男,27,54023,40,004273,股票型,2018-08-08,2911,申购,1016
6570,1305,C1,男,27,54023,40,001672,股票型,2018-08-04,3743,申购,1134
6571,1305,C1,男,27,54023,40,001825,股票型,2018-07-20,4925,申购,871
6572,1305,C1,男,27,54023,40,001043,股票型,2018-08-16,2704,申购,1015
6573,1305,C1,男,27,54023,40,001496,股票型,2018-08-04,3252,认购,1168
6574,1306,C1,男,25,57189,41,000696,股票型,2018-08-23,2525,申购,872
6575,1306,C1,男,25,57189,41,004450,股票型,2018-08-25,4305,定投,1024
6576,1306,C1,男,25,57189,41,005238,股票型,2018-08-30,3938,其他,1192
6577,1306,C1,男,25,57189,41,001781,股票型,2018-07-04,4880,定投,1080
6578,1306,C1,男,25,57189,41,162208,股票型,2018-07-02,4857,认购,1003
6579,1306,C1,男,25,57189,41,006003,股票型,2018-08-08,2713,定投,690
6580,1307,C1,男,26,46310,44,001703,股票型,2018-08-12,4029,申购,732
6581,1307,C1,男,26,46310,44,001050,股票型,2018-07-27,3358,其他,741
6582,1307,C1,男,26,46310,44,004350,股票型,2018-07-14,3506,认购,1079
6583,1307,C1,男,26,46310,44,004812,股票型,2018-07-17,2770,其他,798
6584,1307,C1,男,26,46310,44,005328,股票型,2018-08-11,3585,其他,1025
6585,1307,C1,男,26,46310,44,006676,股票型,2018-07-23,4737,申购,833
6586,1307,C1,男,26,46310,44,001277,股票型,2018-07-21,3906,认购,1083
6587,1308,C1,男,24,55804,44,001744,混合型,2018-07-09,4838,定投,730
6588,1308,C1,男,24,55804,44,005209,股票型,2018-08-15,4093,定投,619
6589,1308,C1,男,24,55804,44,005009,股票型,2018-07-30,4941,认购,967
6590,1308,C1,男,24,55804,44,005210,股票型,2018-08-25,3077,定投,811
6591,1308,C1,男,24,55804,44,000884,股票型,2018-08-18,2742,定投,704
6592,1309,C1,男,27,54919,44,006726,股票型,2018-07-09,4799,申购,1126
6593,1309,C1,男,27,54919,44,000594,股票型,2018-07-13,4660,定投,822
6594,1309,C1,男,27,54919,44,005669,股票型,2018-08-12,4784,认购,793
6595,1309,C1,男,27,54919,44,540006,股票型,2018-08-07,2508,认购,903
6596,1309,C1,男,27,54919,44,001577,股票型,2018-07-23,4936,其他,941
6597,1309,C1,男,27,54919,44,001579,股票型,2018-07-27,2935,其他,742
6598,1309,C1,男,27,54919,44,007288,股票型,2018-08-10,4501,认购,994
6599,1310,C1,女,27,52833,42,003865,股票型,2018-07-26,2661,定投,865
6600,1310,C1,女,27,52833,42,519714,股票型,2018-07-20,4842,认购,796
6601,1310,C1,女,27,52833,42,005661,股票型,2018-07-03,2940,定投,865
6602,1310,C1,女,27,52833,42,001126,股票型,2018-07-19,2850,认购,1197
6603,1310,C1,女,27,52833,42,001047,股票型,2018-08-24,4718,认购,873
6604,1311,C1,女,25,57803,40,000697,股票型,2018-08-13,2567,申购,1078
6605,1311,C1,女,25,57803,40,002872,股票型,2018-08-15,3559,认购,871
6606,1311,C1,女,25,57803,40,006257,股票型,2018-08-10,4275,其他,831
6607,1311,C1,女,25,57803,40,002335,股票型,2018-07-11,4402,认购,868
6608,1311,C1,女,25,57803,40,540007,股票型,2018-07-24,3419,定投,604
6609,1311,C1,女,25,57803,40,001717,股票型,2018-07-10,4296,申购,1022
6610,1312,C3,男,35,55975,40,000844,混合型,2018-08-13,2383,申购,498
6611,1312,C3,男,35,55975,40,000960,股票型,2018-07-16,3577,申购,627
6612,1312,C3,男,35,55975,40,000753,混合型,2018-07-23,1501,定投,787
6613,1312,C3,男,35,55975,40,001255,混合型,2018-08-25,2942,申购,525
6614,1312,C3,男,35,55975,40,000251,混合型,2018-07-16,2751,定投,818
6615,1313,C1,男,24,46854,44,001678,股票型,2018-08-23,3355,认购,662
6616,1313,C1,男,24,46854,44,004350,股票型,2018-07-24,4527,其他,1009
6617,1313,C1,男,24,46854,44,003233,股票型,2018-08-24,4569,其他,947
6618,1313,C1,男,24,46854,44,006195,股票型,2018-08-24,4861,申购,649
6619,1313,C1,男,24,46854,44,165310,股票型,2018-08-09,4094,申购,981
6620,1313,C1,男,24,46854,44,003492,股票型,2018-07-25,2917,定投,1193
6621,1314,C2,男,35,93835,44,001782,混合型,2018-07-30,7985,认购,1034
6622,1314,C2,男,35,93835,44,001886,混合型,2018-08-28,7725,认购,425
6623,1314,C2,男,35,93835,44,004040,股票型,2018-08-28,4796,认购,774
6624,1314,C2,男,35,93835,44,003865,股票型,2018-07-15,8222,定投,827
6625,1315,C2,男,33,88877,44,002577,混合型,2018-08-14,7208,认购,805
6626,1315,C2,男,33,88877,44,000788,混合型,2018-07-02,7793,定投,491
6627,1315,C2,男,33,88877,44,000822,混合型,2018-08-05,6768,认购,755
6628,1316,C1,男,24,59562,41,004476,股票型,2018-07-25,3161,认购,976
6629,1316,C1,男,24,59562,41,001167,股票型,2018-08-16,3737,认购,1008
6630,1316,C1,男,24,59562,41,001719,股票型,2018-07-14,3279,申购,898
6631,1316,C1,男,24,59562,41,002121,股票型,2018-07-13,3746,申购,712
6632,1316,C1,男,24,59562,41,005961,股票型,2018-07-04,3661,认购,895
6633,1316,C1,男,24,59562,41,006228,股票型,2018-07-03,4209,定投,630
6634,1317,C1,男,25,40927,43,004716,股票型,2018-07-31,5022,定投,1118
6635,1317,C1,男,25,40927,43,001643,股票型,2018-07-14,4835,申购,786
6636,1317,C1,男,25,40927,43,005034,股票型,2018-08-27,3124,申购,690
6637,1317,C1,男,25,40927,43,000793,股票型,2018-08-03,4641,认购,966
6638,1317,C1,男,25,40927,43,005962,股票型,2018-08-02,4508,申购,883
6639,1318,C1,女,27,51452,43,001528,股票型,2018-07-07,3684,定投,990
6640,1318,C1,女,27,51452,43,001230,股票型,2018-07-01,3661,其他,677
6641,1318,C1,女,27,51452,43,002871,股票型,2018-07-16,2842,申购,782
6642,1318,C1,女,27,51452,43,001616,股票型,2018-08-23,4630,申购,963
6643,1318,C1,女,27,51452,43,005961,股票型,2018-08-10,4001,认购,957
6644,1319,C3,男,34,40964,43,002118,混合型,2018-07-04,1952,定投,896
6645,1319,C3,男,34,40964,43,000878,混合型,2018-07-27,3718,其他,694
6646,1319,C3,男,34,40964,43,001466,混合型,2018-08-25,2936,定投,845
6647,1319,C3,男,34,40964,43,002615,混合型,2018-07-05,3130,申购,614
6648,1320,C1,女,24,47558,40,004476,股票型,2018-07-31,4970,申购,825
6649,1320,C1,女,24,47558,40,001042,股票型,2018-08-01,4117,定投,637
6650,1320,C1,女,24,47558,40,003834,股票型,2018-07-11,3113,定投,1159
6651,1320,C1,女,24,47558,40,162107,股票型,2018-08-27,3738,申购,790
6652,1320,C1,女,24,47558,40,007523,股票型,2018-07-22,4110,定投,601
6653,1320,C1,女,24,47558,40,006106,股票型,2018-07-30,2836,认购,1114
6654,1321,C1,男,26,49503,41,002289,股票型,2018-07-04,2634,申购,885
6655,1321,C1,男,26,49503,41,163110,股票型,2018-07-24,4596,定投,1112
6656,1321,C1,男,26,49503,41,001651,股票型,2018-08-04,4587,申购,783
6657,1321,C1,男,26,49503,41,000978,股票型,2018-07-27,3370,申购,839
6658,1321,C1,男,26,49503,41,005267,股票型,2018-08-26,4166,认购,700
6659,1322,C1,男,24,53503,42,001008,股票型,2018-08-21,4523,认购,920
6660,1322,C1,男,24,53503,42,000971,股票型,2018-08-01,4024,认购,832
6661,1322,C1,男,24,53503,42,000729,股票型,2018-08-07,4142,认购,719
6662,1322,C1,男,24,53503,42,005009,股票型,2018-08-26,4324,认购,872
6663,1322,C1,男,24,53503,42,002556,股票型,2018-07-26,2615,定投,1035
6664,1322,C1,男,24,53503,42,005457,股票型,2018-08-09,4019,定投,1197
6665,1322,C1,男,24,53503,42,001579,股票型,2018-08-30,2695,认购,831
6666,1323,C3,男,31,49559,43,002137,混合型,2018-07-22,2242,其他,372
6667,1323,C3,男,31,49559,43,001037,混合型,2018-07-14,2405,定投,615
6668,1323,C3,男,31,49559,43,000939,混合型,2018-08-01,3413,定投,644
6669,1324,C3,男,34,50016,41,000699,货币型,2018-08-30,2939,申购,696
6670,1324,C3,男,34,50016,41,002289,股票型,2018-07-26,1672,定投,697
6671,1324,C3,男,34,50016,41,001522,混合型,2018-08-14,2839,申购,308
6672,1324,C3,男,34,50016,41,005669,股票型,2018-08-08,2938,申购,737
6673,1324,C3,男,34,50016,41,519888,其他,2018-08-12,2489,其他,831
6674,1325,C1,男,27,57705,43,000594,股票型,2018-08-21,4695,其他,1025
6675,1325,C1,男,27,57705,43,001040,股票型,2018-08-05,3086,定投,1040
6676,1325,C1,男,27,57705,43,540009,股票型,2018-07-14,4585,认购,819
6677,1325,C1,男,27,57705,43,000925,股票型,2018-08-26,2867,认购,932
6678,1325,C1,男,27,57705,43,001171,股票型,2018-08-31,4587,定投,946
6679,1325,C1,男,27,57705,43,001096,其他,2018-08-19,4141,认购,937
6680,1325,C1,男,27,57705,43,001043,股票型,2018-07-26,3863,认购,973
6681,1326,C3,男,31,50687,43,002137,混合型,2018-07-29,3563,定投,869
6682,1326,C3,男,31,50687,43,001305,混合型,2018-07-27,3064,申购,453
6683,1326,C3,男,31,50687,43,001769,混合型,2018-08-17,2185,认购,797
6684,1326,C3,男,31,50687,43,001314,混合型,2018-07-18,2740,其他,781
6685,1326,C3,男,31,50687,43,000977,混合型,2018-08-02,3480,定投,671
6686,1327,C1,男,25,46494,41,004995,股票型,2018-08-25,4747,定投,1064
6687,1327,C1,男,25,46494,41,001126,股票型,2018-08-05,4305,认购,728
6688,1327,C1,男,25,46494,41,001009,股票型,2018-08-01,4396,申购,770
6689,1327,C1,男,25,46494,41,007133,股票型,2018-07-21,3797,申购,981
6690,1327,C1,男,25,46494,41,001725,股票型,2018-08-16,2793,申购,723
6691,1327,C1,男,25,46494,41,000996,股票型,2018-08-17,3707,定投,1127
6692,1328,C1,女,24,50481,42,001404,股票型,2018-08-03,3488,定投,729
6693,1328,C1,女,24,50481,42,001878,股票型,2018-07-26,3807,认购,602
6694,1328,C1,女,24,50481,42,005515,股票型,2018-07-22,4599,认购,1060
6695,1328,C1,女,24,50481,42,007130,股票型,2018-07-28,2548,申购,764
6696,1328,C1,女,24,50481,42,007138,股票型,2018-07-09,3462,认购,1031
6697,1328,C1,女,24,50481,42,004683,股票型,2018-07-08,2877,申购,1144
6698,1329,C1,女,25,45040,42,167705,股票型,2018-08-04,4299,认购,670
6699,1329,C1,女,25,45040,42,000893,股票型,2018-07-30,2946,申购,879
6700,1329,C1,女,25,45040,42,005235,股票型,2018-07-26,4317,认购,824
6701,1329,C1,女,25,45040,42,000884,股票型,2018-07-18,2890,定投,746
6702,1329,C1,女,25,45040,42,005569,股票型,2018-07-07,3208,认购,914
6703,1329,C1,女,25,45040,42,005516,股票型,2018-07-06,2650,申购,1167
6704,1330,C1,男,26,41989,40,005033,股票型,2018-07-25,4479,申购,887
6705,1330,C1,男,26,41989,40,001476,股票型,2018-07-15,2999,申购,708
6706,1330,C1,男,26,41989,40,005495,股票型,2018-08-10,4022,申购,642
6707,1330,C1,男,26,41989,40,005927,股票型,2018-07-05,4193,认购,645
6708,1330,C1,男,26,41989,40,001672,股票型,2018-07-08,4461,其他,763
6709,1330,C1,男,26,41989,40,006603,股票型,2018-08-01,3932,认购,947
6710,1331,C1,男,24,59367,41,006926,股票型,2018-08-18,4774,申购,758
6711,1331,C1,男,24,59367,41,004273,股票型,2018-08-26,3441,申购,788
6712,1331,C1,男,24,59367,41,001556,股票型,2018-07-15,4766,认购,670
6713,1331,C1,男,24,59367,41,003231,股票型,2018-08-03,4296,申购,780
6714,1331,C1,男,24,59367,41,003622,股票型,2018-07-01,4275,认购,686
6715,1331,C1,男,24,59367,41,001645,股票型,2018-07-09,4836,申购,842
6716,1332,C1,男,23,52434,43,005210,股票型,2018-07-20,4820,认购,1081
6717,1332,C1,男,23,52434,43,005968,股票型,2018-08-06,3177,申购,1120
6718,1332,C1,男,23,52434,43,000866,股票型,2018-08-19,3798,认购,849
6719,1332,C1,男,23,52434,43,006081,股票型,2018-07-30,3907,申购,1133
6720,1332,C1,男,23,52434,43,004813,股票型,2018-08-05,2906,认购,905
6721,1333,C3,女,32,54912,43,001489,混合型,2018-07-18,2590,定投,414
6722,1333,C3,女,32,54912,43,002582,混合型,2018-08-23,3465,申购,749
6723,1333,C3,女,32,54912,43,000017,混合型,2018-07-03,2126,申购,811
6724,1334,C3,男,32,55892,40,001151,混合型,2018-07-27,3160,定投,444
6725,1334,C3,男,32,55892,40,001364,混合型,2018-08-25,3146,申购,787
6726,1334,C3,男,32,55892,40,001405,混合型,2018-07-06,2634,定投,529
6727,1335,C1,女,25,53636,40,001557,股票型,2018-07-24,4419,定投,702
6728,1335,C1,女,25,53636,40,001637,股票型,2018-07-29,3846,其他,1143
6729,1335,C1,女,25,53636,40,007614,股票型,2018-07-02,3883,其他,887
6730,1335,C1,女,25,53636,40,511920,其他,2018-07-04,4052,其他,812
6731,1335,C1,女,25,53636,40,007590,股票型,2018-07-09,4988,认购,1063
6732,1336,C1,女,25,54580,40,003190,股票型,2018-07-02,4099,认购,1163
6733,1336,C1,女,25,54580,40,001236,股票型,2018-07-24,4492,认购,794
6734,1336,C1,女,25,54580,40,001790,股票型,2018-07-11,3674,认购,891
6735,1336,C1,女,25,54580,40,519965,股票型,2018-08-24,4197,申购,638
6736,1336,C1,女,25,54580,40,001651,股票型,2018-08-05,3642,其他,679
6737,1337,C1,男,26,41178,42,001473,股票型,2018-08-11,3541,认购,1035
6738,1337,C1,男,26,41178,42,320022,股票型,2018-07-02,3615,认购,643
6739,1337,C1,男,26,41178,42,001542,股票型,2018-07-09,2513,申购,1128
6740,1337,C1,男,26,41178,42,000688,股票型,2018-08-21,3579,定投,1181
6741,1337,C1,男,26,41178,42,005239,股票型,2018-07-17,4946,其他,667
6742,1338,C1,男,25,48986,41,000514,股票型,2018-08-08,4234,定投,1006
6743,1338,C1,男,25,48986,41,001028,股票型,2018-08-08,3298,定投,651
6744,1338,C1,男,25,48986,41,000326,股票型,2018-08-17,4139,其他,1112
6745,1338,C1,男,25,48986,41,001194,混合型,2018-07-25,2525,认购,651
6746,1338,C1,男,25,48986,41,000549,股票型,2018-08-19,3824,申购,697
6747,1338,C1,男,25,48986,41,007133,股票型,2018-08-30,3459,认购,903
6748,1339,C4,男,25,83400,48,003195,债券型,2018-08-20,12191,认购,1669
6749,1340,C1,男,24,56595,44,001410,股票型,2018-07-08,3075,申购,740
6750,1340,C1,男,24,56595,44,005189,股票型,2018-08-07,4704,其他,992
6751,1340,C1,男,24,56595,44,001765,混合型,2018-07-25,3167,其他,1068
6752,1340,C1,男,24,56595,44,005661,股票型,2018-08-26,3659,定投,1040
6753,1340,C1,男,24,56595,44,519935,股票型,2018-07-06,4018,申购,717
6754,1340,C1,男,24,56595,44,001048,股票型,2018-07-06,2903,其他,606
6755,1340,C1,男,24,56595,44,002335,股票型,2018-08-23,4879,认购,802
6756,1341,C1,男,27,54847,44,001733,股票型,2018-07-23,4083,认购,856
6757,1341,C1,男,27,54847,44,004482,股票型,2018-08-07,2571,认购,629
6758,1341,C1,男,27,54847,44,004404,股票型,2018-07-12,2604,认购,636
6759,1341,C1,男,27,54847,44,002289,股票型,2018-08-07,3176,申购,732
6760,1341,C1,男,27,54847,44,001236,股票型,2018-08-11,3160,认购,630
6761,1342,C2,男,31,94762,41,001904,混合型,2018-08-05,6917,认购,987
6762,1342,C2,男,31,94762,41,240005,股票型,2018-08-15,7311,认购,600
6763,1342,C2,男,31,94762,41,002196,混合型,2018-08-21,6820,认购,424
6764,1342,C2,男,31,94762,41,001230,股票型,2018-08-14,8040,认购,900
6765,1343,C1,男,24,56430,42,000586,股票型,2018-08-28,5045,定投,987
6766,1343,C1,男,24,56430,42,001663,股票型,2018-08-11,4766,定投,846
6767,1343,C1,男,24,56430,42,002210,股票型,2018-08-29,3346,定投,946
6768,1343,C1,男,24,56430,42,005106,股票型,2018-08-16,4079,定投,797
6769,1343,C1,男,24,56430,42,001628,股票型,2018-07-22,3555,认购,1097
6770,1343,C1,男,24,56430,42,001541,股票型,2018-07-25,3717,申购,833
6771,1343,C1,男,24,56430,42,000978,股票型,2018-08-12,2656,定投,883
6772,1344,C1,女,26,46950,40,000960,股票型,2018-07-14,3486,认购,870
6773,1344,C1,女,26,46950,40,001482,股票型,2018-07-29,2941,认购,778
6774,1344,C1,女,26,46950,40,001272,混合型,2018-07-26,3056,认购,817
6775,1344,C1,女,26,46950,40,540009,股票型,2018-08-07,2960,认购,933
6776,1344,C1,女,26,46950,40,002334,股票型,2018-07-03,3702,认购,1089
6777,1345,C1,男,27,54202,43,006911,股票型,2018-07-02,3114,认购,852
6778,1345,C1,男,27,54202,43,005983,股票型,2018-08-24,4954,定投,683
6779,1345,C1,男,27,54202,43,000893,股票型,2018-07-18,3241,认购,1013
6780,1345,C1,男,27,54202,43,376510,股票型,2018-07-09,5025,认购,856
6781,1345,C1,男,27,54202,43,001651,股票型,2018-07-01,2594,其他,606
6782,1345,C1,男,27,54202,43,001008,股票型,2018-07-22,2857,申购,1099
6783,1346,C3,女,32,58715,42,001471,混合型,2018-08-28,1528,其他,747
6784,1346,C3,女,32,58715,42,005106,股票型,2018-07-06,2038,定投,346
6785,1346,C3,女,32,58715,42,001330,混合型,2018-07-30,2737,其他,350
6786,1346,C3,女,32,58715,42,000508,混合型,2018-08-16,2819,其他,713
6787,1346,C3,女,32,58715,42,002082,混合型,2018-07-01,3093,其他,625
6788,1347,C1,男,26,43707,43,003622,股票型,2018-08-10,4277,认购,845
6789,1347,C1,男,26,43707,43,001849,股票型,2018-07-28,3110,申购,760
6790,1347,C1,男,26,43707,43,003191,股票型,2018-07-07,4879,认购,709
6791,1347,C1,男,26,43707,43,003834,股票型,2018-07-21,3491,定投,819
6792,1347,C1,男,26,43707,43,005628,股票型,2018-07-08,4851,定投,1017
6793,1348,C3,女,32,41453,42,001071,混合型,2018-07-18,1806,申购,624
6794,1348,C3,女,32,41453,42,000471,股票型,2018-07-15,1548,定投,827
6795,1348,C3,女,32,41453,42,001424,混合型,2018-07-24,2244,定投,534
6796,1348,C3,女,32,41453,42,002181,混合型,2018-07-21,2058,其他,718
6797,1349,C1,男,26,48621,42,163110,股票型,2018-07-04,4324,认购,1007
6798,1349,C1,男,26,48621,42,006502,股票型,2018-07-10,2515,其他,819
6799,1349,C1,男,26,48621,42,006911,股票型,2018-07-22,4596,定投,960
6800,1349,C1,男,26,48621,42,006193,股票型,2018-07-16,3266,认购,692
6801,1349,C1,男,26,48621,42,002121,股票型,2018-07-27,3597,申购,808
6802,1350,C3,男,34,47279,41,001468,混合型,2018-08-31,3033,定投,393
6803,1350,C3,男,34,47279,41,000878,混合型,2018-07-31,1664,申购,733
6804,1350,C3,男,34,47279,41,001940,混合型,2018-08-11,3247,申购,866
6805,1351,C2,男,35,84945,45,002050,混合型,2018-08-10,8516,认购,733
6806,1351,C2,男,35,84945,45,003312,股票型,2018-07-28,5309,认购,980
6807,1351,C2,男,35,84945,45,006926,股票型,2018-08-17,8431,认购,789
6808,1351,C2,男,35,84945,45,000628,股票型,2018-07-17,4817,认购,405
6809,1352,C4,女,25,85174,48,000028,债券型,2018-08-15,14546,其他,2214
6810,1353,C3,女,34,40200,40,002472,混合型,2018-08-16,3442,申购,885
6811,1353,C3,女,34,40200,40,000362,混合型,2018-08-13,3493,申购,700
6812,1353,C3,女,34,40200,40,003233,股票型,2018-08-13,3432,定投,517
6813,1353,C3,女,34,40200,40,002061,混合型,2018-07-04,2002,申购,860
6814,1353,C3,女,34,40200,40,001319,股票型,2018-08-16,2440,申购,630
6815,1354,C3,女,33,57753,41,000065,混合型,2018-07-12,2291,其他,369
6816,1354,C3,女,33,57753,41,002390,混合型,2018-07-20,1830,定投,743
6817,1354,C3,女,33,57753,41,004925,股票型,2018-08-25,2822,申购,588
6818,1354,C3,女,33,57753,41,001188,股票型,2018-07-27,2499,定投,619
6819,1355,C1,男,26,50720,44,005636,股票型,2018-08-17,3285,定投,797
6820,1355,C1,男,26,50720,44,000960,股票型,2018-07-09,4944,定投,823
6821,1355,C1,男,26,50720,44,001036,股票型,2018-07-19,4300,申购,633
6822,1355,C1,男,26,50720,44,002334,股票型,2018-08-11,4434,申购,782
6823,1355,C1,男,26,50720,44,001236,股票型,2018-08-23,3590,其他,808
6824,1355,C1,男,26,50720,44,006926,股票型,2018-07-23,4701,认购,640
6825,1355,C1,男,26,50720,44,001663,股票型,2018-07-04,3236,认购,755
6826,1356,C1,女,24,53363,42,000854,股票型,2018-08-03,2964,其他,1187
6827,1356,C1,女,24,53363,42,006923,股票型,2018-07-16,4474,认购,747
6828,1356,C1,女,24,53363,42,000549,股票型,2018-07-21,3273,认购,657
6829,1356,C1,女,24,53363,42,001877,股票型,2018-08-13,3970,定投,1198
6830,1356,C1,女,24,53363,42,005894,股票型,2018-08-31,4001,认购,1018
6831,1356,C1,女,24,53363,42,007512,股票型,2018-08-09,3346,申购,1119
6832,1357,C2,男,35,83281,45,001396,股票型,2018-08-19,6589,认购,713
6833,1357,C2,男,35,83281,45,000743,混合型,2018-08-26,4625,认购,735
6834,1357,C2,男,35,83281,45,001158,股票型,2018-08-09,8325,认购,513
6835,1358,C2,女,34,88982,41,000436,混合型,2018-07-09,7512,认购,720
6836,1358,C2,女,34,88982,41,002019,混合型,2018-07-10,8911,定投,421
6837,1358,C2,女,34,88982,41,000831,股票型,2018-07-11,7877,认购,1035
6838,1359,C1,男,23,42239,40,165310,股票型,2018-08-20,3104,定投,1119
6839,1359,C1,男,23,42239,40,002289,股票型,2018-08-05,3964,认购,1137
6840,1359,C1,男,23,42239,40,003230,股票型,2018-08-01,4127,认购,958
