,Unnamed: 0,FundCode,名称,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
1474,1474,2293,南方益和混合,4,0.0623,0.0968,0.1514,5,1.65
1475,1475,2295,广发稳安灵活,4,0.0143,0.0566,0.1201,5,2.51
1476,1476,2296,长城行业轮动混合,4,0.0322,0.0925,0.137,5,1.51
1477,1477,2298,招商招福宝货币A,3,0.0015,0.0191,--,1,0.0
1478,1478,2299,招商招福宝货币B,3,0.0017,0.0216,--,1,0.52
1479,1479,2300,长盛医疗行业量化配置股票,1,0.052,0.1281,0.0795,4,0.48
1480,1480,2301,兴业短债债券A,2,0.0045,0.0237,0.0736,6,1.24
1481,1481,2302,新沃通宝B,3,0.0023,0.032,0.1126,2,20.76
1482,1482,2303,金鹰智慧生活混合,4,0.0276,0.1565,0.0162,5,0.27
1483,1483,2305,光大风格轮动混合,4,-0.0184,0.0828,-0.2978,5,0.91
1484,1484,2307,银华多元视野灵活配置混合,4,0.0343,0.204,0.2819,5,0.61
1485,1485,2313,泰达宏利新起点混合B,4,-0.014,0.1976,0.1439,1,1.4
1486,1486,2314,泰达宏利新思路混合B,4,0.0325,0.2392,0.1675,1,0.0
1487,1487,2317,招商睿逸混合,4,0.005,0.0373,-0.0272,5,0.99
1488,1488,2318,鹏华添利交易型货币A,3,0.0019,0.0242,0.0968,2,0.47
1489,1489,2319,大成一带一路灵活配置混合,4,0.0393,0.1471,--,5,1.19
1490,1490,2322,银华汇利灵活配置混合C,4,0.0103,0.0673,0.1606,1,0.02
1491,1491,2323,银华稳利灵活配置混合C,4,0.0124,0.0241,-0.0606,5,0.12
1492,1492,2324,南方日添益A,3,0.002,0.0278,0.107,2,112.17
1493,1493,2325,南方日添益E,3,0.0021,0.0288,0.1118,1,9.42
1494,1494,2326,银华聚利灵活配置混合C,4,0.0523,0.1925,0.1915,5,0.01
1495,1495,2328,银华泰利灵活配置混合C,4,0.0523,0.143,0.2186,1,0.0
1496,1496,2330,兴业聚宝灵活配置混合,4,0.0026,0.1802,0.1487,5,0.44
1497,1497,2331,泰康安泰回报混合,4,0.0107,0.0807,0.0729,5,1.38
1498,1498,2332,汇丰晋信沪港深A,1,-0.0027,0.1211,--,4,7.69
1499,1499,2333,汇丰晋信沪港深C,1,-0.0032,0.1149,--,4,0.62
1500,1500,2334,汇丰晋信大盘波动股票A,1,0.0039,0.0976,0.1496,4,0.64
1501,1501,2335,汇丰晋信大盘波动股票C,1,0.0038,0.0925,0.1366,4,0.1
1502,1502,2336,创金合信尊享纯债,2,0.0063,0.0586,0.1034,6,31.39
1503,1503,2337,创金合信尊盈纯债债券,2,-0.0261,-0.0996,-0.044,6,0.0
1504,1504,2338,兴业奕祥混合,4,0.0039,0.0283,0.0615,5,0.55
1505,1505,2339,海富通安颐收益混合C,4,0.0324,0.1175,0.2269,1,0.25
1506,1506,2340,富国价值优势混合,4,0.0962,0.1809,0.34,5,1.66
1507,1507,2341,招商招瑞纯债发起式A,2,0.008,0.0601,0.1622,1,0.11
1508,1508,2342,融通增益债券A/B,2,0.0065,0.0892,0.1788,1,4.84
1509,1509,2344,融通增益债券C,2,0.0065,0.086,0.086,1,5.0
1510,1510,2345,华夏高端制造混合,4,0.0295,0.1244,-0.2907,5,1.05
1511,1511,2350,华安安华灵活配置混合,4,-0.0033,0.0322,0.0775,1,13.01
1512,1512,2351,易方达裕祥回报债券,2,0.0272,0.1691,0.2461,1,5.67
1513,1513,2354,博时裕腾纯债,2,0.0117,0.0709,0.1443,6,4.09
1514,1514,2355,国投瑞银岁赢利债券,2,0.0045,0.0645,0.0929,3,0.21
1515,1515,2358,国投瑞银瑞祥,4,0.0527,0.1443,0.1937,5,1.01
1516,1516,2360,前海开源清洁能源混合C,4,0.0281,0.4499,0.5299,5,2.74
1517,1517,2361,国富恒瑞债券A,2,0.0196,0.0934,0.1749,3,8.14
1518,1518,2362,国富恒瑞债券C,2,0.019,0.0896,0.1616,3,0.98
1519,1519,2363,华安安康灵活配置混合A,4,0.0108,0.1737,0.2129,5,1.79
1520,1520,2364,华安安康灵活配置混合C,4,0.0103,0.1669,0.1919,5,0.53
1521,1521,2367,国联安安稳混合,4,0.0002,0.1268,-0.0516,5,0.99
1522,1522,2376,国寿安保核心产业混合,4,0.0664,0.2368,0.1468,5,0.52
1523,1523,2377,建信睿怡纯债,2,0.0089,0.0401,0.1107,6,59.04
1524,1524,2378,建信弘利灵活配置混合,4,0.0694,0.2658,0.1511,5,1.5
1525,1525,2381,东海祥瑞A,2,0.0104,0.051,0.0593,6,3.11
1526,1526,2382,东海祥瑞C,2,0.0105,0.0477,0.0466,6,0.05
1527,1527,2383,大成趋势回报灵活配置混合,4,-0.018,0.037,-0.0375,5,0.76
1528,1528,2384,九泰鸿祥服务升级灵活配置混合,4,0.0624,0.1638,--,1,2.13
1529,1529,2387,工银沪港深股票A,1,-0.048,-0.0247,0.1304,4,15.66
1530,1530,2388,天弘裕利灵活配置混合A,4,0.0019,0.0312,0.1413,5,0.54
1531,1531,2389,招商安德灵活配置混合A,4,0.0048,-0.0069,0.0528,5,0.65
1532,1532,2390,招商安德灵活配置混合C,4,0.0045,0.0689,0.0689,1,0.0
1533,1533,2397,中邮增力债券,2,0.0073,-0.0021,-0.0547,3,0.01
1534,1534,2398,华安安禧混合A,4,0.0051,0.0302,0.11,5,4.11
1535,1535,2399,华安安禧混合C,4,0.0047,0.0248,0.092,5,0.1
1536,1536,2404,博时裕乾纯债C,2,0.0054,0.044,0.0907,6,0.6
1537,1537,2405,光大保德信中高等级债券A,2,0.0247,0.0614,--,6,3.02
1538,1538,2406,光大保德信中高等级债券C,2,0.0243,0.0573,--,6,0.15
1539,1539,2407,前海开源恒远灵活配置混合,4,0.0349,0.4901,0.5132,5,6.78
1540,1540,2408,中信建投医改混合A,4,0.1095,0.1327,0.1215,5,0.15
1541,1541,2409,华夏新活力混合A,4,0.009,0.0199,0.1038,1,0.01
1542,1542,2410,华夏新活力混合C,4,0.0091,0.0194,0.0814,1,5.21
1543,1543,2411,华夏新机遇混合,4,0.0233,0.2187,0.2354,1,3.11
1544,1544,2412,华富安福债券,2,0.0155,0.0101,0.0131,3,0.23
1545,1545,2413,中银瑞利混合A,4,0.0284,0.1037,0.1878,5,5.44
1546,1546,2414,中银瑞利混合C,4,0.0284,0.1048,0.1874,5,0.07
1547,1547,2415,融通通盈灵活配置混合,4,0.0732,0.1492,0.2102,5,1.26
1548,1548,2416,招商丰利灵活配置混合C,4,0.0355,0.0453,-0.0821,5,0.01
1549,1549,2417,招商丰盛稳定增长混合C,4,0.0747,0.0896,-0.0016,5,0.27
1550,1550,2418,汇添富优选回报灵活配置混合C,4,0.0018,0.0892,0.0657,5,0.01
1551,1551,2419,汇添富盈安灵活配置混合,4,0.0302,0.1049,0.1556,5,3.65
1552,1552,2420,汇添富盈鑫混合,4,0.0102,0.1181,0.1685,5,3.81
1553,1553,2421,新华增强债券A,2,0.0202,0.0525,0.131,3,0.28
1554,1554,2422,新华增强债券C,2,0.0198,0.048,0.1176,3,0.13
1555,1555,2424,博时文体娱乐主题混合,4,0.0581,0.2527,--,5,0.26
1556,1556,2425,金鹰元禧混合C,4,0.0099,0.0344,0.0338,5,0.07
1557,1557,2430,中银丰利混合A,4,0.0477,0.15,0.2437,5,4.9
1558,1558,2431,中银丰利混合C,4,0.0487,0.1468,0.2379,5,0.08
1559,1559,2434,中银宏利混合A,4,0.0323,0.1277,0.2648,5,4.94
1560,1560,2435,中银宏利混合C,4,0.0351,0.1287,0.2624,5,0.0
1561,1561,2436,上投摩根红利回报混合C,4,0.0103,0.0326,0.0071,1,0.3
1562,1562,2438,创金合信尊盛纯债,2,0.0078,0.06,0.1371,6,9.98
1563,1563,2440,中加瑞盈债券,2,0.0089,0.0716,0.1002,6,0.27
1564,1564,2441,德邦新添利债券C,2,0.0053,0.0778,0.1601,3,2.55
1565,1565,2443,前海开源沪港深龙头精选混合,4,-0.0517,0.0088,0.1287,5,0.24
1566,1566,2445,兴业丰泰债券,2,0.0029,0.0387,0.0673,1,49.91
1567,1567,2446,广发利鑫灵活配置混合,4,0.0586,0.134,0.2004,5,1.77
1568,1568,2447,博时裕安纯债,2,0.009,0.0617,0.1217,6,8.14
1569,1569,2449,民生加银量化中国混合,4,-0.0135,-0.0415,-0.1567,5,0.16
1570,1570,2450,平安睿享文娱混合A,4,0.0679,0.4262,0.6074,5,0.09
1571,1571,2451,平安睿享文娱混合C,4,0.067,0.4131,0.5717,5,0.43
1572,1572,2453,九泰久稳灵活配置混合A,4,0.1058,0.0221,0.0586,5,0.31
1573,1573,2454,九泰久稳灵活配置混合C,4,0.1044,0.0137,0.0329,5,0.96
1574,1574,2455,民生加银鑫喜混合,4,0.0236,0.1054,--,1,7.46
1575,1575,2456,招商安元灵活配置混合A,4,0.0468,0.0695,0.1149,5,1.1
1576,1576,2457,招商安元灵活配置混合C,4,0.0467,0.0721,0.0721,1,0.69
1577,1577,2458,国泰民利策略收益混合,4,-0.0048,0.0173,0.0489,5,15.31
1578,1578,2459,华夏鼎利债券发起式A,2,0.0196,0.1222,--,3,0.5
1579,1579,2460,华夏鼎利债券发起式C,2,0.0197,0.1214,--,3,0.65
1580,1580,2461,中银珍利混合A,4,0.0379,0.1152,0.2236,5,4.94
1581,1581,2462,中银珍利混合C,4,0.0378,0.1214,0.2269,5,0.04
1582,1582,2463,创金合信价值红利混合A,4,-0.0083,-0.0535,--,5,0.04
1583,1583,2465,东兴众智优选混合,4,-0.0099,-0.1539,-0.2046,5,0.05
1584,1584,2466,博时裕新纯债,2,0.005,0.052,0.1162,6,44.39
1585,1585,2469,华泰柏瑞交易货币B,3,0.0021,0.0188,0.0827,2,1.58
1586,1586,2472,光大保德信先进服务业混合,4,-0.0015,-0.0545,--,5,1.36
1587,1587,2474,中邮睿信增强债,2,0.0172,0.0634,--,3,1.38
1588,1588,2475,中邮睿利增强债券,2,-0.001,-0.0331,--,3,0.07
1589,1589,2482,宝盈互联网沪港深混合,4,0.115,0.2253,0.3502,5,0.81
1590,1590,2485,国联安通盈混合C,4,0.0053,0.0898,0.1031,5,0.03
1591,1591,2486,上银慧添利债券,2,0.0069,0.0702,0.1392,1,70.61
1592,1592,2489,国泰民福策略价值混合,4,0.0472,0.0805,0.1094,5,1.85
1593,1593,2490,金鹰元祺信用债,2,0.0077,0.0448,0.138,6,1.43
1594,1594,2492,工银月月薪定期支付债券C,2,0.0282,0.0519,0.0559,1,0.0
1595,1595,2494,兴业聚盈灵活配置混合,4,0.043,0.0818,0.1334,5,4.42
1596,1596,2495,前海开源量化优选A,4,0.0149,0.0979,--,5,0.01
1597,1597,2496,前海开源量化优选C,4,0.0151,0.0889,--,5,0.51
1598,1598,2497,东方盛世灵活配置混合,4,0.0453,0.0961,0.1486,5,2.8
1599,1599,2498,兴业聚鑫灵活配置混合,4,0.0371,0.1181,0.1666,5,3.47
1600,1600,2501,银华远景债券,2,0.0126,0.1052,0.0923,3,2.4
1601,1601,2502,中银腾利混合A,4,0.0352,0.1075,0.1706,5,5.08
1602,1602,2503,中银腾利混合C,4,0.0362,0.1032,0.1638,5,0.01
1603,1603,2504,鹏华金鼎灵活配置混合A,4,0.0351,0.1001,0.0979,5,4.79
1604,1604,2505,鹏华金鼎灵活配置混合C,4,0.0339,0.0946,0.0796,5,0.25
1605,1605,2512,长城久润混合,4,0.0274,0.0344,0.0402,5,1.33
1606,1606,2513,金鹰元安混合C,4,0.0119,0.1426,0.1641,5,0.07
1607,1607,2514,招商丰益混合A,4,0.0159,0.0868,--,1,0.06
1608,1608,2515,招商丰益混合C,4,0.0164,0.0845,--,1,1.14
1609,1609,2518,民生加银鑫福混合A,4,0.0064,0.0355,--,5,0.91
1610,1610,2519,博时裕景纯债,2,0.0049,0.0536,0.1039,6,54.4
1611,1611,2520,招商招瑞纯债发起式C,2,0.0072,0.0578,0.1506,1,31.13
1612,1612,2521,永赢双利债券A,2,0.0164,0.1212,2.1762,3,2.35
1613,1613,2522,永赢双利债券C,2,0.0161,0.1171,0.1198,3,0.02
1614,1614,2523,光大恒利纯债,2,0.0039,0.051,--,6,106.4
1615,1615,2524,兴业福益债券,2,0.0056,0.0413,0.083,6,10.18
1616,1616,2527,南方安享绝对收益,4,0.0711,0.059,0.0055,6,1.13
1617,1617,2528,泰康安益纯债A,2,0.0084,0.0417,--,6,9.25
1618,1618,2529,泰康安益纯债C,2,0.0081,0.0388,--,6,7.88
1619,1619,2533,中加心享混合C,4,0.015,0.0899,0.3052,1,0.01
1620,1620,2534,华安稳固收益债券A,2,0.0072,0.049,0.5722,3,24.36
1621,1621,2535,中银鑫利混合A,4,0.0562,0.1508,0.299,5,3.03
1622,1622,2536,中银鑫利混合C,4,0.0532,0.1441,0.286,5,0.07
1623,1623,2537,平安安盈灵活配置混合,4,0.0613,0.1302,0.1437,5,1.84
1624,1624,2542,长城久鼎混合,4,0.0166,0.0344,0.0827,5,16.09
1625,1625,2543,长城久益混合A,4,0.0088,0.033,0.0774,5,0.73
1626,1626,2544,长城久益混合C,4,0.0083,0.0258,0.0581,5,0.08
1627,1627,2545,东方岳灵活配置混合,4,0.0501,0.2462,--,1,2.37
1628,1628,2546,泰康薪意保货币E,3,0.0019,0.0279,0.1065,1,37.89
1629,1629,2547,民生加银养老服务混合,4,0.0015,0.2016,--,5,0.38
1630,1630,2548,嘉实稳瑞纯债债券,2,0.0056,0.0491,0.0695,1,14.86
1631,1631,2549,嘉实稳祥纯债债券A,2,0.0062,0.068,0.1634,1,9.48
1632,1632,2550,嘉实稳荣债券,2,0.0076,0.0588,--,1,10.45
1633,1633,2553,博时创业成长混合C,4,0.0905,0.0977,0.0313,5,0.08
1634,1634,2555,博时沪港深优质企业基金C,4,0.0342,0.2882,0.3688,5,5.91
1635,1635,2556,博时丝路主题股票C,1,0.0618,0.1496,0.1667,4,0.04
1636,1636,2558,博时鑫瑞混合A,4,0.0049,0.3961,--,5,0.26
1637,1637,2559,博时鑫瑞混合C,4,0.005,0.3873,--,5,0.22
1638,1638,2560,诺安和鑫灵活配置混合,4,0.0609,-0.1629,-0.2568,5,0.81
1639,1639,2561,东吴安鑫量化,4,0.0498,0.1544,0.181,5,1.36
1640,1640,2562,泓德泓益量化混合,4,0.0515,0.266,0.2251,5,4.78
1641,1641,2563,泓德泓汇混合,4,0.0988,0.2785,--,5,1.99
1642,1642,2564,新沃通盈灵活配置混合,4,-0.0198,0.1363,--,5,0.1
1643,1643,2567,大成国家安全主题混合,4,0.0697,0.0047,-0.0782,5,0.25
1644,1644,2568,博时裕发纯债,2,0.0067,0.0298,0.0933,6,10.32
1645,1645,2574,招商瑞庆混合A,4,0.0448,0.0857,--,5,2.19
1646,1646,2577,南方新兴混合,4,0.1248,0.2478,-0.1886,5,1.74
1647,1647,2578,博时裕泉纯债债券,2,0.0049,0.0401,--,6,47.97
1648,1648,2579,融通增利债券,2,0.0004,0.042,0.1002,6,3.93
1649,1649,2580,泰信鑫选灵活配置混合C,4,0.0295,0.1537,-0.0965,1,0.27
1650,1650,2581,招商丰凯混合A,4,0.0159,0.0801,--,1,0.06
1651,1651,2582,招商丰凯混合C,4,0.0153,0.0765,--,1,1.14
1652,1652,2583,泰信行业精选混合C,4,0.0352,0.1963,-0.0005,1,0.0
1653,1653,2584,富安达长盈灵活配置混合,4,0.004,0.0734,0.0455,5,0.09
1654,1654,2586,金鹰添利信用债债券A,2,0.0073,0.0416,--,6,0.07
1655,1655,2587,金鹰添利信用债债券C,2,0.0073,0.0397,--,6,0.02
1656,1656,2591,中欧信用增利债券(LOF)E,2,0.0075,0.0481,0.0283,1,16.8
1657,1657,2592,中欧纯债债券(LOF)E,2,0.0083,0.0761,0.0637,1,0.54
1658,1658,2593,富国美丽中国混合,4,0.0671,0.2008,0.5,5,5.25
1659,1659,2594,工银现代服务业混合,4,0.0108,0.1154,--,5,2.27
1660,1660,2595,博时工业4.0主题股票,1,0.0525,0.2153,0.2082,4,0.53
1661,1661,2596,华商回报1号混合,4,0.0015,-0.0291,-0.1194,5,0.84
1662,1662,2597,兴业成长动力混合,4,0.0239,0.1486,0.1075,5,0.52
1663,1663,2598,平安智能生活混合A,4,0.0215,0.0826,-0.2415,5,0.22
1664,1664,2599,平安智能生活混合C,4,0.0217,0.077,-0.2404,5,0.0
1665,1665,2601,中银证券价值精选混合,4,-0.0065,0.0252,0.0342,5,2.62
1666,1666,2602,易方达丰惠混合,4,0.0179,0.1141,--,5,0.77
1667,1667,2604,华夏新起点混合,4,0.0299,0.2124,0.1619,5,1.33
1668,1668,2605,融通新消费灵活配置混合,4,0.0316,0.1123,0.2819,5,0.79
1669,1669,2612,融通通慧混合A/B,4,0.0132,0.234,--,5,1.16
1670,1670,2614,中银颐利混合A,4,0.0433,0.1233,0.2004,5,3.43
1671,1671,2615,中银颐利混合C,4,0.0434,0.1223,0.1993,5,0.05
1672,1672,2620,中邮未来新蓝筹混合,4,0.0594,0.3155,--,5,4.03
1673,1673,2621,中欧消费主题股票A,1,-0.0099,0.3913,0.5819,4,1.33
1674,1674,2622,广发稳裕混合,4,0.0053,0.031,0.1385,5,7.15
1675,1675,2624,广发优企精选混合,4,0.0373,0.2659,0.5406,5,10.11
1676,1676,2628,招商安博灵活配置混合A,4,0.0905,0.2389,0.2344,5,0.64
1677,1677,2629,招商安博灵活配置混合C,4,0.09,0.2328,0.2134,5,0.6
1678,1678,2630,江信瑞福灵活配置混合A,4,0.0053,0.1367,--,5,0.01
1679,1679,2631,江信瑞福灵活配置混合C,4,0.0047,0.1287,--,5,0.57
1680,1680,2632,鑫元双债增强债券A,2,0.0054,0.0268,0.0648,1,10.36
1681,1681,2633,鑫元双债增强债券C,2,0.005,0.0227,0.0549,1,0.0
1682,1682,2634,华宝未来主导混合,4,0.0652,0.1628,--,5,0.9
1683,1683,2635,融通增鑫债券,2,0.006,0.0407,0.0891,6,15.59
1684,1684,2636,广发集裕债券A,2,0.0254,0.0964,0.1335,1,0.75
1685,1685,2637,广发集裕债券C,2,0.0248,0.0905,0.1211,1,0.02
1686,1686,2638,兴业天融债券,2,0.0056,0.0555,0.1216,6,51.93
1687,1687,2639,天弘价值精选灵活配置混合,4,0.0214,0.0848,0.0604,5,2.97
1688,1688,2640,中信建投睿溢混合A,4,0.0133,0.074,0.099,5,0.25
1689,1689,2643,鹏华兴利混合,4,0.0507,0.0986,0.1568,5,5.61
1690,1690,2644,大成景荣债券A,2,0.0073,-0.033,-0.0378,3,0.49
1691,1691,2645,大成景荣债券C,2,0.0063,-0.0282,-0.0398,1,0.0
1692,1692,2646,中科沃土货币A,3,0.0018,0.0235,0.096,2,0.3
1693,1693,2647,中科沃土货币B,3,0.002,0.0259,0.1039,2,0.87
1694,1694,2649,民生智造2025灵活配置混合,4,0.0546,0.2288,--,1,1.03
1695,1695,2650,东方红稳添利纯债,2,0.0071,0.0681,0.1207,6,10.49
1696,1696,2651,东方红汇利债券A,2,0.0089,0.0873,0.165,3,9.83
1697,1697,2652,东方红汇利债券C,2,0.0085,0.0829,0.1501,3,1.7
1698,1698,2653,泰康沪港深精选混合,4,-0.0109,0.0043,0.1431,5,9.3
1699,1699,2654,上投摩根策略精选混合,4,0.0306,0.1172,-0.1343,5,0.57
1700,1700,2655,南方卓享绝对收益,4,0.0556,0.0694,0.0962,6,1.13
1701,1701,2661,兴业天禧债券,2,0.0079,0.058,0.0788,1,20.01
1702,1702,2662,前海开源沪港深大消费混合A,4,0.0169,0.0639,--,5,0.12
1703,1703,2663,前海开源沪港深大消费混合C,4,0.0161,0.0622,--,5,0.26
1704,1704,2664,万家瑞和灵活配置混合A,4,0.0093,0.0539,0.2105,5,0.0
1705,1705,2665,万家瑞和灵活配置混合C,4,0.0088,0.0511,0.1628,5,16.46
1706,1706,2666,前海开源沪港深创新成长混合A,4,0.0424,0.0653,0.3728,5,0.42
1707,1707,2667,前海开源沪港深创新成长混合C,4,0.0429,0.0652,0.3598,5,1.1
1708,1708,2668,兴业聚丰灵活配置混合,4,0.0092,0.0507,0.1193,5,7.01
1709,1709,2669,华商万众创新混合,4,0.0796,0.2895,-0.1073,5,0.8
1710,1710,2672,诺德货币A,3,0.0019,0.0248,0.0984,2,1.48
1711,1711,2673,诺德货币B,3,0.0021,0.0273,0.1063,2,121.53
1712,1712,2679,工银安盈货币A,3,0.002,0.0258,0.1078,2,1.55
1713,1713,2680,工银安盈货币B,3,0.0022,0.0283,0.1158,2,17.1
1714,1714,2681,金鹰元和灵活配置混合A,4,0.0619,-0.0441,-0.0771,5,2.41
1715,1715,2682,金鹰元和灵活配置混合C,4,0.0616,-0.0499,-0.0938,5,0.26
1716,1716,2683,民生加银前沿科技灵活配置混合,4,0.0312,0.1287,--,5,0.62
1717,1717,2684,民生加银鑫安纯债A,2,0.0099,0.0528,--,1,6.14
1718,1718,2685,中欧丰泓沪港深混合A,4,0.0357,0.0955,--,5,4.41
1719,1719,2686,中欧丰泓沪港深混合C,4,0.0353,0.0876,--,5,0.3
1720,1720,2690,前海开源恒泽混合A,4,-0.0003,0.0226,0.0736,5,1.96
1721,1721,2691,前海开源恒泽混合C,4,-0.001,0.0209,0.0678,5,0.55
1722,1722,2692,富国创新科技混合,4,0.1642,0.4409,0.4046,5,5.94
1723,1723,2694,中银新蓝筹混合,4,-0.0216,0.1172,--,5,0.6
1724,1724,2697,中欧消费主题股票C,1,-0.0099,0.3873,0.5758,4,0.54
1725,1725,2698,博时裕利纯债债券,2,0.0049,0.0575,0.1164,6,60.67
1726,1726,2701,东方红汇阳债券A,2,0.0078,0.0835,0.169,3,30.75
1727,1727,2702,东方红汇阳债券C,2,0.0074,0.0797,0.1551,3,5.02
1728,1728,2703,长城久源灵活配置混合,4,0.0287,0.0388,0.08,5,0.97
1729,1729,2707,大摩科技领先混合,4,0.0755,0.0984,--,5,1.12
1730,1730,2708,大摩健康产业混合,4,0.1136,0.2942,0.4168,5,1.44
1731,1731,2709,红塔红土人人宝货币A,3,0.0019,0.0248,0.0956,2,0.76
1732,1732,2710,红塔红土人人宝货币B,3,0.0021,0.0273,0.1035,2,30.82
1733,1733,2711,广发集丰债券A,2,0.0124,0.0454,--,1,1.16
1734,1734,2712,广发集丰债券C,2,0.0115,0.0395,--,1,0.0
1735,1735,2713,广发转型升级混合,4,0.0006,-0.1193,--,1,0.69
1736,1736,2714,鹏华金城混合,4,0.0269,0.078,0.0983,5,6.52
1737,1737,2717,红塔红土盛隆灵活配置A,4,0.0665,0.1204,0.1727,5,1.3
1738,1738,2718,红塔红土盛隆灵活配置C,4,0.0669,0.1194,0.1733,5,0.2
1739,1739,2720,国寿安保尊利增强回报债券A,2,0.0077,0.0603,0.0519,3,1.02
1740,1740,2721,国寿安保尊利增强回报债券C,2,0.0068,0.0567,0.042,3,0.01
1741,1741,2722,工银财富货币B,3,0.002,0.0267,0.1037,1,2.72
1742,1742,2723,江信祺福A,2,0.0165,0.1104,0.0982,3,1.6
1743,1743,2724,江信祺福C,2,0.0163,0.1097,0.0862,3,0.01
1744,1744,2730,华富华鑫灵活配置混合A,4,0.0648,0.1439,--,5,1.01
1745,1745,2731,华富华鑫灵活配置混合C,4,0.0674,0.1432,--,5,0.07
1746,1746,2732,长盛沪港深混合,4,-0.001,-0.0397,-0.01,5,0.16
1747,1747,2733,上银慧盈利货币,3,0.0022,0.0297,0.1152,1,31.32
1748,1748,2734,泓德裕荣纯债债券A,2,0.0109,0.0749,0.5138,6,32.67
1749,1749,2735,泓德裕荣纯债债券C,2,0.0105,0.0703,0.1334,6,0.18
1750,1750,2736,泓德裕和纯债债券A,2,0.0087,0.0749,--,6,18.92
1751,1751,2737,泓德裕和纯债债券C,2,0.0079,0.0718,--,6,0.03
1752,1752,2738,泓德裕康债券A,2,0.0148,0.1198,0.1668,3,1.18
1753,1753,2739,泓德裕康债券C,2,0.014,0.1149,0.1538,3,0.0
1754,1754,2742,泓德裕祥债券A,2,0.0157,0.0878,--,3,4.85
1755,1755,2743,泓德裕祥债券C,2,0.015,0.0826,--,3,0.0
1756,1756,2745,北信瑞丰丰利混合,4,0.0007,-0.0074,0.0308,5,0.2
1757,1757,2746,汇添富多策略定开混合,4,0.0056,0.0317,0.2505,5,12.95
1758,1758,2747,中欧货币C,3,0.0018,0.0227,0.0937,2,0.03
1759,1759,2748,中欧货币D,3,0.002,0.0252,0.1019,2,0.7
1760,1760,2749,嘉实稳盛债券,2,0.0059,0.0329,0.0805,1,2.1
1761,1761,2753,建信嘉薪宝货币B,3,0.0023,0.0348,0.1217,1,0.05
1762,1762,2754,博时裕创纯债,2,0.0108,0.0682,0.1415,6,10.09
1763,1763,2755,博时裕盛纯债债券,2,0.0056,0.0522,0.1374,6,5.02
1764,1764,2758,建信现金增利货币,3,0.0023,0.0316,0.1177,1,954.65
1765,1765,2759,东兴安盈宝A,3,0.0019,0.0253,0.104,2,0.74
1766,1766,2760,东兴安盈宝B,3,0.0021,0.0277,0.112,2,39.89
1767,1767,2765,新华双利债券A,2,0.0322,0.0686,0.1198,3,0.03
1768,1768,2766,新华双利债券C,2,0.0317,0.0633,0.1058,3,0.02
1769,1769,2767,泰康宏泰回报混合,4,0.0235,0.13,0.2756,5,3.54
1770,1770,2768,华安安进灵活配置混合,4,0.0178,0.0612,0.111,1,2.7
1771,1771,2769,兴业短债债券C,2,0.0046,0.0216,0.0646,6,0.01
1772,1772,2770,安信新回报混合A,4,0.0415,0.4478,0.5654,5,0.33
1773,1773,2771,安信新回报混合C,4,0.0414,0.4451,0.5554,5,0.75
1774,1774,2772,光大产业新动力混合,4,0.0349,0.1044,--,5,0.59
1775,1775,2773,光大铭鑫混合A,4,0.0949,0.1613,--,5,1.58
1776,1776,2774,光大铭鑫混合C,4,0.0935,0.1588,--,5,0.01
1777,1777,2775,博时景兴纯债债券,2,0.0071,0.0581,0.108,6,7.36
1778,1778,2776,招商安荣混合A,4,0.0065,0.0925,0.067,5,0.54
1779,1779,2777,招商安荣混合C,4,0.0058,0.0837,0.0418,5,0.06
1780,1780,2778,新疆前海联合新思路混合A,4,0.0556,0.0601,--,1,1.54
1781,1781,2779,新疆前海联合新思路混合C,4,0.0598,0.0527,--,1,0.0
1782,1782,2780,前海联合泓鑫混合A,4,0.0902,0.2324,--,5,1.86
1783,1783,2783,东方红价值精选混合A,4,0.0362,0.1222,--,1,5.28
1784,1784,2784,东方红价值精选混合C,4,0.0358,0.1178,--,1,0.46
1785,1785,2785,中融融裕双利债券A,2,-0.001,0.0157,-0.0339,3,0.41
1786,1786,2786,中融融裕双利债券C,2,-0.001,0.0106,-0.045,1,0.01
1787,1787,2788,融通现金宝货币A,3,0.002,0.0273,--,2,2.9
1788,1788,2789,长盛同享灵活配置A,4,0.0209,0.1621,0.2141,5,1.39
1789,1789,2790,长盛同享灵活配置C,4,0.0212,0.1677,0.1525,5,0.0
1790,1790,2792,景顺长城顺益回报混合A,4,0.0054,0.0714,--,5,0.24
1791,1791,2793,景顺长城顺益回报混合C,4,0.0051,0.0675,--,5,0.19
1792,1792,2794,天弘永利债券E,2,-0.0019,0.107,0.0877,3,0.09
1793,1793,2795,平安惠盈纯债,2,0.0098,0.0688,0.1168,1,11.06
1794,1794,2801,泓德泓信混合,4,0.057,0.2129,0.0842,5,3.12
1795,1795,2802,广发东财大数据混合,4,0.0455,0.1084,--,5,0.95
1796,1796,2803,东方红沪港深混合,4,0.0367,0.1556,0.7322,5,71.39
1797,1797,2804,华泰柏瑞量化对冲,4,0.0413,0.058,0.125,6,2.31
1798,1798,2807,融通通安债券,2,0.0097,0.0638,0.1445,6,10.22
1799,1799,2808,泓德优势领航混合,4,0.0528,0.1893,--,5,8.59
1800,1800,2810,金信转型创新成长混合发起式,4,0.0683,0.0722,-0.1449,5,1.19
