,客户编号,交易时间,交易金额,基金类型,基金编号
457,9848,2016-04-07 10:25:09,3597,QDII,3387.0
458,9848,2016-04-07 10:25:09,3691,QDII,1668.0
459,9848,2016-04-07 10:25:09,3507,货币型,891.0
460,9848,2016-04-27 10:25:09,3953,联接基金,2979.0
461,9848,2016-04-27 10:25:09,3450,联接基金,2900.0
462,9848,2016-04-27 10:25:09,3404,货币型,270004.0
463,9849,2016-04-07 10:25:09,3567,理财型,530014.0
464,9849,2016-04-27 10:25:09,3486,货币型,4056.0
465,9849,2016-04-27 10:25:09,3839,定开债券,3200.0
466,9849,2016-04-27 10:25:09,3676,定开债券,3274.0
467,9849,2016-04-07 10:25:09,3698,其他创新,3816.0
468,9849,2016-04-07 10:25:09,3805,QDII,3387.0
469,9850,2016-04-27 10:25:09,3695,理财型,360019.0
470,9850,2016-04-27 10:25:09,3412,货币型,764.0
471,9850,2016-04-27 10:25:09,3724,定开债券,163824.0
472,9850,2016-04-07 10:25:09,3720,联接基金,70030.0
473,9850,2016-04-07 10:25:09,3678,混合型,2714.0
474,9851,2016-04-07 10:25:09,3518,其他型,530030.0
475,9851,2016-04-07 10:25:09,3805,货币型,760.0
476,9851,2016-04-07 10:25:09,3680,货币型,860.0
477,9851,2016-04-27 10:25:09,3967,QDII,5441.0
478,9851,2016-04-27 10:25:09,3642,QDII-指数,50025.0
479,9852,2016-04-27 10:25:09,3839,定开债券,163824.0
480,9852,2016-04-27 10:25:09,3717,联接基金,2977.0
481,9852,2016-04-27 10:25:09,3618,货币型,4282.0
482,9852,2016-04-07 10:25:09,3567,理财型,519716.0
483,9852,2016-04-07 10:25:09,3468,定开债券,3682.0
484,9852,2016-04-27 10:25:09,3517,联接基金,110020.0
485,9853,2016-04-27 10:25:09,3787,混合型,20015.0
486,9853,2016-04-07 10:25:09,3944,联接基金,6438.0
487,9853,2016-04-27 10:25:09,3635,联接基金,5803.0
488,9853,2016-04-27 10:25:09,3528,QDII-指数,614.0
489,9853,2016-04-07 10:25:09,3719,货币型,1929.0
490,9854,2016-04-27 10:25:09,3776,联接基金,5390.0
491,9854,2016-04-07 10:25:09,3913,货币型,5065.0
492,9854,2016-04-27 10:25:09,3452,联接基金,100053.0
493,9854,2016-04-07 10:25:09,3992,QDII,501018.0
494,9854,2016-04-07 10:25:09,4041,QDII,486001.0
495,9855,2016-04-27 10:25:09,4081,货币型,1669.0
496,9855,2016-04-27 10:25:09,3651,货币型,905.0
497,9855,2016-04-07 10:25:09,3939,联接基金,5869.0
498,9855,2016-04-27 10:25:09,3939,理财型,380001.0
499,9855,2016-04-27 10:25:09,3421,QDII,164824.0
500,9855,2016-04-27 10:25:09,3812,QDII-指数,160717.0
501,9856,2016-04-27 10:25:09,3525,货币型,4399.0
502,9856,2016-04-27 10:25:09,3940,定开债券,137.0
503,9856,2016-04-07 10:25:09,3729,其他型,1516.0
504,9856,2016-04-07 10:25:09,3728,定开债券,817.0
505,9856,2016-04-07 10:25:09,4058,定开债券,235.0
506,9857,2016-04-07 10:25:09,3734,QDII,2429.0
507,9857,2016-04-27 10:25:09,3825,混合-FOF,5220.0
508,9857,2016-04-07 10:25:09,4071,混合型,4321.0
509,9857,2016-04-07 10:25:09,3464,货币型,873.0
510,9857,2016-04-27 10:25:09,3915,联接基金,6197.0
511,9858,2016-04-27 10:25:09,3984,定开债券,519662.0
512,9858,2016-04-27 10:25:09,3848,定开债券,3092.0
513,9858,2016-04-27 10:25:09,3923,理财型,530028.0
514,9858,2016-04-27 10:25:09,3644,货币型,650.0
515,9858,2016-04-27 10:25:09,3841,定开债券,5383.0
516,9858,2016-04-27 10:25:09,3821,货币型,1101.0
517,9859,2016-04-27 10:25:09,3539,货币型,3365.0
518,9859,2016-04-07 10:25:09,3358,联接基金,519027.0
519,9859,2016-04-27 10:25:09,3423,定开债券,2947.0
520,9859,2016-04-07 10:25:09,4049,联接基金,6196.0
521,9859,2016-04-07 10:25:09,3457,定开债券,160523.0
522,9860,2016-04-27 10:25:09,3353,定开债券,3683.0
523,9860,2016-04-07 10:25:09,3655,混合型,200012.0
524,9860,2016-04-07 10:25:09,3700,其他型,531030.0
525,9860,2016-04-27 10:25:09,3471,QDII-指数,5676.0
526,9860,2016-04-07 10:25:09,3476,QDII,519602.0
527,9861,2016-04-27 10:25:09,3896,债券型,782.0
528,9861,2016-04-07 10:25:09,3686,联接基金,4597.0
529,9861,2016-04-07 10:25:09,3570,定开债券,1750.0
530,9861,2016-04-27 10:25:09,3486,债券型,4893.0
531,9861,2016-04-07 10:25:09,3599,联接基金,950.0
532,9862,2016-04-07 10:25:09,3783,固定收益,429.0
533,9862,2016-04-27 10:25:09,3390,混合型,2514.0
534,9862,2016-04-27 10:25:09,3962,联接基金,5581.0
535,9862,2016-04-07 10:25:09,3693,QDII,70012.0
536,9862,2016-04-07 10:25:09,3724,货币型,3536.0
537,9863,2016-04-27 10:25:09,3722,联接基金,519032.0
538,9863,2016-04-27 10:25:09,4074,股票型,326.0
539,9863,2016-04-27 10:25:09,3834,货币型,1842.0
540,9863,2016-04-27 10:25:09,3897,定开债券,817.0
541,9863,2016-04-07 10:25:09,3477,定开债券,3309.0
542,9863,2016-04-27 10:25:09,3444,货币型,4749.0
543,9864,2016-04-07 10:25:09,3533,货币型,1234.0
544,9864,2016-04-27 10:25:09,4048,定开债券,3744.0
545,9864,2016-04-07 10:25:09,3702,QDII,486002.0
546,9864,2016-04-07 10:25:09,3995,联接基金,240016.0
547,9864,2016-04-27 10:25:09,3379,联接基金,975.0
548,9864,2016-04-27 10:25:09,3866,联接基金,8.0
549,9865,2016-04-27 10:25:09,3562,定开债券,2395.0
550,9865,2016-04-27 10:25:09,4014,QDII,165513.0
551,9865,2016-04-07 10:25:09,3950,QDII,539001.0
552,9865,2016-04-07 10:25:09,3472,货币型,548.0
553,9865,2016-04-27 10:25:09,4080,混合-FOF,6507.0
554,9865,2016-04-07 10:25:09,3413,定开债券,3325.0
555,9866,2016-04-07 10:25:09,3462,定开债券,2705.0
556,9866,2016-04-07 10:25:09,3371,货币型,4077.0
557,9866,2016-04-07 10:25:09,3466,理财型,380010.0
558,9866,2016-04-07 10:25:09,3429,定开债券,347.0
559,9866,2016-04-07 10:25:09,3506,货币型,2184.0
560,9866,2016-04-07 10:25:09,3853,货币型,202301.0
561,9867,2016-04-27 10:25:09,3842,货币型,3206.0
562,9867,2016-04-07 10:25:09,3669,货币型,482002.0
563,9867,2016-04-27 10:25:09,3682,理财型,485120.0
564,9867,2016-04-07 10:25:09,3771,联接基金,70039.0
565,9867,2016-04-07 10:25:09,3832,定开债券,4255.0
566,9868,2016-04-07 10:25:09,3699,联接基金,4347.0
567,9868,2016-04-07 10:25:09,3585,货币型,4120.0
568,9868,2016-04-07 10:25:09,3429,联接基金,1214.0
569,9868,2016-04-27 10:25:09,3454,货币型,539.0
570,9868,2016-04-27 10:25:09,3662,货币型,4493.0
571,9869,2016-04-07 10:25:09,3771,QDII,206011.0
572,9869,2016-04-07 10:25:09,3819,定开债券,501.0
573,9869,2016-04-27 10:25:09,3363,联接基金,4345.0
574,9869,2016-04-27 10:25:09,3951,债券型,161627.0
575,9869,2016-04-27 10:25:09,4046,货币型,159002.0
576,9869,2016-04-27 10:25:09,3465,QDII,3243.0
577,9870,2016-04-27 10:25:09,3500,理财型,217025.0
578,9870,2016-04-07 10:25:09,3380,定开债券,3406.0
579,9870,2016-04-27 10:25:09,3718,联接基金,270026.0
580,9870,2016-04-07 10:25:09,3768,联接基金,460220.0
581,9870,2016-04-27 10:25:09,4016,货币型,647.0
582,9870,2016-04-07 10:25:09,3984,货币型,4865.0
583,9871,2016-04-27 10:25:09,3894,联接基金,202025.0
584,9871,2016-04-07 10:25:09,3986,QDII-指数,118002.0
585,9871,2016-04-27 10:25:09,3462,货币型,2936.0
586,9871,2016-04-27 10:25:09,3465,QDII,5699.0
587,9871,2016-04-27 10:25:09,3823,QDII,161116.0
588,9871,2016-04-07 10:25:09,3355,联接基金,1344.0
589,9872,2016-04-07 10:25:09,3871,货币型,4060.0
590,9872,2016-04-07 10:25:09,3386,债券型,261001.0
591,9872,2016-04-07 10:25:09,3614,货币型,5194.0
592,9872,2016-04-07 10:25:09,3390,理财型,202305.0
593,9872,2016-04-07 10:25:09,3889,定开债券,1859.0
594,9872,2016-04-27 10:25:09,3954,货币型,3467.0
595,9873,2016-04-07 10:25:09,3851,联接基金,6214.0
596,9873,2016-04-07 10:25:09,3351,QDII,320017.0
597,9873,2016-04-27 10:25:09,3992,定开债券,3530.0
598,9873,2016-04-27 10:25:09,4051,定开债券,2806.0
599,9873,2016-04-27 10:25:09,3354,联接基金,519032.0
600,9874,2016-04-27 10:25:09,3563,QDII,40018.0
601,9874,2016-04-27 10:25:09,3775,货币型,4860.0
602,9874,2016-04-27 10:25:09,3833,QDII-指数,161128.0
603,9874,2016-04-07 10:25:09,3811,QDII,2230.0
604,9874,2016-04-27 10:25:09,3967,货币型,3537.0
605,9874,2016-04-07 10:25:09,3868,联接基金,6197.0
606,9875,2016-04-27 10:25:09,3483,货币型,738.0
607,9875,2016-04-07 10:25:09,3467,货币型,20007.0
608,9875,2016-04-07 10:25:09,3612,定开债券,3050.0
609,9875,2016-04-27 10:25:09,3347,QDII,161129.0
610,9875,2016-04-27 10:25:09,3723,货币型,748.0
611,9876,2016-04-27 10:25:09,3386,货币型,750.0
612,9876,2016-04-07 10:25:09,3837,联接基金,4642.0
613,9876,2016-04-27 10:25:09,3921,定开债券,5327.0
614,9876,2016-04-27 10:25:09,3947,联接基金,20021.0
615,9876,2016-04-27 10:25:09,3806,联接基金,160724.0
616,9877,2016-04-07 10:25:09,3874,货币型,161608.0
617,9877,2016-04-07 10:25:09,3570,货币型,1026.0
618,9877,2016-04-07 10:25:09,3816,货币型,3164.0
619,9877,2016-04-27 10:25:09,3955,联接基金,519706.0
620,9877,2016-04-27 10:25:09,3931,货币型,847.0
621,9877,2016-04-27 10:25:09,3807,货币型,2936.0
622,9878,2016-04-07 10:25:09,3660,联接基金,6087.0
623,9878,2016-04-07 10:25:09,3655,QDII,4419.0
624,9878,2016-04-27 10:25:09,4042,货币型,4939.0
625,9878,2016-04-27 10:25:09,3955,混合型,4809.0
626,9878,2016-04-27 10:25:09,4062,货币型,331.0
627,9878,2016-04-07 10:25:09,3830,QDII,5557.0
628,9879,2016-04-07 10:25:09,3801,QDII,342.0
629,9879,2016-04-27 10:25:09,4054,其他型,5734.0
630,9879,2016-04-27 10:25:09,3854,定开债券,161117.0
631,9879,2016-04-27 10:25:09,3805,定开债券,183.0
632,9879,2016-04-27 10:25:09,3451,分级杠杆,150153.0
633,9880,2016-04-27 10:25:09,3412,联接基金,6196.0
634,9880,2016-04-27 10:25:09,3465,联接基金,5727.0
635,9880,2016-04-27 10:25:09,3690,货币型,1621.0
636,9880,2016-04-07 10:25:09,3396,QDII,377016.0
637,9880,2016-04-27 10:25:09,3818,混合型,1018.0
638,9881,2016-04-07 10:25:09,3977,联接基金,5788.0
639,9881,2016-04-27 10:25:09,3457,QDII-指数,162411.0
640,9881,2016-04-27 10:25:09,3517,混合-FOF,6306.0
641,9881,2016-04-07 10:25:09,3780,联接基金,161211.0
642,9881,2016-04-27 10:25:09,3537,联接基金,5813.0
643,9882,2016-04-07 10:25:09,3951,其他型,715.0
644,9882,2016-04-27 10:25:09,4043,固定收益,429.0
645,9882,2016-04-27 10:25:09,3911,定开债券,4803.0
646,9882,2016-04-27 10:25:09,3684,货币型,4216.0
647,9882,2016-04-07 10:25:09,3362,货币型,2709.0
648,9882,2016-04-07 10:25:09,3885,货币型,2324.0
649,9883,2016-04-07 10:25:09,3843,定开债券,289.0
650,9883,2016-04-27 10:25:09,4068,联接基金,110020.0
651,9883,2016-04-27 10:25:09,3838,混合-FOF,5222.0
652,9883,2016-04-27 10:25:09,3616,混合-FOF,6292.0
653,9883,2016-04-27 10:25:09,3552,债券型,5070.0
654,9884,2016-04-07 10:25:09,3746,QDII,2891.0
655,9884,2016-04-07 10:25:09,3534,货币型,660.0
656,9884,2016-04-27 10:25:09,4085,联接基金,4593.0
657,9884,2016-04-07 10:25:09,3468,定开债券,53.0
658,9884,2016-04-27 10:25:09,3460,联接基金,257060.0
659,9885,2016-04-07 10:25:09,3349,其他型,5099.0
660,9885,2016-04-07 10:25:09,3533,混合型,3554.0
661,9885,2016-04-07 10:25:09,4008,混合-FOF,5221.0
662,9885,2016-04-27 10:25:09,3992,联接基金,6197.0
663,9885,2016-04-27 10:25:09,3581,定开债券,244.0
664,9885,2016-04-27 10:25:09,3507,定开债券,3662.0
665,9886,2016-04-07 10:25:09,3679,货币型,5153.0
666,9886,2016-04-07 10:25:09,3385,QDII,5441.0
667,9886,2016-04-27 10:25:09,3865,货币型,645.0
668,9886,2016-04-27 10:25:09,3907,货币型,719.0
669,9886,2016-04-07 10:25:09,4039,QDII,161620.0
670,9886,2016-04-07 10:25:09,3915,其他型,4839.0
671,9887,2016-04-07 10:25:09,3626,理财型,470014.0
672,9887,2016-04-27 10:25:09,4038,股票指数,164811.0
673,9887,2016-04-07 10:25:09,4058,QDII-指数,270027.0
674,9887,2016-04-27 10:25:09,4036,货币型,1232.0
675,9887,2016-04-27 10:25:09,3993,定开债券,2704.0
676,9888,2016-04-07 10:25:09,3428,货币型,3525.0
677,9888,2016-04-27 10:25:09,3489,QDII,4998.0
678,9888,2016-04-27 10:25:09,3500,货币型,3171.0
679,9888,2016-04-27 10:25:09,3384,QDII,165510.0
680,9888,2016-04-27 10:25:09,3872,定开债券,5694.0
681,9888,2016-04-07 10:25:09,3674,定开债券,3093.0
682,9889,2016-04-07 10:25:09,4004,QDII,4164.0
683,9889,2016-04-27 10:25:09,3498,混合型,1569.0
684,9889,2016-04-07 10:25:09,3579,定开债券,3743.0
685,9889,2016-04-27 10:25:09,3876,货币型,638.0
686,9889,2016-04-07 10:25:09,3769,货币型,2200.0
687,9889,2016-04-07 10:25:09,3630,货币型,748.0
688,9890,2016-04-27 10:25:09,3406,其他型,4839.0
689,9890,2016-04-27 10:25:09,3403,联接基金,2610.0
690,9890,2016-04-07 10:25:09,4023,混合型,1866.0
691,9890,2016-04-27 10:25:09,3849,QDII,539003.0
692,9890,2016-04-07 10:25:09,3631,定开债券,113.0
693,9890,2016-04-27 10:25:09,3631,货币型,2788.0
694,9891,2016-04-07 10:25:09,3831,货币型,100025.0
695,9891,2016-04-27 10:25:09,3538,理财型,89.0
696,9891,2016-04-07 10:25:09,3608,货币型,370010.0
697,9891,2016-04-07 10:25:09,3841,货币型,288101.0
698,9891,2016-04-27 10:25:09,3711,货币型,550010.0
699,9891,2016-04-07 10:25:09,3734,货币型,4077.0
700,9892,2016-04-27 10:25:09,3623,理财型,951.0
701,9892,2016-04-07 10:25:09,4009,混合-FOF,6306.0
702,9892,2016-04-07 10:25:09,3917,货币型,1812.0
703,9892,2016-04-27 10:25:09,3635,货币型,748.0
704,9892,2016-04-07 10:25:09,4027,货币型,5107.0
705,9893,2016-04-27 10:25:09,3752,定开债券,5641.0
706,9893,2016-04-27 10:25:09,4078,货币型,161622.0
707,9893,2016-04-27 10:25:09,3790,联接基金,160706.0
708,9893,2016-04-27 10:25:09,3584,定开债券,519051.0
709,9893,2016-04-27 10:25:09,3353,联接基金,70030.0
710,9894,2016-04-27 10:25:09,3692,联接基金,4742.0
711,9894,2016-04-27 10:25:09,3530,QDII,160216.0
712,9894,2016-04-27 10:25:09,3617,货币型,2202.0
713,9894,2016-04-27 10:25:09,3902,其他型,519131.0
714,9894,2016-04-27 10:25:09,4034,货币型,1232.0
715,9895,2016-04-07 10:25:09,4003,货币型,160606.0
716,9895,2016-04-27 10:25:09,3944,定开债券,267.0
717,9895,2016-04-27 10:25:09,3834,其他型,3385.0
718,9895,2016-04-27 10:25:09,3696,货币型,5134.0
719,9895,2016-04-27 10:25:09,3436,货币型,3465.0
720,9896,2016-04-07 10:25:09,3859,QDII,100055.0
721,9896,2016-04-27 10:25:09,3531,货币型,420006.0
722,9896,2016-04-07 10:25:09,3879,联接基金,5789.0
723,9896,2016-04-07 10:25:09,3644,理财型,470014.0
724,9896,2016-04-07 10:25:09,4062,定开债券,268.0
725,9896,2016-04-27 10:25:09,3644,货币型,3388.0
726,9897,2016-04-07 10:25:09,3922,QDII,519696.0
727,9897,2016-04-07 10:25:09,3374,定开债券,347.0
728,9897,2016-04-27 10:25:09,3828,混合型,4916.0
729,9897,2016-04-27 10:25:09,3937,定开债券,6171.0
730,9897,2016-04-07 10:25:09,3635,货币型,1937.0
731,9898,2016-04-07 10:25:09,3791,联接基金,5881.0
732,9898,2016-04-07 10:25:09,3985,理财型,217025.0
733,9898,2016-04-27 10:25:09,3385,其他型,4839.0
734,9898,2016-04-27 10:25:09,3627,联接基金,6249.0
735,9898,2016-04-07 10:25:09,3387,定开债券,470088.0
736,9898,2016-04-27 10:25:09,3728,货币型,360003.0
737,9899,2016-04-27 10:25:09,3650,联接基金,2979.0
738,9899,2016-04-27 10:25:09,3924,QDII-指数,160924.0
739,9899,2016-04-07 10:25:09,3482,定开债券,3199.0
740,9899,2016-04-27 10:25:09,3531,QDII,3321.0
741,9899,2016-04-07 10:25:09,3878,其他创新,3816.0
742,9900,2016-04-27 10:25:09,3425,货币型,855.0
743,9900,2016-04-07 10:25:09,3842,货币型,519898.0
744,9900,2016-04-07 10:25:09,3538,定开债券,2395.0
745,9900,2016-04-07 10:25:09,3653,其他型,5101.0
746,9900,2016-04-07 10:25:09,3786,理财型,40033.0
747,9901,2016-04-07 10:25:09,3901,理财型,798.0
748,9901,2016-04-27 10:25:09,3898,货币型,3391.0
749,9901,2016-04-07 10:25:09,3724,定开债券,4803.0
750,9901,2016-04-07 10:25:09,3733,混合型,240009.0
751,9901,2016-04-27 10:25:09,3577,定开债券,166905.0
752,9902,2016-04-07 10:25:09,3968,货币型,4282.0
753,9902,2016-04-27 10:25:09,4068,货币型,2247.0
754,9902,2016-04-07 10:25:09,3946,联接基金,460300.0
755,9902,2016-04-27 10:25:09,3576,QDII-指数,6479.0
756,9902,2016-04-27 10:25:09,3668,定开债券,112.0
757,9902,2016-04-07 10:25:09,3951,联接基金,942.0
758,9903,2016-04-27 10:25:09,3906,QDII,934.0
759,9903,2016-04-07 10:25:09,3762,理财型,270046.0
760,9903,2016-04-27 10:25:09,3626,定开债券,2741.0
761,9903,2016-04-07 10:25:09,3819,混合型,690007.0
762,9903,2016-04-07 10:25:09,4059,QDII,3387.0
763,9903,2016-04-07 10:25:09,3625,货币型,588.0
764,9904,2016-04-07 10:25:09,3360,理财型,3880.0
765,9904,2016-04-27 10:25:09,3782,货币型,320002.0
766,9904,2016-04-07 10:25:09,3912,QDII,160216.0
767,9904,2016-04-27 10:25:09,3826,混合-FOF,6298.0
768,9904,2016-04-07 10:25:09,3769,定开债券,161619.0
769,9904,2016-04-27 10:25:09,3370,混合型,5088.0
770,9905,2016-04-07 10:25:09,3975,货币型,1177.0
771,9905,2016-04-07 10:25:09,3867,其他型,6127.0
772,9905,2016-04-07 10:25:09,3539,定开债券,2048.0
773,9905,2016-04-27 10:25:09,3533,货币型,4282.0
774,9905,2016-04-07 10:25:09,3597,QDII,5698.0
775,9905,2016-04-07 10:25:09,3738,理财型,799.0
776,9906,2016-04-07 10:25:09,3889,理财型,485122.0
777,9906,2016-04-27 10:25:09,3454,货币型,2917.0
778,9906,2016-04-27 10:25:09,4062,定开债券,212.0
779,9906,2016-04-07 10:25:09,3804,定开债券,239.0
780,9906,2016-04-07 10:25:09,3754,定开债券,160131.0
781,9907,2016-04-07 10:25:09,3948,联接基金,307.0
782,9907,2016-04-27 10:25:09,3682,定开债券,3605.0
783,9907,2016-04-07 10:25:09,3484,QDII,40018.0
784,9907,2016-04-27 10:25:09,4010,货币型,505.0
785,9907,2016-04-07 10:25:09,3722,定开债券,401.0
786,9907,2016-04-27 10:25:09,3808,其他型,3385.0
787,9908,2016-04-27 10:25:09,3585,联接基金,942.0
788,9908,2016-04-27 10:25:09,3353,股票指数,2385.0
789,9908,2016-04-07 10:25:09,3582,股票指数,501009.0
790,9908,2016-04-07 10:25:09,3588,QDII,5912.0
791,9908,2016-04-07 10:25:09,3371,QDII-指数,160416.0
792,9909,2016-04-07 10:25:09,3675,货币型,260102.0
793,9909,2016-04-07 10:25:09,3782,货币型,159006.0
794,9909,2016-04-07 10:25:09,3861,定开债券,346.0
795,9909,2016-04-07 10:25:09,3631,货币型,3228.0
796,9909,2016-04-27 10:25:09,3980,定开债券,623.0
797,9910,2016-04-07 10:25:09,4067,定开债券,166902.0
798,9910,2016-04-07 10:25:09,3378,定开债券,438.0
799,9910,2016-04-07 10:25:09,3716,联接基金,519027.0
800,9910,2016-04-07 10:25:09,3892,货币型,5058.0
801,9910,2016-04-07 10:25:09,3397,联接基金,2903.0
802,9910,2016-04-27 10:25:09,3845,货币型,621.0
803,9911,2016-04-27 10:25:09,3665,货币型,3536.0
804,9911,2016-04-27 10:25:09,3976,QDII,2891.0
805,9911,2016-04-27 10:25:09,3536,货币型,519511.0
806,9911,2016-04-07 10:25:09,3366,定开债券,3093.0
807,9911,2016-04-07 10:25:09,3775,货币型,509.0
808,9912,2016-04-27 10:25:09,4000,联接基金,530015.0
809,9912,2016-04-27 10:25:09,3402,货币型,5056.0
810,9912,2016-04-27 10:25:09,3937,货币型,981.0
811,9912,2016-04-27 10:25:09,3351,债券型,2528.0
812,9912,2016-04-07 10:25:09,3460,货币型,4151.0
813,9913,2016-04-27 10:25:09,3815,QDII,320017.0
814,9913,2016-04-07 10:25:09,3631,货币型,797.0
815,9913,2016-04-07 10:25:09,3845,混合-FOF,6297.0
816,9913,2016-04-27 10:25:09,3487,货币型,203.0
817,9913,2016-04-27 10:25:09,3414,定开债券,5713.0
818,9914,2016-04-27 10:25:09,3788,货币型,2918.0
819,9914,2016-04-27 10:25:09,3565,货币型,519858.0
820,9914,2016-04-27 10:25:09,3575,QDII-指数,160717.0
821,9914,2016-04-27 10:25:09,3569,QDII,519601.0
822,9914,2016-04-07 10:25:09,3696,货币型,4368.0
823,9915,2016-04-27 10:25:09,3594,联接基金,4752.0
824,9915,2016-04-07 10:25:09,3743,混合-FOF,6507.0
825,9915,2016-04-27 10:25:09,4035,联接基金,160422.0
826,9915,2016-04-27 10:25:09,3884,固定收益,150152.0
827,9915,2016-04-07 10:25:09,3830,定开债券,2946.0
828,9915,2016-04-27 10:25:09,3690,定开债券,519662.0
829,9916,2016-04-27 10:25:09,3577,其他型,1693.0
830,9916,2016-04-27 10:25:09,3805,定开债券,3024.0
831,9916,2016-04-27 10:25:09,3627,混合型,4279.0
832,9916,2016-04-27 10:25:09,3610,联接基金,6246.0
833,9916,2016-04-07 10:25:09,3781,定开债券,3526.0
834,9916,2016-04-27 10:25:09,4056,货币型,70008.0
835,9917,2016-04-27 10:25:09,3982,QDII,1984.0
836,9917,2016-04-27 10:25:09,3549,理财型,784.0
837,9917,2016-04-27 10:25:09,3968,定开债券,1545.0
838,9917,2016-04-07 10:25:09,3379,定开债券,346.0
839,9917,2016-04-27 10:25:09,3752,理财型,784.0
840,9918,2016-04-27 10:25:09,3873,联接基金,6439.0
841,9918,2016-04-27 10:25:09,4083,货币型,1925.0
842,9918,2016-04-07 10:25:09,3380,货币型,604.0
843,9918,2016-04-27 10:25:09,3532,联接基金,4752.0
844,9918,2016-04-07 10:25:09,3400,QDII,2429.0
845,9919,2016-04-07 10:25:09,3973,理财型,202303.0
846,9919,2016-04-07 10:25:09,4041,理财型,951.0
847,9919,2016-04-27 10:25:09,3418,混合型,2410.0
848,9919,2016-04-27 10:25:09,3602,定开债券,3662.0
849,9919,2016-04-07 10:25:09,4049,QDII,320017.0
850,9920,2016-04-07 10:25:09,3678,货币型,4368.0
851,9920,2016-04-07 10:25:09,4072,QDII-指数,614.0
852,9920,2016-04-07 10:25:09,3799,定开债券,465.0
853,9920,2016-04-07 10:25:09,4075,QDII,5698.0
854,9920,2016-04-27 10:25:09,3944,QDII,2393.0
855,9920,2016-04-27 10:25:09,3652,混合-FOF,6306.0
856,9921,2016-04-07 10:25:09,3986,其他型,486.0
857,9921,2016-04-07 10:25:09,3357,QDII,43.0
858,9921,2016-04-07 10:25:09,3989,定开债券,4255.0
859,9921,2016-04-27 10:25:09,3768,货币型,912.0
860,9921,2016-04-07 10:25:09,3503,货币型,4072.0
861,9921,2016-04-27 10:25:09,4057,货币型,4770.0
862,9922,2016-04-27 10:25:09,3438,理财型,4663.0
863,9922,2016-04-27 10:25:09,3626,货币型,581.0
864,9922,2016-04-07 10:25:09,3469,混合型,993.0
865,9922,2016-04-27 10:25:09,3967,定开债券,106.0
866,9922,2016-04-27 10:25:09,3558,QDII,290.0
867,9923,2016-04-07 10:25:09,3375,混合-FOF,5222.0
868,9923,2016-04-07 10:25:09,3686,货币型,3588.0
869,9923,2016-04-27 10:25:09,3743,其他型,530030.0
870,9923,2016-04-07 10:25:09,3378,货币型,2894.0
871,9923,2016-04-27 10:25:09,3886,债券型,3123.0
872,9924,2016-04-27 10:25:09,3479,定开债券,2048.0
873,9924,2016-04-27 10:25:09,4001,联接基金,3765.0
874,9924,2016-04-27 10:25:09,3460,定开债券,5.0
875,9924,2016-04-07 10:25:09,3858,QDII,519601.0
876,9924,2016-04-07 10:25:09,3769,定开债券,3682.0
877,9925,2016-04-07 10:25:09,3874,联接基金,5813.0
878,9925,2016-04-27 10:25:09,3414,定开债券,240.0
879,9925,2016-04-07 10:25:09,3535,联接基金,4597.0
880,9925,2016-04-07 10:25:09,3867,联接基金,270026.0
881,9925,2016-04-07 10:25:09,3553,QDII,342.0
882,9925,2016-04-07 10:25:09,3700,货币型,2200.0
883,9926,2016-04-27 10:25:09,3663,货币型,4865.0
884,9926,2016-04-27 10:25:09,3568,定开债券,226.0
885,9926,2016-04-07 10:25:09,3904,定开债券,583.0
886,9926,2016-04-27 10:25:09,4044,保本型,3189.0
887,9926,2016-04-27 10:25:09,3997,联接基金,1361.0
888,9927,2016-04-27 10:25:09,3926,定开债券,6171.0
889,9927,2016-04-27 10:25:09,3510,混合型,3414.0
890,9927,2016-04-07 10:25:09,3823,货币型,519808.0
891,9927,2016-04-27 10:25:09,4046,联接基金,307.0
892,9927,2016-04-07 10:25:09,3440,联接基金,5830.0
893,9928,2016-04-07 10:25:09,3570,其他型,6127.0
894,9928,2016-04-27 10:25:09,3579,货币型,540.0
895,9928,2016-04-27 10:25:09,4013,QDII,342.0
896,9928,2016-04-27 10:25:09,4032,QDII,4420.0
897,9928,2016-04-07 10:25:09,3479,混合型,5526.0
898,9929,2016-04-27 10:25:09,3509,联接基金,110019.0
899,9929,2016-04-27 10:25:09,3812,货币型,3585.0
900,9929,2016-04-27 10:25:09,3468,联接基金,5693.0
901,9929,2016-04-27 10:25:09,3684,QDII-指数,369.0
902,9929,2016-04-27 10:25:09,4061,QDII-指数,519981.0
903,9930,2016-04-07 10:25:09,3623,混合型,2789.0
904,9930,2016-04-07 10:25:09,3897,货币型,1624.0
905,9930,2016-04-27 10:25:09,3652,联接基金,530015.0
906,9930,2016-04-27 10:25:09,3833,其他型,989.0
907,9930,2016-04-27 10:25:09,3607,理财型,470060.0
908,9930,2016-04-07 10:25:09,4057,货币型,677.0
909,9931,2016-04-27 10:25:09,4057,联接基金,5998.0
910,9931,2016-04-07 10:25:09,3892,货币型,758.0
911,9931,2016-04-27 10:25:09,3585,联接基金,1180.0
912,9931,2016-04-27 10:25:09,3353,货币型,882.0
913,9931,2016-04-07 10:25:09,3513,理财型,783.0
914,9932,2016-04-07 10:25:09,3835,定开债券,2904.0
915,9932,2016-04-07 10:25:09,3348,混合型,1798.0
916,9932,2016-04-07 10:25:09,4070,货币型,3871.0
