,Unnamed: 0,FundCode,名称,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
644,644,1110,中欧瑾泉灵活配置混合A,4,0.0133,0.0785,0.166,无,0.02亿元
645,645,1111,中欧瑾泉灵活配置混合C,4,0.0133,0.0783,0.1579,无,6.06亿元
646,646,1112,东方红中国优势混合,4,0.0405,0.1681,0.6663,中高风险,78.05亿元
647,647,1115,广发聚安混合A,4,0.0167,0.0547,0.2056,中高风险,1.13亿元
648,648,1116,广发聚安混合C,4,0.017,0.0489,0.1895,中高风险,2.32亿元
649,649,1117,中欧精选定期开放混合A,4,0.0315,0.3641,0.3995,中高风险,11.35亿元
650,650,1118,华宝事件驱动混合,4,0.0289,0.1417,-0.115,中高风险,18.98亿元
651,651,1119,国投瑞银新回报混合,4,-0.003,-0.0204,-0.0256,中高风险,0.35亿元
652,652,1120,东方睿鑫热点挖掘混合A,4,0.0462,0.0731,-0.0696,中高风险,0.19亿元
653,653,1121,东方睿鑫热点挖掘混合C,4,0.0308,0.0495,-0.1061,中高风险,1.08亿元
654,654,1122,鹏华弘利混合A,4,0.04,0.0838,0.1417,中高风险,8.84亿元
655,655,1123,鹏华弘利混合C,4,0.0397,0.0805,0.1312,中高风险,0.18亿元
656,656,1124,融通增强收益债券C,2,0.0071,0.0252,0.0242,无,0.04亿元
657,657,1125,博时互联网主题灵活配置混合,4,0.0782,0.1716,0.1099,中高风险,12.65亿元
658,658,1126,上投摩根卓越制造股票,1,0.0924,0.3934,0.1453,高风险,15.04亿元
659,659,1127,中银宏观策略混合,4,0.0156,0.0762,-0.0413,中高风险,11.11亿元
660,660,1128,宝盈新兴产业混合,4,0.0206,0.2247,-0.1081,中高风险,14.17亿元
661,661,1134,广发天天利货币E,3,0.0018,0.0261,0.1055,无,840.29亿元
662,662,1135,益民品质升级混合,4,0.0573,0.2416,-0.0697,中高风险,1.68亿元
663,663,1136,易方达裕如混合,4,0.0027,0.0881,0.1406,无,5.95亿元
664,664,1139,华安新动力灵活配置混合,4,0.0129,0.0516,0.1184,中高风险,12.45亿元
665,665,1140,工银总回报灵活配置混合,4,0.0278,0.2249,0.0167,中高风险,9.15亿元
666,666,1141,泰达宏利创盈混合A,4,0.0477,0.3284,0.4125,中高风险,2.72亿元
667,667,1142,泰达宏利创盈混合B,4,0.048,0.3286,0.3987,中高风险,0.05亿元
668,668,1143,华商量化进取混合,4,0.0423,0.1605,0.1036,中高风险,20.22亿元
669,669,1144,大成互联网思维混合,4,0.0414,0.1985,0.2269,中高风险,11.40亿元
670,670,1146,中欧瑾源灵活配置混合A,4,0.016,0.0637,0.136,无,0.81亿元
671,671,1147,中欧瑾源灵活配置混合C,4,0.0159,0.0633,0.1309,无,3.22亿元
672,672,1148,申万菱信多策略灵活配置混合A,4,-0.0224,0.0055,0.118,中高风险,0.12亿元
673,673,1150,融通互联网传媒灵活配置混合,4,0.0343,-0.0127,-0.162,中高风险,14.60亿元
674,674,1152,融通新区域新经济灵活配置混合,4,0.0541,0.0451,-0.156,中高风险,5.47亿元
675,675,1154,北信瑞丰平安中国,4,0.0676,0.0776,-0.2341,中高风险,0.42亿元
676,676,1156,申万菱信新能源汽车混合,4,0.0635,0.1133,-0.0393,中高风险,2.87亿元
677,677,1157,国联安睿祺灵活配置混合,4,0.0069,0.0783,0.1684,中高风险,0.71亿元
678,678,1158,工银新材料新能源股票,1,0.0167,0.0982,-0.1408,高风险,18.64亿元
679,679,1162,前海开源优势蓝筹股票A,1,0.0504,0.2689,0.3392,高风险,1.31亿元
680,680,1163,银华中国梦30股票,1,0.0199,0.2448,0.26,高风险,6.64亿元
681,681,1164,中欧琪和灵活配置混合A,4,0.0056,0.0756,0.154,无,6.89亿元
682,682,1165,中欧琪和灵活配置混合C,4,0.0051,0.0364,0.0878,无,0.46亿元
683,683,1166,建信环保产业股票,1,0.0187,0.074,-0.1639,高风险,19.82亿元
684,684,1167,金鹰科技创新股票,1,0.0423,0.0883,-0.0817,高风险,5.15亿元
685,685,1170,泰达宏利复兴混合,4,0.0498,0.1985,0.2958,中高风险,10.45亿元
686,686,1171,工银养老产业股票,1,0.0594,0.1662,0.27,高风险,9.88亿元
687,687,1172,鹏华弘泽混合A,4,0.0382,0.0584,0.1052,中高风险,5.20亿元
688,688,1173,中欧瑾和灵活配置混合A,4,0.0128,0.1035,0.0269,中高风险,1.06亿元
689,689,1174,中欧瑾和灵活配置混合C,4,0.0122,0.0995,0.0122,中高风险,0.00亿元
690,690,1175,山证日日添利货币A,3,0.0022,0.0272,0.0953,低风险,0.10亿元
691,691,1176,山证日日添利货币B,3,0.0024,0.0298,0.1036,低风险,4.56亿元
692,692,1177,山证日日添利货币C,3,0.0009,0.0119,0.0471,无,29.71亿元
693,693,1178,前海开源再融资股票,1,0.0349,0.4566,0.5441,高风险,28.01亿元
694,694,1179,德邦大健康灵活配置混合,4,0.0298,0.1662,0.4578,中高风险,3.87亿元
695,695,1181,南方改革机遇,4,0.0251,0.1297,-0.0339,中高风险,10.32亿元
696,696,1182,易方达安心回馈混合,4,0.0593,0.2386,0.4274,无,5.68亿元
697,697,1183,南方利淘A,4,0.0326,0.0814,0.1662,中高风险,5.11亿元
698,698,1184,易方达新常态灵活配置混合,4,0.039,0.0811,-0.3232,中高风险,25.50亿元
699,699,1185,安信动态策略混合A,4,-0.0268,0.065,0.2004,中高风险,0.55亿元
700,700,1186,富国文体健康股票,1,0.0499,0.1624,0.32,高风险,12.81亿元
701,701,1188,鹏华改革红利股票,1,0.0427,0.2493,0.136,高风险,13.28亿元
702,702,1189,广发聚宝混合,4,0.0066,0.0385,0.1718,无,1.48亿元
703,703,1190,鹏华弘润混合A,4,0.0286,0.0733,0.1356,中高风险,14.10亿元
704,704,1191,鹏华弘润混合C,4,0.0283,0.0701,0.1264,中高风险,0.04亿元
705,705,1192,上投摩根整合驱动混合,4,0.0297,0.0172,-0.1725,中高风险,8.23亿元
706,706,1193,中金消费升级,1,0.0353,0.234,-0.0991,高风险,1.68亿元
707,707,1194,景顺长城稳健回报混合A,4,0.0168,0.0641,0.1264,无,5.46亿元
708,708,1195,工银农业产业股票,1,0.007,0.3284,0.1659,高风险,8.77亿元
709,709,1196,东方鼎新灵活配置混合A,4,0.0354,0.2531,0.2151,中高风险,0.71亿元
710,710,1197,长盛转型升级主题灵活配置混合,4,0.0242,0.0547,0.0418,中高风险,19.91亿元
711,711,1198,东方惠新灵活配置混合A,4,0.002,-0.0159,0.0023,中高风险,0.02亿元
712,712,1199,创金合信聚利债券A,2,-0.0018,0.1112,0.0396,中风险,0.18亿元
713,713,1200,创金合信聚利债券C,2,-0.0018,0.1079,0.0259,中风险,0.07亿元
714,714,1201,申万菱信安鑫回报混合A,4,0.0302,0.0682,0.0985,中高风险,0.03亿元
715,715,1202,东方红领先精选混合,4,0.0375,0.0947,0.2133,中高风险,6.06亿元
716,716,1203,东方红稳健精选混合A,4,0.0436,0.1352,0.2723,中高风险,3.52亿元
717,717,1204,东方红稳健精选混合C,4,0.0446,0.1315,0.2559,中高风险,0.07亿元
718,718,1205,建信稳健回报灵活配置混合,4,0.0069,0.0266,0.0751,中高风险,5.13亿元
719,719,1208,诺安低碳经济股票,1,0.0226,0.1794,0.4861,高风险,9.44亿元
720,720,1209,前海开源一带一路混合A,4,0.1129,0.1539,-0.1403,中高风险,1.84亿元
721,721,1210,天弘互联网混合,4,0.1908,0.2959,0.1675,中高风险,7.29亿元
722,722,1211,中欧滚钱宝货币A,3,0.002,0.0276,0.1077,无,954.24亿元
723,723,1212,华润元大稳健债券A,2,-0.0019,0.0383,0.0352,中低风险,0.03亿元
724,724,1213,华润元大稳健债券C,2,-0.0019,0.0347,0.0255,中低风险,0.02亿元
725,725,1215,博时沪港深优质企业基金A,4,0.034,0.2942,0.3892,中高风险,9.00亿元
726,726,1216,易方达新收益混合A,4,0.0945,0.4544,0.616,无,1.18亿元
727,727,1217,易方达新收益混合C,4,0.094,0.4436,0.5978,无,0.89亿元
728,728,1218,国投瑞银精选收益混合,4,0.0623,0.0927,-0.1255,中高风险,5.25亿元
729,729,1219,上投摩根动态多因子混合,4,0.026,0.09,-0.1628,中高风险,5.18亿元
730,730,1220,民生加银研究精选混合,4,0.0699,0.157,-0.041,中高风险,5.28亿元
731,731,1222,鹏华外延成长混合,4,0.0919,0.4203,0.5135,中高风险,4.50亿元
732,732,1223,鹏华文化传媒娱乐股票,1,0.0252,0.1006,-0.104,高风险,0.71亿元
733,733,1224,中邮新思路灵活配置混合,4,0.0511,0.3701,0.3508,中高风险,0.99亿元
734,734,1225,中邮趋势精选灵活配置混合,4,0.0324,0.0149,-0.3296,中高风险,15.17亿元
735,735,1226,中邮稳健添利灵活配置混合,4,0.0201,0.0275,0.0874,中高风险,4.56亿元
736,736,1227,中邮信息产业灵活配置混合,4,0.0667,0.1863,-0.2327,中高风险,25.26亿元
737,737,1228,国联安鑫享灵活配置混合A,4,0.0373,0.1205,-0.016,中高风险,1.18亿元
738,738,1229,德邦福鑫灵活配置混合A,4,-0.0071,-0.1027,-0.1086,中高风险,0.02亿元
739,739,1230,鹏华医药科技,1,0.0552,0.147,0.1274,高风险,13.09亿元
740,740,1231,银华泰利灵活配置混合A,4,0.0529,0.2442,0.3321,中高风险,0.38亿元
741,741,1232,嘉合货币A,3,0.0016,0.0268,0.1155,低风险,2.57亿元
742,742,1233,嘉合货币B,3,0.0018,0.0293,0.1235,低风险,102.31亿元
743,743,1234,国金众赢货币,3,0.0024,0.0325,0.1157,低风险,206.60亿元
744,744,1235,中银国有企业债A,2,0.0118,0.0669,0.1123,中低风险,21.57亿元
745,745,1236,博时丝路主题股票A,1,0.0614,0.1541,0.1799,高风险,10.24亿元
746,746,1239,长盛国企改革混合,4,0.0312,0.075,-0.0928,中高风险,7.24亿元
747,747,1240,民生加银现金增利货币D,3,0.002,0.0275,0.1039,无,0.53亿元
748,748,1244,华泰柏瑞量化智慧混合A,4,0.0055,0.0638,0.0513,中高风险,15.13亿元
749,749,1245,工银生态环境股票,1,0.0565,0.2034,-0.2146,高风险,9.05亿元
750,750,1247,华泰柏瑞新利混合A,4,-0.006,0.0316,0.0951,中高风险,1.46亿元
751,751,1249,易方达新利灵活配置混合,4,0.0319,0.1184,0.2515,无,3.37亿元
752,752,1250,天弘新活力混合,4,0.0208,0.0713,0.1148,中高风险,2.80亿元
753,753,1251,天弘现金管家货币D,3,0.0021,0.0262,0.0987,无,0.03亿元
754,754,1252,中海进取收益混合,4,0.0077,0.0756,0.0164,中高风险,0.48亿元
755,755,1254,泰达宏利新起点混合A,4,-0.0131,0.1996,0.1459,中高风险,0.72亿元
756,756,1255,长城改革红利混合,4,0.0548,0.1656,-0.188,中高风险,4.31亿元
757,757,1256,泓德优选成长混合,4,0.0318,0.1383,0.1594,中高风险,31.20亿元
758,758,1257,兴业收益增强债券A,2,0.0147,0.0836,0.1339,中风险,0.47亿元
759,759,1258,兴业收益增强债券C,2,0.015,0.0797,0.1173,中风险,0.35亿元
760,760,1261,中融新机遇混合,4,0.0215,-0.0174,-0.0925,中高风险,0.96亿元
761,761,1264,银华恒利灵活配置混合A,4,0.0387,0.2324,0.3137,中高风险,0.44亿元
762,762,1265,国泰兴益灵活配置混合A,4,-0.0194,0.0981,0.1486,中高风险,0.67亿元
763,763,1266,国投瑞银招财混合,4,0.1183,0.146,-0.0382,中高风险,1.49亿元
764,764,1267,泰达宏利蓝筹混合,4,0.0309,0.2389,0.2522,中高风险,1.19亿元
765,765,1268,富国国家安全主题混合,4,0.1513,0.1779,-0.0767,中高风险,11.81亿元
766,766,1270,英大灵活配置混合型发起式A,4,0.0457,0.2242,0.2403,中高风险,0.01亿元
767,767,1271,英大灵活配置混合型发起式B,4,0.0453,0.2037,0.2088,中高风险,1.64亿元
768,768,1272,兴业聚利灵活配置混合,4,0.0042,0.2075,-0.0334,中高风险,1.86亿元
769,769,1273,民生加银新动力混合A,4,-0.0188,-0.1952,-0.2082,中高风险,0.18亿元
770,770,1274,民生加银新动力混合D,4,0.0,0.0,--,无,0.00亿元
771,771,1275,中邮创新优势灵活配置混合,4,0.0232,0.0326,-0.324,中高风险,3.53亿元
772,772,1276,建信新经济灵活配置混合,4,0.0479,0.11,0.0142,中高风险,4.00亿元
773,773,1277,博时国企改革股票,1,0.0094,0.0286,-0.0574,高风险,10.99亿元
774,774,1278,前海开源清洁能源混合A,4,0.0281,0.4505,0.5398,中高风险,18.24亿元
775,775,1279,中海积极增利混合,4,0.0666,0.2416,0.0549,中高风险,2.08亿元
776,776,1280,银华聚利灵活配置混合A,4,0.0524,0.1978,0.2061,中高风险,3.83亿元
777,777,1281,长安鑫利优选混合A,4,0.0174,0.1164,0.5512,中高风险,0.39亿元
778,778,1282,华安新机遇灵活配置,4,0.0202,0.0956,0.134,中高风险,1.16亿元
779,779,1283,红塔红土盛金新动力混合A,4,0.0323,0.0633,0.0849,中高风险,0.94亿元
780,780,1284,红塔红土盛金新动力混合C,4,0.0321,0.0607,0.0938,中高风险,0.19亿元
781,781,1285,易方达新鑫混合I,4,0.034,0.126,0.2292,无,3.60亿元
782,782,1286,易方达新鑫混合E,4,0.0343,0.1227,0.2148,无,0.06亿元
783,783,1287,安信优势增长混合A,4,0.0358,0.1722,0.5314,中高风险,0.81亿元
784,784,1291,大摩量化多策略股票,1,0.0111,0.0993,-0.1923,高风险,4.57亿元
785,785,1294,新华战略新兴产业灵活配置混合,4,0.0515,-0.015,-0.3341,中高风险,1.50亿元
786,786,1296,长城转型成长灵活配置混合,4,0.0263,0.0325,--,中高风险,0.80亿元
787,787,1297,平安智慧中国混合,4,0.043,0.274,-0.07,中高风险,4.19亿元
788,788,1298,金鹰民族新兴混合,4,-0.0125,0.1564,0.1046,中高风险,0.85亿元
789,789,1299,兴业添利债券,2,0.0079,0.065,0.127,无,84.58亿元
790,790,1300,大成睿景灵活配置混合A,4,0.0804,0.2462,-0.0526,中高风险,5.65亿元
791,791,1301,大成睿景灵活配置混合C,4,0.0802,0.2374,-0.0739,中高风险,3.12亿元
792,792,1302,前海开源金银珠宝混合A,4,0.0686,0.3388,-0.1928,中高风险,4.39亿元
793,793,1303,银华稳利灵活配置混合A,4,0.0129,0.014,-0.0961,中高风险,0.45亿元
794,794,1304,建信鑫安回报灵活配置混合,4,0.0059,0.0236,0.079,无,6.02亿元
795,795,1305,九泰天富改革混合,4,0.0132,0.0405,-0.148,中高风险,6.05亿元
796,796,1306,中欧永裕混合A,4,0.0257,0.1992,0.054,中高风险,13.76亿元
797,797,1307,中欧永裕混合C,4,0.0244,0.1889,0.0301,中高风险,0.26亿元
798,798,1308,博时外服货币,3,0.0022,0.0275,0.1109,低风险,54.75亿元
799,799,1309,东方红睿逸定期开放混合,4,0.0239,0.0962,0.3303,中高风险,11.71亿元
800,800,1311,华安新回报灵活配置混合,4,0.0175,0.0672,0.1539,中高风险,7.13亿元
801,801,1312,华安新优选灵活配置混合A,4,-0.0022,0.0044,-0.1118,中高风险,0.41亿元
802,802,1313,上投摩根智慧互联股票,1,0.0638,0.1438,-0.063,高风险,14.10亿元
803,803,1314,易方达新益混合I,4,0.0229,0.1393,0.3006,无,2.75亿元
804,804,1315,易方达新益混合E,4,0.0226,0.1373,0.2961,无,0.60亿元
805,805,1316,安信稳健增值混合A,4,0.0116,0.1029,0.2467,中高风险,3.94亿元
806,806,1318,东方新策略灵活配置混合A,4,0.0339,0.0415,-0.0729,中高风险,1.39亿元
807,807,1319,农银信息传媒股票,1,0.1282,0.1628,-0.0611,高风险,13.47亿元
808,808,1320,工银丰盈回报灵活配置混合,4,0.0074,0.2205,0.1705,中高风险,0.90亿元
809,809,1322,东吴新趋势,4,0.0195,0.0335,-0.3539,中高风险,2.32亿元
810,810,1323,东吴移动互联A,4,0.0258,-0.0108,-0.086,中高风险,0.98亿元
811,811,1324,华宝新价值混合,4,0.0355,0.1123,0.1752,中高风险,4.03亿元
812,812,1325,鹏华弘和混合A,4,0.035,0.0584,0.1295,中高风险,2.35亿元
813,813,1326,鹏华弘和混合C,4,0.035,0.0588,0.1204,中高风险,0.82亿元
814,814,1330,鹏华弘实混合C,4,-0.0002,0.0117,0.0438,中高风险,1.22亿元
815,815,1331,鹏华弘信混合A,4,0.0451,0.1273,0.1148,中高风险,4.01亿元
816,816,1332,鹏华弘信混合C,4,0.0451,0.1273,0.1128,中高风险,0.00亿元
817,817,1334,南方利鑫A,4,0.027,0.0741,0.1503,中高风险,6.07亿元
818,818,1335,南方利众A,4,0.0254,0.1068,0.1337,中高风险,2.90亿元
819,819,1336,鹏华弘益混合A,4,0.0349,0.0985,0.1363,中高风险,0.08亿元
820,820,1337,鹏华弘益混合C,4,0.0347,0.0976,0.1311,中高风险,6.82亿元
821,821,1338,安信稳健增值混合C,4,0.0112,0.0975,0.2196,中高风险,1.26亿元
822,822,1339,兴银鼎新灵活配置混合,4,0.0346,-0.0346,-0.1244,中高风险,0.46亿元
823,823,1342,易方达新享混合A,4,0.0356,0.1187,0.2378,无,3.47亿元
824,824,1343,易方达新享混合C,4,0.0351,0.1153,0.2278,无,0.16亿元
825,825,1345,富国新收益灵活配置混合A,4,-0.0026,0.0192,0.1191,无,0.45亿元
826,826,1347,富国新收益灵活配置混合C,4,-0.0033,0.0133,0.1023,无,0.58亿元
827,827,1348,大摩新机遇混合,4,-0.0093,-0.0225,-0.0992,中高风险,0.36亿元
828,828,1349,富国改革动力混合,4,0.0309,0.141,-0.3074,中高风险,25.45亿元
829,829,1352,民生加银新战略混合,4,-0.0063,0.0975,0.2314,中高风险,1.43亿元
830,830,1355,广发聚泰混合A,4,0.0212,0.0361,0.1764,中高风险,0.59亿元
831,831,1356,广发聚泰混合C,4,0.0211,0.0401,0.1632,中高风险,0.09亿元
832,832,1357,泓德泓富混合A,4,0.031,0.1905,0.1966,中高风险,26.25亿元
833,833,1358,宝盈祥泰混合A,4,0.0331,0.1054,0.0938,中高风险,3.10亿元
834,834,1359,国联安添鑫灵活配置混合A,4,0.1068,0.1727,0.0701,中高风险,0.20亿元
835,835,1362,景顺长城领先回报混合A,4,0.0041,0.0869,0.2205,中高风险,2.55亿元
836,836,1363,长城久惠灵活配置混合,4,0.0074,0.0347,0.0523,中高风险,0.81亿元
837,837,1364,大成景润灵活配置混合,4,-0.0067,-0.1315,--,中高风险,2.62亿元
838,838,1365,大成正向回报灵活配置混合,4,0.0594,0.1042,0.096,中高风险,1.36亿元
839,839,1366,金鹰产业整合混合,4,0.0476,0.1135,-0.0948,中高风险,2.45亿元
840,840,1367,德邦新添利债券A,2,0.0056,0.0819,0.1614,中风险,1.47亿元
841,841,1370,中银新趋势混合,4,0.0766,0.139,0.1894,中高风险,3.03亿元
842,842,1371,富国沪港深价值混合,4,0.0068,0.0629,0.3948,中高风险,37.32亿元
843,843,1373,易方达新丝路灵活配置混合,4,0.0155,0.2345,0.2669,中高风险,107.91亿元
844,844,1374,华夏现金增利货币B,3,0.0022,0.0304,0.1094,无,150.63亿元
845,845,1375,金元顺安优质精选混合C,4,0.0119,0.0252,-0.0494,中高风险,1.38亿元
846,846,1376,泓德泓富混合C,4,0.0306,0.1847,0.1795,中高风险,0.02亿元
847,847,1379,景顺长城领先回报混合C,4,0.0036,0.0845,0.2141,中高风险,0.09亿元
848,848,1381,鹏华弘泽混合C,4,0.0373,0.0554,0.0987,中高风险,0.00亿元
849,849,1382,易方达国企改革混合,4,0.0182,0.3587,--,中高风险,1.42亿元
850,850,1384,东方新思路混合A,4,0.0224,0.0439,-0.0966,中高风险,1.97亿元
851,851,1385,东方新思路混合C,4,0.022,0.04,-0.1071,中高风险,1.59亿元
852,852,1386,天弘弘运宝货币A,3,0.0022,0.0303,0.1058,低风险,4.24亿元
853,853,1387,中融新经济混合A,4,0.0662,0.1455,1.2422,中高风险,0.83亿元
854,854,1388,中融新经济混合C,4,0.0661,0.1439,0.1267,中高风险,0.01亿元
855,855,1391,天弘弘运宝货币B,3,0.002,0.0283,0.0996,低风险,161.78亿元
856,856,1392,国富金融地产混合A,4,-0.022,0.1817,0.1659,中高风险,0.15亿元
857,857,1393,国富金融地产混合C,4,-0.0223,0.2402,0.2425,中高风险,0.19亿元
858,858,1396,建信互联网+产业升级股票,1,0.0619,0.198,-0.0757,高风险,9.14亿元
859,859,1398,华泰柏瑞健康生活混合,4,0.025,0.3667,0.2173,中高风险,6.06亿元
860,860,1399,安信鑫安得利混合A,4,-0.01,0.0738,0.1464,中高风险,0.18亿元
861,861,1400,安信鑫安得利混合C,4,-0.0103,0.0716,0.1392,中高风险,0.67亿元
862,862,1401,德邦如意货币,3,0.0022,0.0295,0.108,低风险,32.25亿元
863,863,1402,信诚新选混合A,4,-0.001,0.0301,-0.0172,中高风险,0.02亿元
864,864,1403,招商国企改革主题混合基金,4,0.0576,0.0903,-0.0717,中高风险,6.58亿元
865,865,1404,招商移动互联网产业股票基金,1,0.0491,0.1512,-0.0932,高风险,12.14亿元
866,866,1405,东方红策略精选混合A,4,0.0266,0.0642,0.1664,中高风险,6.57亿元
867,867,1406,东方红策略精选混合C,4,0.0261,0.0582,0.1488,中高风险,1.43亿元
868,868,1407,景顺长城稳健回报混合C,4,0.0171,0.0615,0.1152,无,0.52亿元
869,869,1408,建信鑫丰回报灵活配置混合A,4,0.0116,0.0072,0.0216,中高风险,0.27亿元
870,870,1409,工银互联网加股票,1,0.0793,0.1531,-0.3333,高风险,31.97亿元
871,871,1410,信达澳银新能源产业股票,1,0.1545,0.3509,0.7296,高风险,11.62亿元
872,872,1411,诺安创新驱动混合A,4,0.0275,0.0551,0.0799,中高风险,0.58亿元
873,873,1412,德邦鑫星价值灵活配置混合A,4,0.0083,0.0617,0.1607,中高风险,0.57亿元
874,874,1413,中融鑫起点混合A,4,0.0696,0.1066,-0.004,中高风险,0.59亿元
875,875,1414,中融鑫起点混合C,4,0.0711,0.1044,-0.0334,中高风险,0.59亿元
876,876,1415,信诚新锐混合A,4,0.0146,0.034,0.0351,中高风险,0.63亿元
877,877,1416,嘉实事件驱动股票,1,0.037,0.1757,-0.1074,高风险,44.71亿元
878,878,1417,汇添富医疗服务混合,4,0.076,0.1455,0.2792,中高风险,85.08亿元
879,879,1419,泰达宏利新思路混合A,4,0.0334,0.2403,0.1684,中高风险,1.47亿元
880,880,1421,南方量化成长,1,0.0259,0.0204,-0.2341,高风险,4.65亿元
881,881,1422,景顺长城安享回报混合A,4,0.0178,0.0828,0.1743,中高风险,3.53亿元
882,882,1423,景顺长城安享回报混合C,4,0.018,0.0851,0.1724,中高风险,0.15亿元
883,883,1424,博时新起点混合A,4,-0.0072,0.3707,0.5444,中高风险,0.21亿元
884,884,1425,博时新起点混合C,4,-0.0073,0.3878,0.5593,中高风险,0.36亿元
885,885,1427,招商丰泽混合A,4,0.0074,0.0938,0.1197,中高风险,10.30亿元
886,886,1428,工银瑞信灵活配置混合B,4,-0.0009,0.0339,--,无,4.45亿元
887,887,1430,中邮乐享收益灵活配置混合,4,0.0807,0.1405,0.2755,中高风险,1.23亿元
888,888,1433,易方达瑞景混合,4,0.0101,0.1124,0.2905,中高风险,3.09亿元
889,889,1437,易方达瑞享混合I,4,0.0767,0.0562,0.0254,中高风险,1.05亿元
890,890,1438,易方达瑞享混合E,4,0.0768,0.054,0.0196,中高风险,0.66亿元
891,891,1443,易方达瑞选灵活配置混合I,4,0.0326,0.1646,0.2945,无,5.99亿元
892,892,1444,易方达瑞选灵活配置混合E,4,0.032,0.1686,0.293,无,0.01亿元
893,893,1445,华安国企改革主题灵活配置混合,4,0.0243,0.3968,0.4587,中高风险,3.36亿元
894,894,1446,招商丰泽混合C,4,0.0075,0.088,0.1028,中高风险,0.00亿元
895,895,1447,天弘惠利混合,4,0.0197,0.0648,0.1574,无,2.79亿元
896,896,1448,华商双翼平衡混合,4,0.0044,0.0515,0.0106,中高风险,1.22亿元
897,897,1449,华商双驱优选混合,4,0.0635,0.2752,0.0788,中高风险,5.18亿元
898,898,1457,华商新常态混合,4,0.0838,0.1628,-0.2355,中高风险,1.93亿元
899,899,1463,光大一带一路混合,4,0.0886,0.0397,-0.0731,中高风险,4.75亿元
900,900,1464,光大鼎鑫混合A,4,-0.0099,-0.0138,0.0253,中高风险,0.97亿元
901,901,1466,华富永鑫灵活配置混合A,4,-0.0079,-0.0189,-0.0358,中高风险,0.01亿元
902,902,1467,华富永鑫灵活配置混合C,4,-0.0079,-0.0199,-0.0388,中高风险,0.04亿元
903,903,1468,广发改革混合,4,0.0551,0.188,-0.2474,中高风险,3.00亿元
904,904,1470,融通通鑫灵活配置混合,4,0.0251,0.0916,0.1815,中高风险,11.64亿元
905,905,1471,融通新能源灵活配置混合,4,0.0512,0.0501,0.0675,中高风险,10.85亿元
906,906,1473,建信大安全战略精选股票,1,0.0713,0.3434,0.3667,高风险,1.54亿元
907,907,1474,兴银丰盈灵活配置,4,0.038,0.0928,0.1827,中高风险,0.51亿元
908,908,1475,易方达国防军工混合,4,0.0685,0.1017,-0.1419,中高风险,30.90亿元
909,909,1476,中银智能制造股票,1,0.0514,0.1332,-0.1449,高风险,14.25亿元
910,910,1477,泰康薪意保货币A,3,0.0019,0.0271,0.104,低风险,12.23亿元
911,911,1478,泰康薪意保货币B,3,0.0021,0.0295,0.1119,低风险,98.40亿元
912,912,1479,中邮风格轮动灵活配置混合,4,0.0478,0.087,-0.0046,中高风险,0.50亿元
913,913,1480,财通成长优选混合,4,0.1895,0.556,0.2222,中高风险,7.70亿元
914,914,1482,上投摩根新兴服务股票,1,0.0484,0.2207,0.128,高风险,0.63亿元
915,915,1484,天弘新价值混合,4,0.0243,0.1361,0.1239,中高风险,2.95亿元
916,916,1485,华安添颐混合,4,0.0112,0.0636,0.1163,无,10.94亿元
917,917,1487,宝盈优势产业混合,4,-0.0324,0.3961,0.292,中高风险,1.18亿元
918,918,1488,万家瑞丰灵活配置混合A,4,-0.0004,-0.003,0.0666,中高风险,0.01亿元
919,919,1489,万家瑞丰灵活配置混合C,4,-0.0006,-0.0084,0.0495,中高风险,2.34亿元
920,920,1490,汇添富国企创新股票,1,0.047,0.1765,-0.0031,高风险,6.40亿元
921,921,1495,东方新价值混合A,4,-0.0179,-0.0008,0.0245,中高风险,0.05亿元
922,922,1496,工银聚焦30股票,1,0.0,0.1538,-0.2329,高风险,1.94亿元
923,923,1498,建信鑫荣回报灵活配置混合,4,0.054,0.1561,--,无,2.55亿元
924,924,1499,国投瑞银新增长混合A,4,0.0628,0.1302,0.2341,中高风险,2.20亿元
925,925,1500,泓德远见回报混合,4,0.0466,0.2411,0.301,中高风险,31.17亿元
926,926,1503,南方利鑫C,4,0.027,0.0741,0.1503,无,0.00亿元
927,927,1504,南方利淘C,4,0.0318,0.0806,0.1653,无,0.03亿元
928,928,1505,南方利众C,4,0.0256,0.1323,0.1609,无,0.41亿元
929,929,1506,景顺长城泰和回报混合A,4,-0.0041,0.0949,0.1703,无,0.55亿元
930,930,1507,景顺长城泰和回报混合C,4,-0.0049,0.0883,0.1593,无,0.13亿元
931,931,1508,富国新动力灵活配置混合A,4,0.0934,0.3977,0.6997,中高风险,2.28亿元
932,932,1510,富国新动力灵活配置混合C,4,0.093,0.3912,0.6818,中高风险,0.54亿元
933,933,1511,兴全新视野定开混合,4,0.0305,0.219,0.295,中高风险,74.56亿元
934,934,1513,易方达信息产业混合,4,0.1544,0.2583,--,中高风险,5.26亿元
935,935,1515,平安新鑫先锋C,4,0.0257,0.0462,-0.1801,中高风险,0.01亿元
936,936,1518,万家瑞兴,4,-0.0164,0.2372,0.2585,中高风险,3.22亿元
937,937,1520,国投瑞银研究精选股票,1,0.0276,0.1661,--,高风险,0.54亿元
938,938,1521,国寿安保成长优选股票,1,0.0694,0.0661,0.0743,高风险,3.77亿元
