,用户编码,用户类型,性别,开户时长,帐户余额,年龄,基金代码,基金类型,投资时间,投资金额,投资方式,手续费
4021,157,C1,男,25,41836,41,2952,股票型,2018-01-28,3299,申购,798
4022,157,C1,男,25,41836,41,916,股票型,2018-06-02,4095,定投,1095
4023,157,C1,男,25,41836,41,1050,股票型,2018-03-23,2912,认购,781
4024,158,C2,女,35,98113,46,242,混合型,2018-04-22,8512,认购,586
4025,158,C2,女,35,98113,46,327,混合型,2018-08-05,7584,认购,1080
4026,158,C2,女,35,98113,46,1849,股票型,2018-07-21,8920,认购,1028
4027,158,C2,女,35,98113,46,1054,股票型,2018-01-22,9431,认购,437
4028,158,C2,女,35,98113,46,17,混合型,2018-08-31,6436,认购,448
4029,158,C2,女,35,98113,46,1104,股票型,2018-06-20,4971,认购,694
4030,158,C2,女,35,98113,46,696,股票型,2018-05-30,7371,认购,1036
4031,158,C2,女,35,98113,46,172,混合型,2018-06-19,6895,认购,823
4032,158,C2,女,35,98113,46,328,混合型,2018-01-25,4518,认购,1012
4033,158,C2,女,35,98113,46,39,混合型,2018-06-29,9219,认购,474
4034,158,C2,女,35,98113,46,65,混合型,2018-01-25,8218,认购,1131
4035,158,C2,女,35,98113,46,308,混合型,2018-05-01,4887,认购,732
4036,158,C2,女,35,98113,46,2334,股票型,2018-01-10,6803,认购,1152
4037,158,C2,女,35,98113,46,1416,股票型,2018-05-02,7963,定投,627
4039,158,C2,女,35,98113,46,120,混合型,2018-08-20,7823,认购,1187
4040,158,C2,女,35,98113,46,327,混合型,2018-03-28,6244,认购,881
4041,158,C2,女,35,98113,46,1705,股票型,2018-05-20,8056,认购,955
4042,158,C2,女,35,98113,46,219,混合型,2018-01-20,6146,认购,1191
4043,159,C1,男,24,52459,42,2168,股票型,2018-03-13,3310,申购,1128
4044,159,C1,男,24,52459,42,1421,股票型,2018-01-11,4478,申购,745
4045,159,C1,男,24,52459,42,1605,股票型,2018-01-01,3042,申购,803
4046,159,C1,男,24,52459,42,3190,股票型,2018-04-14,2661,定投,1044
4047,159,C1,男,24,52459,42,793,股票型,2018-02-05,4184,认购,1198
4048,159,C1,男,24,52459,42,1707,股票型,2018-06-02,2942,定投,632
4049,159,C1,男,24,52459,42,592,股票型,2018-07-11,3094,定投,1095
4050,159,C1,男,24,52459,42,3312,股票型,2018-02-24,4416,申购,797
4051,159,C1,男,24,52459,42,2861,股票型,2018-04-25,4569,申购,1114
4052,159,C1,男,24,52459,42,711,股票型,2018-08-25,4270,申购,884
4053,159,C1,男,24,52459,42,411,股票型,2018-01-31,4977,定投,725
4054,159,C1,男,24,52459,42,2595,股票型,2018-04-17,2927,申购,790
4055,159,C1,男,24,52459,42,1042,股票型,2018-04-09,2526,认购,1100
4056,159,C1,男,24,52459,42,1167,股票型,2018-05-24,3135,认购,1086
4057,159,C1,男,24,52459,42,1072,股票型,2018-08-26,3793,申购,762
4058,159,C1,男,24,52459,42,1781,股票型,2018-03-12,3080,认购,1185
4059,159,C1,男,24,52459,42,1915,股票型,2018-07-07,3229,其他,1079
4060,159,C1,男,24,52459,42,991,股票型,2018-06-10,5015,认购,791
4061,159,C1,男,24,52459,42,1825,股票型,2018-02-15,4456,认购,1133
4062,159,C1,男,24,52459,42,697,股票型,2018-05-22,3389,申购,1108
4063,159,C1,男,24,52459,42,524,股票型,2018-01-17,3491,认购,627
4064,159,C1,男,24,52459,42,524,股票型,2018-08-05,4295,定投,1137
4065,159,C1,男,24,52459,42,1975,股票型,2018-05-03,5044,认购,667
4066,159,C1,男,24,52459,42,1,混合型,2018-04-22,4699,定投,1155
4067,159,C1,男,24,52459,42,1638,股票型,2018-01-01,4299,申购,768
4068,159,C1,男,24,52459,42,884,股票型,2018-07-29,2860,定投,1134
4069,159,C1,男,24,52459,42,3622,股票型,2018-06-01,4632,认购,630
4070,159,C1,男,24,52459,42,2387,股票型,2018-08-06,4225,认购,631
4071,159,C1,男,24,52459,42,1416,股票型,2018-08-31,3471,认购,816
4072,159,C1,男,24,52459,42,1663,股票型,2018-01-27,3072,定投,1149
4073,159,C1,男,24,52459,42,1188,股票型,2018-01-02,2712,其他,674
4074,159,C1,男,24,52459,42,1054,股票型,2018-04-08,5019,其他,665
4075,160,C1,男,24,42528,40,3145,股票型,2018-06-09,3427,认购,1114
4076,160,C1,男,24,42528,40,6,混合型,2018-03-01,3465,其他,1103
4077,160,C1,男,24,42528,40,513,股票型,2018-01-10,4810,认购,702
4078,160,C1,男,24,42528,40,751,股票型,2018-03-10,3026,认购,797
4079,160,C1,男,24,42528,40,1719,股票型,2018-02-08,4336,申购,992
4080,160,C1,男,24,42528,40,1421,股票型,2018-08-17,2551,申购,659
4081,160,C1,男,24,42528,40,1542,股票型,2018-03-19,4187,定投,761
4082,160,C1,男,24,42528,40,1703,股票型,2018-02-08,5033,认购,1093
4083,160,C1,男,24,42528,40,2289,股票型,2018-05-07,2776,定投,1015
4084,160,C1,男,24,42528,40,1158,股票型,2018-06-06,4087,定投,611
4085,160,C1,男,24,42528,40,1070,股票型,2018-01-02,2623,申购,975
4086,160,C1,男,24,42528,40,955,股票型,2018-05-07,4457,认购,704
4087,160,C1,男,24,42528,40,2210,股票型,2018-04-20,4034,认购,947
4088,160,C1,男,24,42528,40,1917,股票型,2018-04-24,4584,认购,623
4089,160,C1,男,24,42528,40,1039,股票型,2018-03-16,3261,其他,726
4090,160,C1,男,24,42528,40,3053,股票型,2018-07-14,4361,定投,720
4091,160,C1,男,24,42528,40,2595,股票型,2018-01-02,4328,其他,714
4092,160,C1,男,24,42528,40,1975,股票型,2018-08-22,3055,认购,889
4093,160,C1,男,24,42528,40,1579,股票型,2018-07-17,3601,其他,869
4094,160,C1,男,24,42528,40,751,股票型,2018-02-28,4034,申购,697
4095,160,C1,男,24,42528,40,2697,股票型,2018-03-16,4379,其他,835
4096,160,C1,男,24,42528,40,2334,股票型,2018-06-26,3895,认购,944
4097,160,C1,男,24,42528,40,2952,股票型,2018-01-23,5013,申购,946
4098,160,C1,男,24,42528,40,2300,股票型,2018-07-13,5022,认购,1121
4099,160,C1,男,24,42528,40,991,股票型,2018-04-22,3905,认购,1028
4100,160,C1,男,24,42528,40,127,混合型,2018-07-02,2606,申购,1198
4101,160,C1,男,24,42528,40,2621,股票型,2018-03-16,2773,其他,771
4102,160,C1,男,24,42528,40,1974,股票型,2018-02-04,4431,定投,1029
4103,160,C1,男,24,42528,40,1396,股票型,2018-04-30,2680,申购,629
4104,161,C1,男,27,51039,42,1616,股票型,2018-07-19,3498,定投,1032
4105,161,C1,男,27,51039,42,1677,股票型,2018-05-30,2743,定投,1104
4106,161,C1,男,27,51039,42,3230,股票型,2018-07-06,2663,定投,968
4107,161,C1,男,27,51039,42,628,股票型,2018-05-22,4512,定投,660
4108,161,C1,男,27,51039,42,1677,股票型,2018-03-04,3427,认购,813
4109,161,C1,男,27,51039,42,1223,股票型,2018-01-27,2533,认购,776
4110,161,C1,男,27,51039,42,1677,股票型,2018-02-16,4929,定投,963
4111,161,C1,男,27,51039,42,991,股票型,2018-01-02,4877,定投,655
4112,161,C1,男,27,51039,42,1009,股票型,2018-01-08,3109,认购,661
4113,161,C1,男,27,51039,42,1628,股票型,2018-06-30,4330,其他,1127
4114,161,C1,男,27,51039,42,756,股票型,2018-07-14,2532,申购,859
4115,161,C1,男,27,51039,42,2334,股票型,2018-08-29,3003,定投,845
4116,161,C1,男,27,51039,42,1542,股票型,2018-05-07,4794,认购,976
4117,161,C1,男,27,51039,42,1825,股票型,2018-03-09,4864,其他,913
4118,161,C1,男,27,51039,42,1849,股票型,2018-05-20,2825,其他,1040
4119,161,C1,男,27,51039,42,3232,股票型,2018-05-02,4859,定投,1015
4120,161,C1,男,27,51039,42,1,混合型,2018-04-26,4765,申购,1004
4121,161,C1,男,27,51039,42,1781,股票型,2018-03-03,3277,申购,953
4122,161,C1,男,27,51039,42,2335,股票型,2018-04-07,4504,认购,682
4123,161,C1,男,27,51039,42,1277,股票型,2018-03-03,3108,定投,878
4124,161,C1,男,27,51039,42,828,股票型,2018-07-29,3836,认购,891
4125,161,C1,男,27,51039,42,1482,股票型,2018-02-27,3425,定投,1038
4126,161,C1,男,27,51039,42,594,股票型,2018-06-04,2889,定投,1198
4127,161,C1,男,27,51039,42,996,股票型,2018-02-20,3274,定投,1053
4128,161,C1,男,27,51039,42,1291,股票型,2018-03-27,4948,定投,1036
4129,161,C1,男,27,51039,42,309,股票型,2018-04-10,3117,认购,1087
4130,161,C1,男,27,51039,42,2334,股票型,2018-06-05,2974,其他,971
4131,161,C1,男,27,51039,42,3230,股票型,2018-07-30,3539,定投,1049
4132,161,C1,男,27,51039,42,991,股票型,2018-08-31,4837,其他,669
4133,161,C1,男,27,51039,42,1678,股票型,2018-06-28,3653,申购,1139
4134,162,C1,男,24,41120,40,1178,股票型,2018-05-13,3583,申购,980
4135,162,C1,男,24,41120,40,1396,股票型,2018-08-16,3583,申购,952
4136,162,C1,男,24,41120,40,974,股票型,2018-07-10,3244,其他,1047
4137,162,C1,男,24,41120,40,1416,股票型,2018-03-18,2802,申购,1075
4138,162,C1,男,24,41120,40,1638,股票型,2018-01-25,4517,认购,617
4139,162,C1,男,24,41120,40,418,股票型,2018-02-28,2504,认购,717
4140,162,C1,男,24,41120,40,925,股票型,2018-08-21,3577,定投,615
4141,162,C1,男,24,41120,40,1766,股票型,2018-06-25,3227,其他,1155
4142,162,C1,男,24,41120,40,711,股票型,2018-03-14,2972,认购,880
4143,162,C1,男,24,41120,40,1825,股票型,2018-01-12,4411,认购,934
4144,162,C1,男,24,41120,40,3145,股票型,2018-03-15,3188,认购,851
4145,162,C1,男,24,41120,40,1541,股票型,2018-04-05,3625,认购,719
4146,162,C1,男,24,41120,40,1790,股票型,2018-08-04,3735,其他,660
4147,162,C1,男,24,41120,40,418,股票型,2018-03-05,4649,认购,1102
4148,162,C1,男,24,41120,40,1749,股票型,2018-08-24,2586,申购,1147
4149,162,C1,男,24,41120,40,960,股票型,2018-04-07,3297,其他,791
4150,162,C1,男,24,41120,40,1476,股票型,2018-08-20,3708,认购,754
4151,162,C1,男,24,41120,40,457,股票型,2018-01-05,4559,申购,982
4152,162,C1,男,24,41120,40,457,股票型,2018-06-01,4996,认购,699
4153,162,C1,男,24,41120,40,1790,股票型,2018-08-12,4707,认购,1163
4154,162,C1,男,24,41120,40,1410,股票型,2018-07-06,3880,认购,1185
4155,162,C1,男,24,41120,40,1054,股票型,2018-06-06,2578,申购,762
4156,162,C1,男,24,41120,40,1542,股票型,2018-07-06,4396,认购,716
4157,162,C1,男,24,41120,40,1245,股票型,2018-03-03,4671,申购,974
4158,162,C1,男,24,41120,40,971,股票型,2018-01-12,4802,申购,744
4159,162,C1,男,24,41120,40,1404,股票型,2018-08-18,4118,认购,1065
4160,162,C1,男,24,41120,40,3054,股票型,2018-05-12,5064,认购,1100
4161,162,C1,男,24,41120,40,418,股票型,2018-02-07,4299,认购,897
4162,162,C1,男,24,41120,40,751,股票型,2018-02-22,3790,认购,668
4163,163,C3,男,35,47123,41,1236,股票型,2018-07-04,3018,申购,500
4164,163,C3,男,35,47123,41,199,混合型,2018-08-02,3611,其他,576
4165,163,C3,男,35,47123,41,61,混合型,2018-07-23,1990,申购,516
4166,163,C3,男,35,47123,41,196,混合型,2018-01-16,3420,定投,356
4167,163,C3,男,35,47123,41,362,混合型,2018-01-03,3649,定投,663
4168,163,C3,男,35,47123,41,1178,股票型,2018-07-18,2401,其他,665
4169,163,C3,男,35,47123,41,1520,股票型,2018-05-16,2446,申购,864
4170,163,C3,男,35,47123,41,2300,股票型,2018-02-05,2128,其他,328
4171,163,C3,男,35,47123,41,126,混合型,2018-01-03,2876,其他,834
4172,163,C3,男,35,47123,41,328,混合型,2018-02-03,2867,定投,882
4173,163,C3,男,35,47123,41,166,混合型,2018-03-31,3131,申购,630
4174,163,C3,男,35,47123,41,6,混合型,2018-04-25,2190,定投,479
4175,163,C3,男,35,47123,41,979,股票型,2018-01-22,1587,定投,718
4176,163,C3,男,35,47123,41,29,混合型,2018-01-20,2346,定投,326
4177,163,C3,男,35,47123,41,273,混合型,2018-04-08,3421,认购,500
4178,163,C3,男,35,47123,41,165,混合型,2018-07-18,1838,其他,627
4179,163,C3,男,35,47123,41,65,混合型,2018-02-24,2010,定投,705
4180,163,C3,男,35,47123,41,220,混合型,2018-04-23,1571,其他,807
4181,163,C3,男,35,47123,41,524,股票型,2018-01-23,3344,定投,376
4182,163,C3,男,35,47123,41,390,混合型,2018-02-12,1610,定投,382
4183,163,C3,男,35,47123,41,58,混合型,2018-02-10,3261,定投,799
4184,164,C1,男,23,43818,43,1718,股票型,2018-03-12,3036,定投,729
4185,164,C1,男,23,43818,43,960,股票型,2018-06-16,2807,定投,990
4186,164,C1,男,23,43818,43,628,股票型,2018-08-10,4719,申购,1114
4187,164,C1,男,23,43818,43,1714,股票型,2018-06-23,4376,认购,952
4188,164,C1,男,23,43818,43,1579,股票型,2018-04-01,4407,定投,1074
4189,164,C1,男,23,43818,43,1541,股票型,2018-05-06,4397,定投,862
4190,164,C1,男,23,43818,43,1490,股票型,2018-03-22,3607,定投,1035
4191,164,C1,男,23,43818,43,1663,股票型,2018-04-16,3257,申购,1025
4192,164,C1,男,23,43818,43,326,股票型,2018-06-18,4444,定投,875
4193,164,C1,男,23,43818,43,1028,股票型,2018-01-12,4588,认购,886
4194,164,C1,男,23,43818,43,2980,股票型,2018-06-08,3078,认购,1186
4195,164,C1,男,23,43818,43,780,股票型,2018-07-11,4600,认购,812
4196,164,C1,男,23,43818,43,1050,股票型,2018-04-21,3298,申购,1089
4197,164,C1,男,23,43818,43,1188,股票型,2018-06-21,3945,认购,827
4198,164,C1,男,23,43818,43,1048,股票型,2018-01-23,3628,认购,1058
4199,164,C1,男,23,43818,43,1651,股票型,2018-06-03,2744,认购,754
4200,164,C1,男,23,43818,43,1040,股票型,2018-08-31,2856,定投,918
4201,164,C1,男,23,43818,43,409,股票型,2018-06-12,2704,其他,940
4202,164,C1,男,23,43818,43,1663,股票型,2018-08-29,5037,申购,799
4203,164,C1,男,23,43818,43,3312,股票型,2018-05-24,2859,定投,725
4204,164,C1,男,23,43818,43,1496,股票型,2018-02-25,2609,认购,1004
4205,164,C1,男,23,43818,43,1223,股票型,2018-03-08,3745,认购,1186
4206,164,C1,男,23,43818,43,1421,股票型,2018-05-13,3574,定投,800
4207,164,C1,男,23,43818,43,1705,股票型,2018-02-20,3212,认购,998
4208,164,C1,男,23,43818,43,1705,股票型,2018-05-25,3014,申购,950
4209,164,C1,男,23,43818,43,2300,股票型,2018-01-27,4139,认购,638
4210,164,C1,男,23,43818,43,1178,股票型,2018-06-17,4502,认购,930
4211,164,C1,男,23,43818,43,1421,股票型,2018-08-22,2504,其他,1089
4212,164,C1,男,23,43818,43,549,股票型,2018-01-12,3265,认购,679
4213,164,C1,男,23,43818,43,3312,股票型,2018-01-21,2618,认购,861
4214,165,C3,男,35,57709,43,172,混合型,2018-07-24,2372,认购,789
4215,165,C3,男,35,57709,43,61,混合型,2018-03-25,3352,申购,695
4216,165,C3,男,35,57709,43,73,混合型,2018-03-04,2853,其他,644
4217,165,C3,男,35,57709,43,471,股票型,2018-07-14,3173,申购,404
4218,165,C3,男,35,57709,43,2334,股票型,2018-01-11,2273,申购,520
4219,165,C3,男,35,57709,43,117,混合型,2018-04-07,3063,申购,634
4220,165,C3,男,35,57709,43,577,股票型,2018-05-03,2862,定投,609
4221,165,C3,男,35,57709,43,220,混合型,2018-04-19,1717,定投,765
4222,165,C3,男,35,57709,43,2210,股票型,2018-04-16,2166,定投,779
4223,165,C3,男,35,57709,43,173,混合型,2018-07-11,2659,申购,838
4224,165,C3,男,35,57709,43,195,混合型,2018-02-01,3027,定投,660
4225,165,C3,男,35,57709,43,166,混合型,2018-01-11,2975,定投,816
4226,165,C3,男,35,57709,43,259,混合型,2018-05-21,3459,申购,516
4227,165,C3,男,35,57709,43,367,混合型,2018-08-03,3492,其他,852
4228,165,C3,男,35,57709,43,367,混合型,2018-03-10,2195,其他,779
4229,165,C3,男,35,57709,43,1245,股票型,2018-06-21,3736,其他,533
4230,165,C3,男,35,57709,43,363,混合型,2018-02-01,2995,其他,859
4231,165,C3,男,35,57709,43,65,混合型,2018-05-12,2958,其他,377
4232,165,C3,男,35,57709,43,273,混合型,2018-03-26,2717,其他,726
4233,165,C3,男,35,57709,43,251,混合型,2018-03-25,3671,其他,896
4234,165,C3,男,35,57709,43,327,混合型,2018-06-22,3411,定投,772
4235,166,C3,男,31,49744,42,1938,股票型,2018-01-04,3670,定投,734
4236,166,C3,男,31,49744,42,362,混合型,2018-05-04,1570,定投,743
4237,166,C3,男,31,49744,42,1917,股票型,2018-01-30,2120,其他,830
4238,166,C3,男,31,49744,42,328,混合型,2018-04-23,3456,申购,765
4239,166,C3,男,31,49744,42,126,混合型,2018-04-01,2226,定投,394
4240,166,C3,男,31,49744,42,1158,股票型,2018-06-16,2449,定投,751
4241,166,C3,男,31,49744,42,31,混合型,2018-01-03,3470,定投,363
4242,166,C3,男,31,49744,42,172,混合型,2018-04-29,1917,定投,644
4243,166,C3,男,31,49744,42,167,混合型,2018-05-24,1616,定投,889
4244,166,C3,男,31,49744,42,136,混合型,2018-08-11,2999,其他,360
4245,166,C3,男,31,49744,42,390,混合型,2018-03-13,2161,定投,772
4246,166,C3,男,31,49744,42,314,混合型,2018-08-20,1704,其他,349
4247,166,C3,男,31,49744,42,327,混合型,2018-06-01,2310,其他,514
4248,166,C3,男,31,49744,42,83,混合型,2018-06-21,3463,定投,396
4249,166,C3,男,31,49744,42,124,混合型,2018-07-01,2369,其他,797
4250,166,C3,男,31,49744,42,165,混合型,2018-06-29,3120,定投,487
4251,166,C3,男,31,49744,42,251,混合型,2018-06-24,2930,其他,695
4252,166,C3,男,31,49744,42,241,混合型,2018-05-05,2260,定投,401
4253,166,C3,男,31,49744,42,39,混合型,2018-04-02,2917,其他,457
4254,166,C3,男,31,49744,42,256,混合型,2018-05-30,3695,定投,798
4255,166,C3,男,31,49744,42,251,混合型,2018-02-16,1904,其他,443
4256,167,C1,女,26,50819,41,1178,股票型,2018-02-06,3440,申购,939
4257,167,C1,女,26,50819,41,696,股票型,2018-08-24,4316,定投,1014
4258,167,C1,女,26,50819,41,893,股票型,2018-07-03,4207,定投,835
4259,167,C1,女,26,50819,41,1678,股票型,2018-06-07,4861,申购,714
4260,167,C1,女,26,50819,41,1579,股票型,2018-05-20,3953,认购,638
4261,167,C1,女,26,50819,41,354,混合型,2018-06-10,2563,认购,1040
4262,167,C1,女,26,50819,41,127,混合型,2018-04-14,2831,申购,955
4263,167,C1,女,26,50819,41,991,股票型,2018-07-28,2883,认购,1180
4264,167,C1,女,26,50819,41,309,股票型,2018-05-25,2507,认购,925
4265,167,C1,女,26,50819,41,1766,股票型,2018-01-26,3062,定投,656
4266,167,C1,女,26,50819,41,457,股票型,2018-05-15,2534,认购,997
4267,167,C1,女,26,50819,41,3622,股票型,2018-02-14,2625,认购,1055
4268,167,C1,女,26,50819,41,2872,股票型,2018-03-02,4782,定投,930
4269,167,C1,女,26,50819,41,971,股票型,2018-07-29,3847,申购,1055
4270,167,C1,女,26,50819,41,3145,股票型,2018-02-20,4676,申购,1066
4271,167,C1,女,26,50819,41,1696,股票型,2018-05-15,2742,定投,907
4272,167,C1,女,26,50819,41,1126,股票型,2018-05-09,2648,定投,847
4273,167,C1,女,26,50819,41,326,股票型,2018-02-10,3382,申购,696
4274,167,C1,女,26,50819,41,577,股票型,2018-06-25,3059,其他,756
4275,167,C1,女,26,50819,41,1541,股票型,2018-05-31,2672,认购,1104
4276,167,C1,女,26,50819,41,2595,股票型,2018-07-26,3618,认购,704
4277,167,C1,女,26,50819,41,1410,股票型,2018-07-21,2719,认购,750
4278,167,C1,女,26,50819,41,1579,股票型,2018-07-23,2614,认购,830
4279,167,C1,女,26,50819,41,2289,股票型,2018-07-11,5050,认购,730
4280,167,C1,女,26,50819,41,3190,股票型,2018-06-25,4969,定投,738
4281,167,C1,女,26,50819,41,1230,股票型,2018-03-13,5027,定投,933
4282,167,C1,女,26,50819,41,1663,股票型,2018-05-06,4344,其他,1013
4283,167,C1,女,26,50819,41,3312,股票型,2018-06-18,3353,认购,802
4284,167,C1,女,26,50819,41,913,股票型,2018-06-22,4620,其他,950
4285,168,C5,男,11,156464,43,356,债券型,2018-05-15,3234,认购,1030
4286,169,C3,女,32,41773,42,242,混合型,2018-06-30,2813,其他,718
4287,169,C3,女,32,41773,42,120,混合型,2018-08-05,3556,其他,502
4288,169,C3,女,32,41773,42,1877,股票型,2018-03-09,2287,其他,682
4289,169,C3,女,32,41773,42,367,混合型,2018-07-26,2408,申购,482
4290,169,C3,女,32,41773,42,30,混合型,2018-08-28,2042,申购,882
4291,169,C3,女,32,41773,42,1938,股票型,2018-03-19,3145,其他,395
4292,169,C3,女,32,41773,42,294,混合型,2018-07-06,1855,其他,312
4293,169,C3,女,32,41773,42,195,混合型,2018-08-21,2387,定投,330
4294,169,C3,女,32,41773,42,264,混合型,2018-08-19,2893,其他,782
4295,169,C3,女,32,41773,42,1048,股票型,2018-08-24,2635,其他,556
4296,169,C3,女,32,41773,42,524,股票型,2018-08-15,3097,申购,354
4297,169,C3,女,32,41773,42,126,混合型,2018-06-02,1581,定投,403
4298,169,C3,女,32,41773,42,72,混合型,2018-04-19,2449,其他,398
4299,169,C3,女,32,41773,42,390,混合型,2018-08-30,1822,其他,840
4300,169,C3,女,32,41773,42,1396,股票型,2018-04-29,2252,其他,337
4301,169,C3,女,32,41773,42,314,混合型,2018-05-04,2168,定投,889
4302,169,C3,女,32,41773,42,214,混合型,2018-05-10,3147,定投,313
4303,169,C3,女,32,41773,42,3232,股票型,2018-08-26,1646,申购,571
4304,169,C3,女,32,41773,42,31,混合型,2018-01-25,2369,申购,857
4305,169,C3,女,32,41773,42,219,混合型,2018-02-01,2185,定投,463
4306,170,C1,男,25,58691,43,549,股票型,2018-04-29,3078,申购,1027
4307,170,C1,男,25,58691,43,117,混合型,2018-03-10,4924,其他,691
4308,170,C1,男,25,58691,43,3312,股票型,2018-03-30,3909,申购,732
4309,170,C1,男,25,58691,43,1736,股票型,2018-01-18,4152,认购,1023
4310,170,C1,男,25,58691,43,1726,股票型,2018-02-13,4807,认购,905
4311,170,C1,男,25,58691,43,2333,股票型,2018-06-20,3369,认购,868
4312,170,C1,男,25,58691,43,1126,股票型,2018-03-12,4482,定投,656
4313,170,C1,男,25,58691,43,1421,股票型,2018-05-28,4479,定投,763
4314,170,C1,男,25,58691,43,524,股票型,2018-04-14,2689,申购,996
4315,170,C1,男,25,58691,43,751,股票型,2018-07-23,3512,认购,600
4316,170,C1,男,25,58691,43,1616,股票型,2018-07-29,4367,认购,670
4317,170,C1,男,25,58691,43,1579,股票型,2018-04-09,4800,定投,1087
4318,170,C1,男,25,58691,43,1733,股票型,2018-04-02,4643,定投,856
4319,170,C1,男,25,58691,43,82,股票型,2018-02-02,4225,定投,729
4320,170,C1,男,25,58691,43,3232,股票型,2018-04-14,4000,申购,862
4321,170,C1,男,25,58691,43,955,股票型,2018-06-04,2669,认购,1197
4322,170,C1,男,25,58691,43,1186,股票型,2018-01-05,3172,定投,1003
4323,170,C1,男,25,58691,43,1291,股票型,2018-06-14,3851,其他,1035
4324,170,C1,男,25,58691,43,2289,股票型,2018-07-31,3155,申购,614
4325,170,C1,男,25,58691,43,1396,股票型,2018-01-29,4194,认购,749
4326,170,C1,男,25,58691,43,1576,股票型,2018-04-02,4905,认购,767
4327,170,C1,男,25,58691,43,803,股票型,2018-01-09,2512,定投,953
4328,170,C1,男,25,58691,43,1790,股票型,2018-02-17,4106,认购,1100
4329,170,C1,男,25,58691,43,1583,股票型,2018-03-22,4057,认购,1122
4330,170,C1,男,25,58691,43,2595,股票型,2018-03-31,3826,认购,1031
4331,170,C1,男,25,58691,43,1195,股票型,2018-05-06,3214,定投,1152
4332,170,C1,男,25,58691,43,31,混合型,2018-07-18,4765,认购,812
4333,170,C1,男,25,58691,43,916,股票型,2018-03-19,3448,申购,949
4334,171,C1,男,25,58611,41,577,股票型,2018-08-20,3853,申购,612
4335,171,C1,男,25,58611,41,1663,股票型,2018-08-24,3493,申购,1082
4336,171,C1,男,25,58611,41,1036,股票型,2018-01-23,4687,认购,895
4337,171,C1,男,25,58611,41,1048,股票型,2018-02-04,3938,认购,790
4338,171,C1,男,25,58611,41,411,股票型,2018-07-19,2616,申购,753
4339,171,C1,男,25,58611,41,1178,股票型,2018-06-07,2784,认购,807
4340,171,C1,男,25,58611,41,2861,股票型,2018-01-21,3329,定投,884
4341,171,C1,男,25,58611,41,1208,股票型,2018-07-03,4495,认购,675
4342,171,C1,男,25,58611,41,3054,股票型,2018-05-24,3254,定投,1132
4343,171,C1,男,25,58611,41,2121,股票型,2018-07-18,4557,申购,826
4344,171,C1,男,25,58611,41,1421,股票型,2018-08-21,2544,认购,682
4345,171,C1,男,25,58611,41,309,股票型,2018-01-14,4894,认购,1175
4346,171,C1,男,25,58611,41,3190,股票型,2018-04-20,3778,申购,1007
4347,171,C1,男,25,58611,41,3299,股票型,2018-06-16,3804,定投,1012
4348,171,C1,男,25,58611,41,309,股票型,2018-08-01,4699,认购,769
4349,171,C1,男,25,58611,41,219,混合型,2018-06-18,3726,定投,955
4350,171,C1,男,25,58611,41,1162,股票型,2018-05-10,5009,其他,723
4351,171,C1,男,25,58611,41,971,股票型,2018-01-08,4777,定投,740
4352,171,C1,男,25,58611,41,1496,股票型,2018-01-19,3927,认购,834
4353,171,C1,男,25,58611,41,1186,股票型,2018-06-23,4598,认购,655
4354,171,C1,男,25,58611,41,2334,股票型,2018-03-13,4965,认购,944
4355,171,C1,男,25,58611,41,996,股票型,2018-03-31,2817,其他,646
4356,171,C1,男,25,58611,41,1733,股票型,2018-01-06,3358,认购,814
4357,171,C1,男,25,58611,41,1703,股票型,2018-04-11,3248,认购,1197
4358,171,C1,男,25,58611,41,1733,股票型,2018-03-09,3682,申购,792
4359,171,C1,男,25,58611,41,2300,股票型,2018-04-26,3859,认购,1170
4360,171,C1,男,25,58611,41,1188,股票型,2018-08-29,4694,认购,1076
4361,171,C1,男,25,58611,41,594,股票型,2018-04-28,4950,其他,677
4362,172,C1,男,27,54805,41,831,股票型,2018-07-02,4216,其他,1001
4363,172,C1,男,27,54805,41,82,股票型,2018-05-25,4435,认购,834
4364,172,C1,男,27,54805,41,1717,股票型,2018-01-30,3770,申购,816
4365,172,C1,男,27,54805,41,1781,股票型,2018-08-10,4247,认购,990
4366,172,C1,男,27,54805,41,1717,股票型,2018-07-13,4097,认购,1179
4367,172,C1,男,27,54805,41,2333,股票型,2018-08-14,2818,认购,1065
4368,172,C1,男,27,54805,41,746,股票型,2018-04-08,4980,认购,704
4369,172,C1,男,27,54805,41,2332,股票型,2018-01-14,4241,认购,1191
4370,172,C1,男,27,54805,41,3069,股票型,2018-04-10,4612,定投,1152
4371,172,C1,男,27,54805,41,3053,股票型,2018-04-03,3740,其他,808
4372,172,C1,男,27,54805,41,1956,股票型,2018-05-22,4215,定投,809
4373,172,C1,男,27,54805,41,1577,股票型,2018-05-31,4008,认购,1180
4374,172,C1,男,27,54805,41,1039,股票型,2018-07-11,3055,定投,688
4375,172,C1,男,27,54805,41,1490,股票型,2018-04-15,4543,定投,746
4377,172,C1,男,27,54805,41,3230,股票型,2018-08-22,4213,定投,1129
4378,172,C1,男,27,54805,41,1638,股票型,2018-04-04,3363,定投,1130
4379,172,C1,男,27,54805,41,2334,股票型,2018-05-21,3302,其他,975
4380,172,C1,男,27,54805,41,3069,股票型,2018-04-05,4501,申购,788
