id,基金编号(此值唯一),名称,简称,拼音,成立时间,类型,成立资产,供应商,银行,历史,投资类型,目标,最低购买金额,投资范围,最低购买份额,基金经理,基金经理主页,基金页面,用于计算配比的值
5495,7241,中欧预见养老目标日期2050五年持有期混合型发起式基金中基金(FOF),中欧养老目标2050A,ZOYJYL2050WNCYFOFA,2019-05-10,混合-FOF,10200000,中欧基金管理有限公司,工商银行,,开放式,"本基金是基金中基金,依照下滑曲线进行大类资产配置,灵活投资于多种具有不同风险收益特征的基金和其他资产,在力争实现养老目标的前提下,寻求基金资产的长期稳健增值。",100,"投资组合比例摘要：80%以上基金资产投资于其他经中国证监会依法核准或注册的公开募集的基金(含QDII基金、香港互认基金);本基金对股票、股票型基金、混合型基金和商品基金(含商品期货基金和黄金ETF)的投资合计占基金资产的比例不超过80%,其中对商品基金投资占基金资产的比例不超过10%。本基金不得持有具有复杂、衍生品性质的基金份额,包括分级基金和中国证监会认定的其他基金份额。本基金投资于港股通标的股票不超过股票资产的50%。
本基金保留的现金或到期日在一年以内的政府债券的比例合计不低于基金资产净值的5%,其中现金不包括结算备付金、存出保证金、应收申购款等。
如法律法规或监管机构变更投资品种的投资比例限制,基金管理人在履行适当程序后,可以调整上述投资品种的投资比例。",0.01,桑磊,http://fund.eastmoney.com/manager/30590568.html,,0
5496,7242,中欧预见养老目标日期2050五年持有期混合型发起式基金中基金(FOF),中欧养老目标2050C,ZOYJYL2050WNCYFOFC,2019-05-10,混合-FOF,10200000,中欧基金管理有限公司,工商银行,,开放式,"本基金是基金中基金,依照下滑曲线进行大类资产配置,灵活投资于多种具有不同风险收益特征的基金和其他资产,在力争实现养老目标的前提下,寻求基金资产的长期稳健增值。",100,"投资组合比例摘要：80%以上基金资产投资于其他经中国证监会依法核准或注册的公开募集的基金(含QDII基金、香港互认基金);本基金对股票、股票型基金、混合型基金和商品基金(含商品期货基金和黄金ETF)的投资合计占基金资产的比例不超过80%,其中对商品基金投资占基金资产的比例不超过10%。本基金不得持有具有复杂、衍生品性质的基金份额,包括分级基金和中国证监会认定的其他基金份额。本基金投资于港股通标的股票不超过股票资产的50%。
本基金保留的现金或到期日在一年以内的政府债券的比例合计不低于基金资产净值的5%,其中现金不包括结算备付金、存出保证金、应收申购款等。
如法律法规或监管机构变更投资品种的投资比例限制,基金管理人在履行适当程序后,可以调整上述投资品种的投资比例。",0.01,桑磊,http://fund.eastmoney.com/manager/30590568.html,,0
5538,7328,招商添盈纯债债券型证券投资基金E类,招商添盈E,ZSTYE,2019-05-10,债券型,71152.91,招商基金管理有限公司,中国银行股份有限公司,本基金自2019年5月10日起增设E类份额，并将对本基金的基金合同作相应修改。本基金的基金管理人：招商基金管理有限公司；基金托管人：中国银行股份有限公司；注册登记机构：招商基金管理有限公司。,开放式,本基金力争在控制投资风险的前提下，实现基金资产的长期稳定增值。,0,"本基金的投资范围主要为具有良好流动性的金融工具，包括债券（包括国债、中央银行票据、金融债、地方政府债、企业债、公司债、中小企业私募债、短期融资券、超短期融资券、中期票据、次级债、政府支持机构债、政府支持债券、可分离交易可转债的纯债部分及其他经中国证监会允许投资的债券）、债券回购、资产支持证券、银行存款、同业存单、国债期货、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具（但须符合中国证监会的相关规定）。
    本基金不投资于股票、权证等权益类资产，也不投资于可转换债券（可分离交易可转债的纯债部分除外）、可交换债券。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，本基金持有现金或者到期日在一年以内的政府债券投资比例不低于基金资产净值的5%；其中，现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。",1,向霈,http://quote.cfi.cn/manager.aspx?jjjl=%e5%90%91%e9%9c%8820070101,,0
5581,7405,华宝中证100指数证券投资基金,华宝100C,HBZZ100ZSC,2019-05-10,股票指数,0,华宝基金管理有限公司,建设银行,,开放式,"本基金通过指数化投资,力争控制本基金的净值增长率与业绩比较基准之间的日均跟踪偏离度的绝对值不超过0.35%、年跟踪误差不超过4%,实现对中证100 指数的有效跟踪,谋求基金资产的长期增值。",100,"本基金的投资范围为具有良好流动性的金融工具,包括中证100 指数的成份股及其备选成份股、新股(首次公开发行或增发)、债券,以及经中国证监会批准的允许本基金投资的其它金融工具。法律法规或监管机构以后允许基金投资的其他品种(如股票指数期货等),基金管理人在履行适当程序后,可以将其纳入投资范围。",1,陈建华,http://fund.eastmoney.com/manager/30105820.html,,0
3993,5497,鑫元永利债券型证券投资基金,鑫元永利,XYYL,2019-05-09,债券型,600002643.8,鑫元基金管理有限公司,江苏银行股份有限公司,本基金于2017年12月8日经中国证监会证监许可[2017]2243号文注册募集，2018年9月7日经中国证监会证监许可[2018]1448号文准予变更注册为鑫元永利债券型证券投资基金。本基金自2019年3月4日起至2019年6月3日发售。本基金的基金管理人：鑫元基金管理有限公司；基金托管人：江苏银行股份有限公司；注册登记机构：鑫元基金管理有限公司。,开放式,本基金在严格控制投资组合风险的前提下，积极配置优质债券、合理安排组合期限，力争获取超越业绩比较基准的稳定收益。,0,"本基金的投资范围为具有良好流动性的金融工具，债券（包括国债、金融债、央行票据、企业债、公司债、中期票据、地方政府债、次级债、中小企业私募债、证券公司短期公司债、可分离交易可转债的纯债部分、短期融资券、超短期融资券）、资产支持证券、债券回购、银行存款（包括协议存款、定期存款及其他银行存款等）、同业存单、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
    本基金不投资于股票、权证，也不投资于可转换债券（可分离交易可转债的纯债部分除外）、可交换债券。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金投资于债券资产的比例不低于基金资产的80%，现金或者到期日在一年以内的政府债券占基金资产净值的比例不低于5%，其中现金不包括结算备付金、存出保证金、应收申购款等。",10,王美芹,http://quote.cfi.cn/manager.aspx?jjjl=%e7%8e%8b%e7%be%8e%e8%8a%b920070101,,0
5283,6944,永赢悦利债券型证券投资基金,永赢悦利,YYYL,2019-05-09,债券型,200002876.4,永赢基金管理有限公司,徽商银行股份有限公司,本基金的募集已于2019年1月10日获中国证监会证监许可〔2019〕38号文注册。本基金的发售期为2019年2月19日至2019年5月17日。通过公司的直销机构及其他基金销售机构的销售网点公开发售。本基金的基金管理人：永赢基金管理有限公司；基金托管人：徽商银行股份有限公司；注册登记机构：永赢基金管理有限公司。,开放式,本基金在有效控制投资组合风险的前提下，力争为基金份额持有人获取超越业绩比较基准的投资回报。,0,"本基金的投资范围为具有良好流动性的金融工具，包括债券（政策性金融债、国债、央行票据、地方政府债）、债券回购、银行存款（包括协议存款、定期存款及其他银行存款）以及法律法规或中国证监会允许基金投资的其他金融工具，但须符合中国证监会相关规定。
    本基金不参与股票、权证等权益类资产的投资，也不投资于可转换债券、可交换债券。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金投资债券的比例不低于基金资产的80%，每个交易日日终，保持现金（不含结算备付金、存出保证金、应收申购款等）或者到期日在一年以内的政府债券不低于基金资产净值的5%。",100,牟琼屿,http://quote.cfi.cn/manager.aspx?jjjl=%e7%89%9f%e7%90%bc%e5%b1%bf20100101,,0
5531,7309,鹏华9-10年利率债债券型发起式证券投资基金,鹏华9-10年利率债,PH9-10NLLZ,2019-05-09,债券型,10007444.94,鹏华基金管理有限公司,兴业银行股份有限公司,本基金的募集及其基金份额的发售已获中国证监会证监许可[2019]89号文注册。本基金自2019年5月6日起至2019年5月10日止，通过基金管理人指定的销售机构非限量公开发售。本基金的基金管理人：鹏华基金管理有限公司；基金托管人：兴业银行股份有限公司；注册登记机构：鹏华基金管理有限公司。,开放式,在严格控制投资风险的前提下，通过实施投资管理，力争获取超越业绩比较基准的投资收益。,0,"本基金投资范围为具有良好流动性的金融工具，包括国内依法发行或上市交易的国债、政策性金融债、地方政府债券、央行票据、债券回购以及法律法规或中国证监会允许基金投资的其它金融工具（但须符合中国证监会的相关规定）。本基金不投资股票、权证等资产。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金投资于债券资产的比例不低于基金资产的80%，其中，投资于剩余期限在9-10年（包含9年和10年）的利率债债券的比例不低于债券资产的90%，投资于除政策性金融债外的利率债债券的比例不超过利率债债券资产的10%；现金或到期日在一年以内的政府债券的投资比例不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金、应收申购款等。
    本基金所指利率债债券是指国债、政策性金融债、央行票据。
    如法律法规或中国证监会变更投资品种的投资比例限制，基金管理人在履行适当程序后，可以调整上述投资品种的投资比例。",5,李振宇,http://quote.cfi.cn/manager.aspx?jjjl=%e6%9d%8e%e6%8c%af%e5%ae%8720120101,,0
5564,7373,永赢卓利债券型证券投资基金,永赢卓利,YYZL,2019-05-09,债券型,200004018.6,永赢基金管理有限公司,徽商银行股份有限公司,本基金的募集已于2019年4月16日获中国证监会证监许可[2019]758号文注册。本基金的发售期为2019年4月29日至2019年7月26日。本基金的基金管理人：永赢基金管理有限公司；基金托管人：徽商银行股份有限公司；注册登记机构：永赢基金管理有限公司。,开放式,本基金在有效控制投资组合风险的前提下，力争为基金份额持有人获取超越业绩比较基准的投资回报。,0,"本基金的投资范围为具有良好流动性的金融工具，包括债券（国债、金融债、央行票据、企业债、公司债、中期票据、地方政府债、次级债、短期融资券、超短期融资券、政府支持机构债券、政府支持债券、证券公司短期公司债券、可分离交易可转债的纯债部分）、资产支持证券、债券回购、协议存款、通知存款、定期存款及其他银行存款、同业存单、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具，但须符合中国证监会相关规定。
    本基金不投资于股票资产，也不投资于可转换债券（可分离交易可转债的纯债部分除外）、可交换债券。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金投资债券的比例不低于基金资产的80%，每个交易日日终，保持现金（不含结算备付金、存出保证金、应收申购款等）或者到期日在一年以内的政府债券不低于基金资产净值的5%。",100,牟琼屿,http://quote.cfi.cn/manager.aspx?jjjl=%e7%89%9f%e7%90%bc%e5%b1%bf20100101,,0
5583,7413,长城中证500指数增强型证券投资基金,长城中证500C,CCZZ500ZSZQC,2019-05-09,股票指数,0,长城基金管理有限公司,建设银行,,开放式,"以增强指数化投资方法跟踪目标指数,分享中国经济的长期增长,在严格控制与目标指数偏离风险的前提下,力争获得超越目标指数的投资收益,谋求基金资产的长期增值。本基金力争使日均跟踪偏离度的绝对值不超过 0.5%,年化跟踪误差不超过 7.75%。",100,本基金的投资范围包括国内依法发行上市的股票(包括主板、创业板、中小板以及其他经中国证监会允许基金投资的股票)、债券(包括国债、央行票据、地方政府债、金融债、企业债、公司债、中小企业私募债、次级债、中期票据、短期融资券、超短期融资券、可转换债券(含可分离交易可转换债)、可交换债券等)、资产支持证券、债券回购、银行存款(包括协议存款、定期存款及其他银行存款)、同业存单、权证、股指期货及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。,10,雷俊,http://fund.eastmoney.com/manager/30309957.html,,0
4712,6314,中融策略优选混合型证券投资基金,中融策略A,ZRCLYXHHA,2019-05-08,混合型,379800000,中融基金管理有限公司,中国银行,,开放式,"本基金在严控投资风险的前提下,精选基本面具有竞争力且估值水平具备相对优势的上市公司,力求实现基金资产的长期稳健增值。",100,"本基金的投资对象是具有良好流动性的金融工具,包括国内依法发行上市的股票(包括中小板、创业板及其他经中国证监会核准上市的股票)、债券(包括国债、金融债券、地方政府债、央行票据、短期融资券、超短期融资券、中期票据、企业债券、公司债券、可转换公司债券(含可分离交易可转债)、可交换公司债券、中小企业私募债券、次级债等)、资产支持证券、银行存款、货币市场工具、债券回购、同业存单、权证、股指期货、国债期货及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",0,解静,http://fund.eastmoney.com/manager/30306037.html,,0
4713,6315,中融策略优选混合型证券投资基金,中融策略C,ZRCLYXHHC,2019-05-08,混合型,379800000,中融基金管理有限公司,中国银行,,开放式,"本基金在严控投资风险的前提下,精选基本面具有竞争力且估值水平具备相对优势的上市公司,力求实现基金资产的长期稳健增值。",100,"本基金的投资对象是具有良好流动性的金融工具,包括国内依法发行上市的股票(包括中小板、创业板及其他经中国证监会核准上市的股票)、债券(包括国债、金融债券、地方政府债、央行票据、短期融资券、超短期融资券、中期票据、企业债券、公司债券、可转换公司债券(含可分离交易可转债)、可交换公司债券、中小企业私募债券、次级债等)、资产支持证券、银行存款、货币市场工具、债券回购、同业存单、权证、股指期货、国债期货及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",0,解静,http://fund.eastmoney.com/manager/30306037.html,,0
4886,6509,国联安增盈纯债债券型证券投资基金A类,国联安增盈A,GLAZYA,2019-05-08,债券型,200012292,国联安基金管理有限公司,江苏银行股份有限公司,本基金的募集已经中国证监会2018年9月21日证监许可[2018]1533号文准予注册。自2019年3月20日起至2019年6月19日通过公司及销售机构的销售网点公开发售。本基金的基金管理人：国联安基金管理有限公司；基金托管人：江苏银行股份有限公司；注册登记机构：国联安基金管理有限公司。,开放式,在控制风险和保持资产流动性的前提下，力争获取高于业绩比较基准的投资收益。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国债、政府机构债券、地方政府债券、金融债、企业债、公司债、央行票据、中期票据、短期融资券、超短期融资券、中小企业私募债券、资产支持证券、次级债、债券回购、银行存款（协议存款、通知存款以及定期存款等其他银行存款）、同业存单、货币市场工具、国债期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
    本基金不投资于股票、权证等权益类资产。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，本基金持有现金或者到期日在一年以内的政府债券投资比例不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金、应收申购款等。",100,沈丹,http://quote.cfi.cn/manager.aspx?jjjl=%e6%b2%88%e4%b8%b920100101,,0
4887,6510,国联安增盈纯债债券型证券投资基金C类,国联安增盈C,GLAZYC,2019-05-08,债券型,3541,国联安基金管理有限公司,江苏银行股份有限公司,本基金的募集已经中国证监会2018年9月21日证监许可[2018]1533号文准予注册。自2019年3月20日起至2019年6月19日通过公司及销售机构的销售网点公开发售。本基金的基金管理人：国联安基金管理有限公司；基金托管人：江苏银行股份有限公司；注册登记机构：国联安基金管理有限公司。,开放式,在控制风险和保持资产流动性的前提下，力争获取高于业绩比较基准的投资收益。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国债、政府机构债券、地方政府债券、金融债、企业债、公司债、央行票据、中期票据、短期融资券、超短期融资券、中小企业私募债券、资产支持证券、次级债、债券回购、银行存款（协议存款、通知存款以及定期存款等其他银行存款）、同业存单、货币市场工具、国债期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
    本基金不投资于股票、权证等权益类资产。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，本基金持有现金或者到期日在一年以内的政府债券投资比例不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金、应收申购款等。",100,沈丹,http://quote.cfi.cn/manager.aspx?jjjl=%e6%b2%88%e4%b8%b920100101,,0
5223,6879,华安智能生活混合型证券投资基金,华安智能生活,HAZNSHHH,2019-05-08,混合型,1854500000,华安基金管理有限公司,农业银行,,开放式,"在严格控制风险的前提下,力争实现基金资产的长期稳健增值。",100,"本基金的投资范围为具有良好流动性的金融工具,包括国内依法发行上市的股票(包括中小板、创业板及其他经中国证监会核准上市的股票)、内地与香港股票市场交易互联互通机制下允许投资的规定范围内的香港联合交易所上市的股票(以下简称“港股通标的股票”)、债券(包括国债、地方政府债、央行票据、金融债、企业债、公司债、次级债、可转换债券(含分离交易可转债)、短期融资券、超短期融资券、中期票据等)、资产支持证券、债券回购、银行存款、同业存单、权证、股指期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
本基金将根据法律法规的规定参与融资业务。如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",0,胡宜斌,http://fund.eastmoney.com/manager/30395964.html,,0
5536,7326,国投瑞银新增长灵活配置混合型证券投资基金C类,国投新增长C,GTXZZC,2019-05-08,混合型,41539947.64,国投瑞银基金管理有限公司,渤海银行股份有限公司,自2019年5月8日起，增加本基金的C类基金份额，并相应修改基金合同、托管协议。本基金的基金管理人：国投瑞银基金管理有限公司，基金托管人：渤海银行股份有限公司，注册登记机构：国投瑞银基金管理有限公司。,开放式,在严格控制风险的基础上，通过对不同资产类别的优化配置及组合精选，力求实现基金资产的长期稳健增值。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国内依法上市的股票（包括主板、中小板、创业板及其他经中国证监会核准发行上市的股票）、债券（包括国债、央行票据、金融债、企业债、公司债、可转债（含可分离交易可转换债券）、可交换债券、次级债、短期融资券、超短期融资券、中期票据、中小企业私募债券等）、资产支持证券、银行存款、同业存单、货币市场工具、权证以及法律法规或中国证监会允许基金投资的其它金融工具（但须符合中国证监会的相关规定）。
    基金的投资组合比例为：股票资产占基金资产的比例范围为0%-95%。权证投资比例不高于基金资产净值的3%。每个交易日日终，现金或到期日在一年以内的政府债券投资比例合计不低于基金资产净值的5%，其中，上述现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。",10,桑俊,http://quote.cfi.cn/manager.aspx?jjjl=%e6%a1%91%e4%bf%8a20080101,,0
4968,6595,广发港股通优质增长混合型证券投资基金,广发优质增长,GFGGTYZZZHH,2019-05-06,混合型,255500000,广发基金管理有限公司,浦发银行,,开放式,"本基金主要投资于香港市场和境内市场的股票,在深入研究的基础上,重点投资增长性良好的优质行业及个股,在严格控制风险的前提下,追求超越业绩比较基准的投资回报。",100,"本基金的投资范围为具有良好流动性的金融工具,包括境内依法发行上市的股票(包括中小板、创业板及其他经中国证监会核准上市的股票)、港股通标的股票、债券(包括国内依法发行和上市交易的国债、金融债、地方政府债、企业债、公司债、次级债、可转换债券、分离交易可转债、中小企业私募债、央行票据、中期票据、短期融资券以及经法律法规或中国证监会允许投资的其他债券)、债券回购、资产支持证券、同业存单、银行存款、权证、股指期货、国债期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围,并可依据届时有效的法律法规适时合理地调整投资范围。",1,李耀柱,http://fund.eastmoney.com/manager/30407680.html,,0
5005,6636,华富恒欣纯债债券型证券投资基金,华富恒欣A,HFHXCZZQA,2019-05-06,债券型,202200000,华富基金管理有限公司,光大银行,,开放式,"在严格控制投资风险的基础上,力争超越业绩比较基准的投资回报和基金资产的稳健增值。",100,"本基金的投资范围主要为具有良好流动性的金融工具,包括债券资产(国债、地方政府债、金融债、企业债、公司债、公开发行的次级债、央行票据、中期票据、短期融资券(含超短期融资券)、中小企业私募债、可分离交易可转债的纯债部分)、资产支持证券、债券回购、银行存款(包括定期存款、协议存款、通知存款等)、同业存单、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。
本基金不投资于股票、权证,也不投资于可转换债券(可分离交易可转债的纯债部分除外)、可交换债券。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",10,姚姣姣,http://fund.eastmoney.com/manager/30516946.html,,0
5006,6637,华富恒欣纯债债券型证券投资基金,华富恒欣C,HFHXCZZQC,2019-05-06,债券型,202200000,华富基金管理有限公司,光大银行,,开放式,"在严格控制投资风险的基础上,力争超越业绩比较基准的投资回报和基金资产的稳健增值。",100,"本基金的投资范围主要为具有良好流动性的金融工具,包括债券资产(国债、地方政府债、金融债、企业债、公司债、公开发行的次级债、央行票据、中期票据、短期融资券(含超短期融资券)、中小企业私募债、可分离交易可转债的纯债部分)、资产支持证券、债券回购、银行存款(包括定期存款、协议存款、通知存款等)、同业存单、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。
本基金不投资于股票、权证,也不投资于可转换债券(可分离交易可转债的纯债部分除外)、可交换债券。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",10,姚姣姣,http://fund.eastmoney.com/manager/30516946.html,,0
5437,7146,鹏华研究智选混合型证券投资基金,鹏华研究智选,PHYJZXHH,2019-05-06,混合型,1316600000,鹏华基金管理有限公司,工商银行,,开放式,"在严格控制风险的前提下,通过对不同资产类别的动态配置和个股精选,力求超额收益与长期资本增值。",100,"本基金的投资范围为具有良好流动性的金融工具,包括境内依法发行的股票(包含中小板、创业板及其他经中国证监会核准上市的股票)、内地与香港股票市场交易互联互通机制允许买卖的香港联合交易所上市的股票(以下简称“港股通标的股票”)、债券(含国债、金融债、企业债、公司债、央行票据、中期票据、短期融资券、超短期融资券、次级债、可转换债券、可交换债券、中小企业私募债等)、货币市场工具、同业存单、权证、资产支持证券、股指期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",0.01,梁浩,http://fund.eastmoney.com/manager/30079581.html,,0
5571,7385,华泰保兴安盈三个月定期开放混合型发起式证券投资基金,华泰保兴安盈,HTBXAY,2019-05-06,混合型,110055000,华泰保兴基金管理有限公司,中国工商银行股份有限公司,本基金的募集已获中国证券监督管理委员会证监许可【2019】544号文予以注册。自2019年4月29日起至2019年4月29日止通过销售机构发售。本基金的基金管理人：华泰保兴基金管理有限公司；基金托管人：中国工商银行股份有限公司；注册登记机构：华泰保兴基金管理有限公司。,开放式(带固定封闭期),通过对股票、固定收益证券和现金等大类资产适度配置，运用稳健的个股和个券投资策略，在严格控制风险的前提下，力争实现基金资产的长期稳定增值。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国内依法发行上市的股票（包括中小板、创业板及其他经中国证监会核准发行上市的股票）、债券（包括国债、金融债、央行票据、企业债、公司债、中期票据、地方政府债、次级债、可转换债券（含分离交易可转债）、可交换债券、短期融资券（含超短期融资券））、债券回购、银行存款（包括协议存款、定期存款及其他存款）、货币市场工具、资产支持证券、股指期货以及法律法规或经中国证监会批准允许基金投资的其他金融工具（但需符合中国证监会的相关规定）。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围，并可依据届时有效的法律法规适时合理地调整投资范围。
    基金的投资组合比例为：本基金股票资产占基金资产的比例为0%-30%，但在每次开放期前10个工作日、开放期及开放期结束后10个工作日的期间内，本基金投资不受上述比例限制。在开放期内，每个交易日日终，在扣除股指期货合约需缴纳的交易保证金后，现金或者到期日在一年以内的政府债券不低于基金资产净值的5%；在封闭期内，每个交易日日终，在扣除股指期货合约需缴纳的交易保证金后，应当保持不低于交易保证金一倍的现金。其中，现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或中国证监会变更投资品种的投资比例限制，基金管理人在履行适当程序后，可以调整上述投资品种的投资比例。",10,赵旭照,http://quote.cfi.cn/manager.aspx?jjjl=%e8%b5%b5%e6%97%ad%e7%85%a720140101,,0
2401,3275,国联安添利增长债券型证券投资基金A类,国联安添利A,GLATLA,2019-04-30,债券型,17350846.49,国联安基金管理有限公司,中国建设银行股份有限公司,本基金由国联安鑫盈混合型证券投资基金转型而来。自2019年4月30日起，《国联安添利增长债券型证券投资基金基金合同》生效，《国联安鑫盈混合型证券投资基金基金合同》同一日起失效。本基金的基金管理人：国联安基金管理有限公司；基金托管人：中国建设银行股份有限公司；注册登记机构：国联安基金管理有限公司。,开放式,在严格控制风险的前提下，力争获得超越业绩比较基准的稳健回报。,0,"本基金的投资范围主要为具有良好流动性的金融工具，包括国内依法发行上市的股票（包括中小板、创业板及其他中国证监会核准上市的股票）、债券（包括国债、政府机构债券、地方政府债券、金融债、企业债、公司债、央行票据、中期票据、证券公司短期公司债券、短期融资券、超短期融资券、次级债、可转换债券、可分离交易可转债、可交换债券等）、资产支持证券、债券回购、同业存单、银行存款（协议存款、通知存款以及定期存款）、货币市场工具、国债期货、权证以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%。每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，保持不低于基金资产净值5%的现金或者到期日在一年以内的政府债券。其中，现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或监管机构以后变更投资品种的投资比例限额，基金管理人在履行适当程序后，可以调整上述投资品种的投资比例。",100,吕中凡,http://quote.cfi.cn/manager.aspx?jjjl=%e5%90%95%e4%b8%ad%e5%87%a120110101,,0
2402,3276,国联安添利增长债券型证券投资基金C类,国联安添利C,GLATLC,2019-04-30,债券型,2195055.82,国联安基金管理有限公司,中国建设银行股份有限公司,本基金由国联安鑫盈混合型证券投资基金转型而来。自2019年4月30日起，《国联安添利增长债券型证券投资基金基金合同》生效，《国联安鑫盈混合型证券投资基金基金合同》同一日起失效。本基金的基金管理人：国联安基金管理有限公司；基金托管人：中国建设银行股份有限公司；注册登记机构：国联安基金管理有限公司。,开放式,在严格控制风险的前提下，力争获得超越业绩比较基准的稳健回报。,0,"本基金的投资范围主要为具有良好流动性的金融工具，包括国内依法发行上市的股票（包括中小板、创业板及其他中国证监会核准上市的股票）、债券（包括国债、政府机构债券、地方政府债券、金融债、企业债、公司债、央行票据、中期票据、证券公司短期公司债券、短期融资券、超短期融资券、次级债、可转换债券、可分离交易可转债、可交换债券等）、资产支持证券、债券回购、同业存单、银行存款（协议存款、通知存款以及定期存款）、货币市场工具、国债期货、权证以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%。每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，保持不低于基金资产净值5%的现金或者到期日在一年以内的政府债券。其中，现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或监管机构以后变更投资品种的投资比例限额，基金管理人在履行适当程序后，可以调整上述投资品种的投资比例。",100,吕中凡,http://quote.cfi.cn/manager.aspx?jjjl=%e5%90%95%e4%b8%ad%e5%87%a120110101,,0
